id,data_lancamento,conta,tipo,valor,regiao,documento,centro_custo
698,2023-03-16,Outras Receitas,Crédito,26910.04,Norte,DOC-000698,Marketing
699,2025-10-28,Juros Passivos,Crédito,41177.28,Norte,DOC-000699,Contabilidade
700,2025-12-17,Juros Passivos,Débito,64729.36,Nordeste,DOC-000700,Financeiro
701,2023-12-21,Outras Receitas,Débito,71095.2,Norte,DOC-000701,Financeiro
702,2025-04-01,Receita de Serviços,Crédito,6825.48,Norte,DOC-000702,Marketing
703,2025-10-05,Outras Receitas,Crédito,64396.25,Norte,DOC-000703,Logística
704,2025-02-26,Impostos,Crédito,60395.83,Nordeste,DOC-000704,Logística
705,2025-02-09,Despesas com Pessoal,Crédito,65719.31,Nordeste,DOC-000705,RH
706,2023-11-08,Receita de Vendas,Crédito,67265.2,Centro-Oeste,DOC-000706,Vendas
707,2025-02-07,Marketing,Débito,51513.21,Sul,DOC-000707,Marketing
708,2025-07-25,Juros Passivos,Crédito,35273.71,Sul,DOC-000708,Marketing
709,2022-03-07,Receita de Serviços,Débito,88989.77,Sul,DOC-000709,Financeiro
710,2025-10-08,Depreciação,Crédito,89354.38,Centro-Oeste,DOC-000710,RH
711,2024-12-22,Receita de Serviços,Débito,79446.58,Sul,DOC-000711,Financeiro
712,2022-07-25,Custo de Mercadorias,Crédito,47483.59,Nordeste,DOC-000712,TI
713,2025-09-19,Juros Passivos,Débito,36796.3,Sudeste,DOC-000713,Marketing
714,2022-04-17,Impostos,Débito,84782.63,Sul,DOC-000714,TI
715,2023-03-13,Juros Passivos,Débito,95448.85,Norte,DOC-000715,Logística
716,2023-10-31,Receita de Vendas,Crédito,10133.26,Sul,DOC-000716,TI
717,2023-07-22,Custo de Mercadorias,Crédito,13365.3,Sul,DOC-000717,Contabilidade
718,2022-04-23,Despesas Administrativas,Crédito,14199.29,Sudeste,DOC-000718,TI
719,2023-04-29,Juros Passivos,Débito,10134.93,Norte,DOC-000719,Marketing
720,2022-08-13,Marketing,Débito,32212.84,Sudeste,DOC-000720,Financeiro
721,2025-07-08,Despesas Administrativas,Crédito,21394.82,Sul,DOC-000721,Vendas
722,2022-02-21,Despesas Administrativas,Crédito,22348.05,Centro-Oeste,DOC-000722,Contabilidade
723,2023-06-27,Marketing,Débito,84070.75,Nordeste,DOC-000723,TI
724,2025-05-30,Outras Receitas,Crédito,58326.41,Sul,DOC-000724,Contabilidade
725,2022-01-26,Receita de Serviços,Crédito,85128.24,Sul,DOC-000725,Financeiro
726,2023-03-28,Juros Passivos,Crédito,89103.59,Norte,DOC-000726,TI
727,2025-10-21,Depreciação,Crédito,75484.22,Nordeste,DOC-000727,Financeiro
728,2022-02-18,Marketing,Débito,98324.68,Sudeste,DOC-000728,TI
729,2023-12-08,Outras Receitas,Débito,49982.54,Sudeste,DOC-000729,Contabilidade
730,2024-09-27,Impostos,Débito,35418.11,Centro-Oeste,DOC-000730,Contabilidade
731,2022-12-23,Receita de Vendas,Débito,97492.78,Nordeste,DOC-000731,TI
732,2024-04-14,Receita de Serviços,Crédito,20547.31,Centro-Oeste,DOC-000732,RH
733,2024-11-21,Custo de Mercadorias,Débito,16341.04,Sul,DOC-000733,Vendas
734,2024-10-30,Custo de Mercadorias,Débito,50347.17,Centro-Oeste,DOC-000734,Financeiro
735,2025-02-15,Juros Passivos,Débito,99899.01,Norte,DOC-000735,Vendas
736,2025-06-01,Receita de Vendas,Débito,9947.8,Centro-Oeste,DOC-000736,Contabilidade
737,2022-07-11,Marketing,Crédito,70006.66,Sudeste,DOC-000737,Marketing
738,2025-02-08,Despesas com Pessoal,Crédito,10817.77,Centro-Oeste,DOC-000738,Financeiro
739,2024-11-27,Marketing,Crédito,92180.11,Centro-Oeste,DOC-000739,RH
740,2023-07-18,Juros Passivos,Débito,51701.41,Sul,DOC-000740,Logística
741,2025-05-24,Receita de Serviços,Débito,80979.97,Sul,DOC-000741,Marketing
742,2022-04-14,Juros Passivos,Débito,4999.94,Norte,DOC-000742,TI
743,2024-03-07,Despesas com Pessoal,Débito,50884.96,Norte,DOC-000743,Financeiro
744,2023-11-02,Outras Receitas,Débito,27595.32,Sul,DOC-000744,Contabilidade
745,2023-04-03,Despesas Administrativas,Crédito,50833.98,Norte,DOC-000745,Vendas
746,2024-09-02,Despesas com Pessoal,Débito,58729.18,Norte,DOC-000746,RH
747,2023-10-21,Depreciação,Crédito,47136.21,Sudeste,DOC-000747,Contabilidade
748,2022-02-11,Juros Passivos,Crédito,33440.54,Sudeste,DOC-000748,Financeiro
749,2024-03-09,Outras Receitas,Crédito,43182.18,Norte,DOC-000749,Logística
750,2022-11-01,Despesas com Pessoal,Crédito,14919.04,Sul,DOC-000750,Contabilidade
751,2022-08-31,Receita de Vendas,Débito,64626.21,Centro-Oeste,DOC-000751,RH
752,2025-07-14,Receita de Serviços,Crédito,37686.6,Norte,DOC-000752,Contabilidade
753,2023-04-14,Marketing,Débito,11272.18,Centro-Oeste,DOC-000753,Vendas
754,2025-05-25,Marketing,Débito,84835.47,Norte,DOC-000754,Financeiro
755,2022-08-27,Receita de Serviços,Crédito,11538.36,Sul,DOC-000755,TI
756,2022-04-18,Receita de Serviços,Débito,70886.14,Centro-Oeste,DOC-000756,Logística
757,2024-04-06,Depreciação,Débito,40365.24,Centro-Oeste,DOC-000757,RH
758,2025-11-13,Despesas com Pessoal,Débito,88072.75,Nordeste,DOC-000758,Logística
759,2022-10-30,Custo de Mercadorias,Débito,8490.14,Nordeste,DOC-000759,Financeiro
760,2024-11-05,Despesas Administrativas,Débito,6131.76,Centro-Oeste,DOC-000760,Marketing
761,2024-07-09,Juros Passivos,Débito,35305.34,Centro-Oeste,DOC-000761,Financeiro
762,2024-05-23,Outras Receitas,Débito,94779.9,Norte,DOC-000762,Vendas
763,2024-01-15,Receita de Vendas,Crédito,32726.17,Sul,DOC-000763,Financeiro
764,2023-03-27,Despesas com Pessoal,Débito,10848.45,Norte,DOC-000764,Financeiro
765,2024-11-08,Impostos,Crédito,67247.19,Sul,DOC-000765,Contabilidade
766,2025-11-29,Juros Passivos,Crédito,33146.04,Sul,DOC-000766,TI
767,2024-06-29,Impostos,Débito,93769.82,Sul,DOC-000767,Vendas
768,2022-02-06,Despesas Administrativas,Crédito,16159.96,Sul,DOC-000768,Contabilidade
769,2022-12-07,Receita de Serviços,Débito,15618.33,Norte,DOC-000769,Financeiro
770,2024-12-04,Marketing,Crédito,11662.25,Norte,DOC-000770,TI
771,2022-04-16,Outras Receitas,Débito,72011.02,Nordeste,DOC-000771,Contabilidade
772,2022-10-18,Receita de Vendas,Débito,33577.53,Centro-Oeste,DOC-000772,RH
773,2024-07-17,Receita de Serviços,Crédito,19633.26,Sudeste,DOC-000773,TI
774,2023-07-26,Impostos,Crédito,12745.21,Sudeste,DOC-000774,Vendas
775,2025-11-24,Custo de Mercadorias,Crédito,78378.27,Centro-Oeste,DOC-000775,TI
776,2022-11-05,Receita de Vendas,Débito,37338.67,Nordeste,DOC-000776,Vendas
777,2023-10-15,Despesas com Pessoal,Débito,39200.54,Sul,DOC-000777,Contabilidade
778,2022-01-02,Impostos,Crédito,73725.27,Centro-Oeste,DOC-000778,Financeiro
779,2023-05-16,Impostos,Débito,84030.75,Centro-Oeste,DOC-000779,Contabilidade
780,2024-11-14,Depreciação,Crédito,8858.28,Nordeste,DOC-000780,Logística
781,2025-04-28,Despesas com Pessoal,Crédito,85179.4,Sudeste,DOC-000781,Contabilidade
782,2023-11-14,Despesas Administrativas,Débito,98803.9,Sul,DOC-000782,RH
783,2022-09-02,Despesas Administrativas,Débito,11743.53,Norte,DOC-000783,TI
784,2024-10-19,Marketing,Crédito,77210.68,Sul,DOC-000784,Financeiro
785,2024-03-03,Receita de Vendas,Crédito,91822.87,Centro-Oeste,DOC-000785,Marketing
786,2025-01-07,Despesas com Pessoal,Crédito,50601.87,Nordeste,DOC-000786,Logística
787,2024-11-01,Depreciação,Crédito,77952.48,Nordeste,DOC-000787,Marketing
788,2025-06-05,Receita de Serviços,Crédito,21085.04,Sul,DOC-000788,Contabilidade
789,2023-07-19,Custo de Mercadorias,Débito,84051.66,Centro-Oeste,DOC-000789,Contabilidade
790,2022-08-25,Depreciação,Débito,62570.71,Sul,DOC-000790,Vendas
791,2023-10-26,Despesas com Pessoal,Débito,90127.15,Sul,DOC-000791,Contabilidade
792,2023-03-06,Receita de Vendas,Débito,68848.63,Sudeste,DOC-000792,Logística
793,2022-09-08,Juros Passivos,Crédito,17974.75,Nordeste,DOC-000793,Financeiro
794,2024-09-06,Custo de Mercadorias,Débito,42565.3,Sul,DOC-000794,Logística
795,2022-04-23,Custo de Mercadorias,Crédito,23071.12,Centro-Oeste,DOC-000795,Vendas
796,2024-03-31,Impostos,Crédito,37027.51,Centro-Oeste,DOC-000796,RH
797,2025-02-02,Receita de Serviços,Crédito,37773.27,Nordeste,DOC-000797,Logística
798,2022-02-21,Marketing,Crédito,35813.71,Centro-Oeste,DOC-000798,Contabilidade
799,2023-11-21,Despesas com Pessoal,Crédito,24660.53,Centro-Oeste,DOC-000799,TI
800,2025-08-12,Outras Receitas,Débito,18129.81,Sudeste,DOC-000800,TI
801,2025-08-21,Despesas Administrativas,Crédito,25704.95,Nordeste,DOC-000801,TI
802,2025-10-23,Impostos,Débito,73233.56,Sul,DOC-000802,Vendas
803,2023-09-23,Depreciação,Débito,75103.16,Norte,DOC-000803,Financeiro
804,2025-05-17,Outras Receitas,Crédito,50951.67,Norte,DOC-000804,Financeiro
805,2025-09-23,Receita de Vendas,Crédito,75332.23,Norte,DOC-000805,Logística
806,2024-04-16,Despesas com Pessoal,Débito,88880.06,Sul,DOC-000806,Marketing
807,2024-11-10,Despesas com Pessoal,Débito,72551.19,Nordeste,DOC-000807,Financeiro
808,2024-05-18,Outras Receitas,Crédito,40718.31,Sul,DOC-000808,Financeiro
809,2023-07-30,Despesas com Pessoal,Crédito,59962.79,Sudeste,DOC-000809,Logística
810,2022-04-06,Receita de Serviços,Crédito,42456.65,Sudeste,DOC-000810,Financeiro
811,2024-01-03,Outras Receitas,Crédito,71162.59,Norte,DOC-000811,RH
812,2022-07-01,Receita de Serviços,Crédito,54107.42,Sul,DOC-000812,Logística
813,2023-04-10,Impostos,Crédito,95686.79,Centro-Oeste,DOC-000813,Contabilidade
814,2025-12-17,Impostos,Crédito,2647.84,Centro-Oeste,DOC-000814,Logística
815,2024-12-16,Juros Passivos,Débito,52755.5,Sudeste,DOC-000815,TI
816,2025-11-08,Juros Passivos,Débito,68010.19,Sudeste,DOC-000816,Contabilidade
817,2022-03-16,Receita de Serviços,Débito,21716.94,Nordeste,DOC-000817,Logística
818,2025-09-04,Outras Receitas,Crédito,51330.93,Nordeste,DOC-000818,TI
819,2022-03-21,Outras Receitas,Crédito,39292.81,Sul,DOC-000819,Contabilidade
820,2023-02-11,Receita de Vendas,Débito,65999.35,Sudeste,DOC-000820,Logística
821,2023-09-29,Marketing,Crédito,8295.72,Norte,DOC-000821,Vendas
822,2023-09-15,Outras Receitas,Crédito,78318.4,Nordeste,DOC-000822,Marketing
823,2022-06-19,Despesas Administrativas,Crédito,31340.65,Sul,DOC-000823,Vendas
824,2025-10-31,Receita de Serviços,Débito,12278.65,Nordeste,DOC-000824,Marketing
825,2025-11-10,Impostos,Crédito,5624.52,Sul,DOC-000825,TI
826,2022-04-08,Receita de Serviços,Crédito,67169.32,Sul,DOC-000826,Marketing
827,2024-02-17,Custo de Mercadorias,Crédito,95239.2,Nordeste,DOC-000827,Financeiro
828,2022-10-09,Marketing,Crédito,9700.32,Centro-Oeste,DOC-000828,Vendas
829,2022-12-23,Receita de Serviços,Débito,6809.5,Nordeste,DOC-000829,Vendas
830,2023-07-19,Receita de Serviços,Crédito,23577.58,Nordeste,DOC-000830,Financeiro
831,2022-06-27,Impostos,Crédito,51824.12,Sul,DOC-000831,RH
832,2023-08-14,Receita de Serviços,Crédito,70745.69,Sul,DOC-000832,Logística
833,2025-05-02,Impostos,Débito,52071.02,Nordeste,DOC-000833,Financeiro
834,2023-07-15,Depreciação,Débito,39333.41,Sudeste,DOC-000834,Vendas
835,2022-01-28,Receita de Vendas,Débito,58851.26,Centro-Oeste,DOC-000835,Marketing
836,2023-03-20,Impostos,Crédito,37663.96,Nordeste,DOC-000836,Logística
837,2025-08-16,Despesas com Pessoal,Crédito,96192.36,Nordeste,DOC-000837,Vendas
838,2022-03-26,Despesas Administrativas,Débito,88456.88,Sudeste,DOC-000838,Marketing
839,2022-01-13,Impostos,Crédito,22789.77,Sudeste,DOC-000839,Financeiro
840,2025-12-09,Outras Receitas,Crédito,97495.89,Norte,DOC-000840,Contabilidade
841,2024-07-29,Juros Passivos,Crédito,2110.24,Centro-Oeste,DOC-000841,Marketing
842,2022-05-15,Receita de Serviços,Crédito,77735.97,Norte,DOC-000842,Logística
843,2022-12-13,Despesas Administrativas,Débito,95563.11,Sudeste,DOC-000843,TI
844,2022-06-01,Custo de Mercadorias,Débito,65396.05,Centro-Oeste,DOC-000844,Logística
845,2025-03-12,Despesas Administrativas,Débito,83216.71,Sul,DOC-000845,TI
846,2023-04-12,Despesas com Pessoal,Débito,56384.87,Norte,DOC-000846,RH
847,2023-07-06,Receita de Vendas,Crédito,52896.13,Centro-Oeste,DOC-000847,RH
848,2024-02-18,Outras Receitas,Débito,69277.27,Sul,DOC-000848,Contabilidade
849,2022-03-25,Receita de Serviços,Crédito,8756.19,Sudeste,DOC-000849,Vendas
850,2025-09-28,Receita de Serviços,Crédito,72457.22,Sul,DOC-000850,Vendas
851,2024-02-09,Marketing,Débito,4919.49,Centro-Oeste,DOC-000851,Financeiro
852,2023-09-25,Outras Receitas,Débito,28382.4,Norte,DOC-000852,Marketing
853,2025-11-14,Receita de Serviços,Crédito,89697.08,Sul,DOC-000853,RH
854,2022-01-04,Depreciação,Débito,53655.18,Sul,DOC-000854,Marketing
855,2024-11-02,Marketing,Débito,50209.51,Centro-Oeste,DOC-000855,Vendas
856,2024-08-07,Despesas com Pessoal,Crédito,95663.83,Norte,DOC-000856,RH
857,2023-05-17,Custo de Mercadorias,Débito,96746.75,Sudeste,DOC-000857,Vendas
858,2023-05-03,Custo de Mercadorias,Débito,47424.56,Nordeste,DOC-000858,Financeiro
859,2022-08-29,Marketing,Débito,98826.89,Nordeste,DOC-000859,TI
860,2023-01-31,Outras Receitas,Crédito,16024.24,Centro-Oeste,DOC-000860,RH
861,2025-07-15,Receita de Serviços,Débito,50705.35,Sudeste,DOC-000861,Financeiro
862,2024-05-13,Outras Receitas,Débito,95325.09,Centro-Oeste,DOC-000862,TI
863,2025-10-23,Juros Passivos,Crédito,9057.97,Norte,DOC-000863,TI
864,2025-02-09,Receita de Vendas,Débito,46481.34,Sudeste,DOC-000864,Contabilidade
865,2024-08-22,Despesas com Pessoal,Crédito,56766.31,Sudeste,DOC-000865,Marketing
866,2025-02-03,Custo de Mercadorias,Débito,47401.66,Norte,DOC-000866,Marketing
867,2024-01-16,Receita de Vendas,Crédito,71973.4,Sudeste,DOC-000867,TI
868,2025-07-26,Depreciação,Débito,72620.73,Sul,DOC-000868,Marketing
869,2023-10-03,Despesas com Pessoal,Débito,23223.58,Nordeste,DOC-000869,TI
870,2022-02-08,Receita de Vendas,Débito,64666.19,Nordeste,DOC-000870,TI
871,2025-01-19,Receita de Vendas,Débito,90968.5,Norte,DOC-000871,TI
872,2022-01-28,Receita de Vendas,Débito,39800.87,Sudeste,DOC-000872,Logística
873,2025-08-29,Despesas com Pessoal,Crédito,16455.28,Sul,DOC-000873,TI
874,2025-04-05,Juros Passivos,Débito,83584.17,Norte,DOC-000874,Marketing
875,2022-06-15,Receita de Vendas,Débito,3711.51,Centro-Oeste,DOC-000875,Contabilidade
876,2024-09-18,Depreciação,Débito,63241.26,Nordeste,DOC-000876,Financeiro
877,2024-10-17,Receita de Vendas,Crédito,14101.08,Sudeste,DOC-000877,Financeiro
878,2022-12-17,Impostos,Débito,73947.07,Norte,DOC-000878,Marketing
879,2025-02-24,Receita de Vendas,Débito,60432.27,Norte,DOC-000879,Vendas
880,2022-06-20,Depreciação,Crédito,95296.98,Norte,DOC-000880,Contabilidade
881,2023-04-19,Marketing,Débito,11725.28,Sul,DOC-000881,Financeiro
882,2025-09-25,Custo de Mercadorias,Crédito,92259.89,Sul,DOC-000882,Contabilidade
883,2024-04-05,Depreciação,Crédito,93039.94,Sul,DOC-000883,Contabilidade
884,2022-06-07,Despesas Administrativas,Crédito,98087.53,Nordeste,DOC-000884,Vendas
885,2022-09-14,Depreciação,Débito,9239.32,Norte,DOC-000885,Logística
886,2022-09-17,Impostos,Débito,54042.06,Sul,DOC-000886,Marketing
887,2022-07-30,Custo de Mercadorias,Crédito,62499.21,Centro-Oeste,DOC-000887,Marketing
888,2023-04-15,Juros Passivos,Crédito,32727.93,Sudeste,DOC-000888,Marketing
889,2023-09-24,Receita de Vendas,Crédito,71304.05,Sul,DOC-000889,RH
890,2025-11-05,Despesas com Pessoal,Débito,79720.94,Norte,DOC-000890,TI
891,2024-10-08,Depreciação,Débito,20385.32,Centro-Oeste,DOC-000891,RH
892,2024-04-30,Outras Receitas,Débito,78454.76,Sul,DOC-000892,Logística
893,2023-11-09,Custo de Mercadorias,Débito,97733.26,Nordeste,DOC-000893,Vendas
894,2025-05-08,Marketing,Crédito,80861.67,Centro-Oeste,DOC-000894,Contabilidade
895,2023-06-25,Juros Passivos,Crédito,31075.18,Centro-Oeste,DOC-000895,Contabilidade
896,2022-09-18,Depreciação,Crédito,37755.54,Norte,DOC-000896,Logística
897,2023-12-05,Outras Receitas,Crédito,86169.22,Norte,DOC-000897,TI
898,2025-06-14,Despesas Administrativas,Crédito,85272.19,Sul,DOC-000898,Marketing
899,2023-02-09,Outras Receitas,Débito,44540.93,Centro-Oeste,DOC-000899,Logística
900,2025-11-04,Despesas Administrativas,Débito,7978.79,Centro-Oeste,DOC-000900,RH
901,2022-08-24,Custo de Mercadorias,Débito,90784.74,Sudeste,DOC-000901,RH
902,2025-10-13,Juros Passivos,Débito,48554.28,Norte,DOC-000902,RH
903,2022-03-29,Juros Passivos,Débito,51233.56,Nordeste,DOC-000903,Vendas
904,2023-03-25,Marketing,Débito,14365.44,Centro-Oeste,DOC-000904,Financeiro
905,2023-05-28,Custo de Mercadorias,Débito,12704.57,Norte,DOC-000905,Vendas
906,2025-07-08,Receita de Serviços,Crédito,59513.72,Centro-Oeste,DOC-000906,Marketing
907,2025-05-02,Outras Receitas,Débito,84589.17,Sudeste,DOC-000907,Financeiro
908,2024-03-08,Marketing,Débito,51427.9,Sul,DOC-000908,Contabilidade
909,2023-06-28,Custo de Mercadorias,Débito,24075.71,Centro-Oeste,DOC-000909,TI
910,2024-09-16,Despesas Administrativas,Crédito,19293.91,Sul,DOC-000910,Marketing
911,2025-08-15,Depreciação,Crédito,15786.21,Sudeste,DOC-000911,TI
912,2025-06-28,Marketing,Débito,59094.53,Sudeste,DOC-000912,Vendas
913,2024-10-04,Receita de Serviços,Débito,7599.34,Norte,DOC-000913,Vendas
914,2024-07-29,Depreciação,Débito,54032.1,Sudeste,DOC-000914,Contabilidade
915,2025-04-23,Juros Passivos,Débito,43288.33,Nordeste,DOC-000915,Vendas
916,2025-11-03,Depreciação,Débito,21699.96,Sul,DOC-000916,Vendas
917,2025-01-21,Despesas com Pessoal,Crédito,782.16,Sudeste,DOC-000917,Vendas
918,2022-01-17,Depreciação,Débito,58738.95,Centro-Oeste,DOC-000918,Marketing
919,2025-02-03,Receita de Serviços,Crédito,85582.82,Norte,DOC-000919,RH
920,2023-06-03,Receita de Serviços,Crédito,91867.6,Sudeste,DOC-000920,Contabilidade
921,2023-05-11,Outras Receitas,Crédito,4923.45,Nordeste,DOC-000921,Contabilidade
922,2022-10-18,Juros Passivos,Crédito,16511.3,Norte,DOC-000922,RH
923,2022-09-16,Depreciação,Débito,28133.64,Sul,DOC-000923,Logística
924,2024-03-27,Despesas Administrativas,Débito,92063.34,Nordeste,DOC-000924,Logística
925,2025-10-03,Depreciação,Crédito,41064.5,Centro-Oeste,DOC-000925,Financeiro
926,2022-09-11,Marketing,Crédito,9816.89,Sudeste,DOC-000926,RH
927,2023-10-29,Marketing,Débito,39593.12,Nordeste,DOC-000927,Contabilidade
928,2022-01-30,Outras Receitas,Débito,41572.64,Sul,DOC-000928,Logística
929,2025-05-02,Depreciação,Crédito,10528.25,Sudeste,DOC-000929,Marketing
930,2025-01-12,Impostos,Crédito,64281.41,Sudeste,DOC-000930,Marketing
931,2024-09-16,Receita de Vendas,Débito,89903.69,Sudeste,DOC-000931,TI
932,2023-02-10,Depreciação,Crédito,73207.12,Nordeste,DOC-000932,TI
933,2022-04-20,Impostos,Débito,92105.56,Sul,DOC-000933,RH
934,2025-11-30,Juros Passivos,Crédito,71588.93,Nordeste,DOC-000934,Vendas
935,2022-10-05,Despesas Administrativas,Crédito,93734.81,Centro-Oeste,DOC-000935,Financeiro
936,2023-09-29,Custo de Mercadorias,Débito,12399.52,Nordeste,DOC-000936,Contabilidade
937,2024-10-27,Receita de Serviços,Débito,74863.75,Centro-Oeste,DOC-000937,TI
938,2025-09-06,Depreciação,Débito,30134.58,Sudeste,DOC-000938,Financeiro
939,2024-05-20,Juros Passivos,Débito,17019.44,Centro-Oeste,DOC-000939,Logística
940,2025-05-22,Custo de Mercadorias,Crédito,61390.4,Centro-Oeste,DOC-000940,Logística
941,2025-09-16,Marketing,Débito,8888.86,Sudeste,DOC-000941,Marketing
942,2022-06-24,Custo de Mercadorias,Débito,76192.55,Centro-Oeste,DOC-000942,Logística
943,2024-08-03,Depreciação,Crédito,72587.14,Sudeste,DOC-000943,Contabilidade
944,2023-10-14,Impostos,Débito,30774.51,Norte,DOC-000944,Vendas
945,2024-03-27,Outras Receitas,Crédito,49538.77,Centro-Oeste,DOC-000945,Contabilidade
946,2023-08-26,Outras Receitas,Débito,95505.21,Nordeste,DOC-000946,RH
947,2022-12-27,Depreciação,Débito,61823.38,Centro-Oeste,DOC-000947,Financeiro
948,2025-08-28,Custo de Mercadorias,Débito,1464.32,Centro-Oeste,DOC-000948,TI
949,2025-05-28,Receita de Serviços,Crédito,2572.75,Norte,DOC-000949,Vendas
950,2022-10-10,Depreciação,Crédito,55442.08,Nordeste,DOC-000950,Contabilidade
951,2022-06-15,Despesas com Pessoal,Crédito,12336.62,Nordeste,DOC-000951,Logística
952,2024-11-08,Custo de Mercadorias,Crédito,29768.3,Sudeste,DOC-000952,Marketing
953,2025-03-09,Outras Receitas,Crédito,94677.54,Norte,DOC-000953,TI
954,2023-07-12,Despesas Administrativas,Débito,19996.21,Sudeste,DOC-000954,TI
955,2025-10-31,Impostos,Crédito,80048.12,Nordeste,DOC-000955,Logística
956,2022-10-19,Despesas Administrativas,Crédito,58325.06,Nordeste,DOC-000956,Logística
957,2022-05-24,Depreciação,Crédito,59596.78,Sudeste,DOC-000957,Contabilidade
958,2024-08-11,Receita de Serviços,Crédito,58657.63,Sul,DOC-000958,TI
959,2022-08-15,Custo de Mercadorias,Crédito,28217.13,Sul,DOC-000959,TI
960,2023-02-19,Despesas com Pessoal,Débito,63072.33,Centro-Oeste,DOC-000960,Contabilidade
961,2023-09-23,Receita de Serviços,Débito,92094.06,Norte,DOC-000961,Logística
962,2023-11-17,Despesas com Pessoal,Crédito,10674.33,Sul,DOC-000962,Vendas
963,2022-12-20,Receita de Vendas,Débito,23965.31,Norte,DOC-000963,Marketing
964,2022-03-23,Juros Passivos,Débito,47960.3,Norte,DOC-000964,Financeiro
965,2025-06-20,Receita de Vendas,Débito,49283.82,Sul,DOC-000965,RH
966,2023-05-25,Juros Passivos,Crédito,85995.86,Sul,DOC-000966,Logística
967,2023-05-20,Custo de Mercadorias,Débito,50265.29,Nordeste,DOC-000967,Financeiro
968,2022-01-04,Despesas Administrativas,Crédito,2068.21,Nordeste,DOC-000968,Logística
969,2025-02-04,Impostos,Crédito,7991.1,Sudeste,DOC-000969,RH
970,2024-12-22,Receita de Vendas,Crédito,67268.89,Nordeste,DOC-000970,RH
971,2022-11-11,Outras Receitas,Crédito,91925.53,Centro-Oeste,DOC-000971,RH
972,2023-03-15,Despesas Administrativas,Crédito,36703.24,Sudeste,DOC-000972,Logística
973,2023-02-23,Outras Receitas,Débito,16924.46,Nordeste,DOC-000973,Logística
974,2023-02-07,Depreciação,Crédito,27101.61,Nordeste,DOC-000974,RH
975,2022-12-28,Custo de Mercadorias,Débito,83238.24,Norte,DOC-000975,Financeiro
976,2025-04-21,Impostos,Débito,27868.43,Norte,DOC-000976,Contabilidade
977,2023-11-28,Impostos,Débito,67227.38,Nordeste,DOC-000977,Logística
978,2023-06-21,Despesas com Pessoal,Crédito,11506.49,Sudeste,DOC-000978,Marketing
979,2022-03-22,Marketing,Débito,77082.29,Sul,DOC-000979,Marketing
980,2025-12-20,Custo de Mercadorias,Crédito,13736.36,Nordeste,DOC-000980,RH
981,2025-09-05,Receita de Vendas,Crédito,64924.03,Nordeste,DOC-000981,Logística
982,2023-03-22,Impostos,Débito,3291.57,Sul,DOC-000982,RH
983,2023-10-29,Depreciação,Crédito,31667.96,Norte,DOC-000983,Vendas
984,2025-10-04,Juros Passivos,Débito,18731.67,Nordeste,DOC-000984,Contabilidade
985,2023-09-20,Marketing,Crédito,59668.42,Centro-Oeste,DOC-000985,Vendas
986,2023-07-03,Depreciação,Débito,40478.92,Sudeste,DOC-000986,Logística
987,2025-04-27,Despesas Administrativas,Crédito,75941.13,Centro-Oeste,DOC-000987,Contabilidade
988,2025-01-27,Receita de Serviços,Débito,18131.21,Norte,DOC-000988,RH
989,2022-07-18,Despesas Administrativas,Débito,12701.15,Sul,DOC-000989,TI
990,2024-03-23,Receita de Vendas,Crédito,19229.59,Norte,DOC-000990,Contabilidade
991,2023-10-29,Receita de Vendas,Débito,56977.23,Sul,DOC-000991,Financeiro
992,2024-12-10,Depreciação,Crédito,98690.13,Nordeste,DOC-000992,Contabilidade
993,2024-12-30,Receita de Vendas,Débito,29328.63,Sul,DOC-000993,Vendas
994,2025-09-07,Receita de Serviços,Débito,92631.2,Centro-Oeste,DOC-000994,TI
995,2022-06-16,Marketing,Débito,92168.67,Norte,DOC-000995,TI
996,2022-06-12,Receita de Vendas,Débito,39341.63,Sul,DOC-000996,TI
997,2024-04-16,Depreciação,Débito,58458.08,Centro-Oeste,DOC-000997,RH
998,2025-04-01,Receita de Serviços,Débito,11371.84,Nordeste,DOC-000998,Logística
999,2025-08-05,Despesas com Pessoal,Crédito,7683.89,Centro-Oeste,DOC-000999,Vendas
1000,2023-12-12,Juros Passivos,Débito,24339.61,Norte,DOC-001000,Vendas
1001,2022-10-01,Receita de Serviços,Crédito,79426.0,Nordeste,DOC-001001,Vendas
1002,2024-01-06,Receita de Serviços,Crédito,81657.57,Norte,DOC-001002,RH
1003,2022-09-01,Impostos,Débito,50771.18,Nordeste,DOC-001003,RH
1004,2025-01-20,Marketing,Crédito,49870.13,Centro-Oeste,DOC-001004,Contabilidade
1005,2022-11-23,Receita de Serviços,Crédito,64252.64,Sul,DOC-001005,Vendas
1006,2022-01-25,Receita de Serviços,Crédito,78068.39,Centro-Oeste,DOC-001006,Financeiro
1007,2025-10-28,Juros Passivos,Crédito,30539.17,Centro-Oeste,DOC-001007,Vendas
1008,2022-03-26,Juros Passivos,Débito,31678.79,Sudeste,DOC-001008,Marketing
1009,2022-01-31,Marketing,Crédito,4223.7,Sudeste,DOC-001009,TI
1010,2022-02-07,Outras Receitas,Crédito,36134.23,Norte,DOC-001010,Logística
1011,2023-10-30,Depreciação,Débito,88877.61,Sudeste,DOC-001011,TI
1012,2024-03-17,Depreciação,Crédito,8180.34,Norte,DOC-001012,Financeiro
