id,data_envio,pedido,transportadora,origem,destino,peso_kg,custo_frete,dias_entrega,status
1070,2023-05-29,PED-001070,RapidFrete,Nordeste,Sul,300.47,295.9,2,Entregue
1071,2025-12-27,PED-001071,RapidFrete,Norte,Sudeste,75.98,386.46,1,Devolvido
1072,2024-11-05,PED-001072,RapidFrete,Centro-Oeste,Sudeste,470.14,120.11,14,Aguardando
1073,2023-12-18,PED-001073,GlobalShip,Sudeste,Sul,205.5,462.33,11,Em Trânsito
1074,2025-01-09,PED-001074,TransLog,Sudeste,Centro-Oeste,64.2,36.94,3,Em Trânsito
1075,2025-12-19,PED-001075,GlobalShip,Centro-Oeste,Nordeste,139.3,211.56,2,Em Trânsito
1076,2023-06-23,PED-001076,GlobalShip,Sul,Sudeste,407.53,349.51,9,Devolvido
1077,2025-11-30,PED-001077,ExpressCargo,Centro-Oeste,Centro-Oeste,484.53,296.85,15,Em Trânsito
1078,2025-02-27,PED-001078,GlobalShip,Norte,Norte,274.2,77.21,10,Em Trânsito
1079,2023-10-19,PED-001079,GlobalShip,Nordeste,Norte,216.12,105.59,4,Aguardando
1080,2025-06-30,PED-001080,RapidFrete,Sudeste,Norte,147.2,421.37,3,Em Trânsito
1081,2025-11-29,PED-001081,RapidFrete,Sudeste,Norte,454.78,301.46,7,Entregue
1082,2023-10-17,PED-001082,ExpressCargo,Sul,Norte,146.61,74.37,5,Em Trânsito
1083,2025-09-07,PED-001083,GlobalShip,Sul,Sudeste,122.91,48.27,14,Em Trânsito
1084,2024-01-17,PED-001084,TransLog,Nordeste,Centro-Oeste,86.82,165.73,12,Aguardando
1085,2022-02-23,PED-001085,ExpressCargo,Sul,Nordeste,405.38,72.43,7,Entregue
1086,2024-01-11,PED-001086,TransLog,Sul,Sudeste,347.77,203.99,2,Em Trânsito
1087,2025-01-16,PED-001087,ExpressCargo,Nordeste,Sudeste,374.25,117.41,2,Aguardando
1088,2022-05-11,PED-001088,GlobalShip,Nordeste,Norte,238.79,219.86,10,Em Trânsito
1089,2025-10-17,PED-001089,GlobalShip,Norte,Sul,118.41,467.17,15,Aguardando
1090,2023-04-02,PED-001090,TransLog,Sudeste,Norte,346.48,124.0,7,Devolvido
1091,2022-10-03,PED-001091,TransLog,Nordeste,Sul,160.44,205.0,2,Devolvido
1092,2025-11-12,PED-001092,GlobalShip,Nordeste,Sudeste,294.76,59.19,11,Em Trânsito
1093,2023-04-29,PED-001093,FastDelivery,Norte,Nordeste,345.75,25.83,4,Entregue
1094,2022-09-17,PED-001094,RapidFrete,Sul,Norte,356.73,454.86,9,Aguardando
1095,2025-07-22,PED-001095,FastDelivery,Nordeste,Sudeste,150.78,421.55,6,Entregue
1096,2025-09-12,PED-001096,RapidFrete,Sudeste,Sudeste,163.32,236.06,15,Em Trânsito
1097,2022-06-17,PED-001097,GlobalShip,Centro-Oeste,Norte,457.94,331.49,12,Aguardando
1098,2025-01-02,PED-001098,GlobalShip,Nordeste,Sudeste,150.68,12.63,13,Entregue
1099,2024-05-29,PED-001099,FastDelivery,Norte,Sudeste,316.44,61.93,4,Devolvido
1100,2025-07-09,PED-001100,ExpressCargo,Centro-Oeste,Norte,426.29,246.41,14,Entregue
1101,2022-04-18,PED-001101,ExpressCargo,Nordeste,Sudeste,330.17,81.88,4,Em Trânsito
1102,2022-10-27,PED-001102,ExpressCargo,Sudeste,Norte,253.36,80.51,14,Devolvido
1103,2025-12-13,PED-001103,RapidFrete,Nordeste,Sul,295.26,168.33,10,Entregue
1104,2022-11-05,PED-001104,FastDelivery,Sul,Sul,205.55,296.24,6,Devolvido
1105,2024-02-08,PED-001105,RapidFrete,Sul,Nordeste,369.48,246.24,2,Entregue
1106,2022-05-10,PED-001106,ExpressCargo,Centro-Oeste,Sul,34.8,354.71,5,Em Trânsito
1107,2023-07-17,PED-001107,FastDelivery,Norte,Centro-Oeste,201.31,469.48,2,Entregue
1108,2023-07-12,PED-001108,FastDelivery,Nordeste,Nordeste,422.63,304.46,13,Devolvido
1109,2025-08-21,PED-001109,FastDelivery,Norte,Nordeste,461.9,270.98,14,Entregue
1110,2025-03-08,PED-001110,GlobalShip,Centro-Oeste,Sul,329.99,46.92,1,Entregue
1111,2023-02-01,PED-001111,RapidFrete,Sul,Sul,0.7,120.87,3,Entregue
1112,2024-12-20,PED-001112,GlobalShip,Centro-Oeste,Nordeste,202.73,117.55,2,Aguardando
1113,2022-09-30,PED-001113,FastDelivery,Norte,Norte,22.25,292.16,13,Entregue
1114,2024-04-06,PED-001114,GlobalShip,Centro-Oeste,Centro-Oeste,392.58,266.21,12,Devolvido
1115,2025-03-27,PED-001115,FastDelivery,Nordeste,Sul,316.1,168.0,12,Entregue
1116,2024-11-21,PED-001116,GlobalShip,Norte,Centro-Oeste,212.5,466.81,13,Entregue
1117,2022-10-18,PED-001117,RapidFrete,Centro-Oeste,Norte,45.23,27.7,6,Aguardando
1118,2025-12-22,PED-001118,ExpressCargo,Sul,Sudeste,274.1,277.81,4,Aguardando
1119,2022-11-25,PED-001119,FastDelivery,Norte,Centro-Oeste,411.72,455.23,6,Devolvido
1120,2022-08-23,PED-001120,FastDelivery,Sul,Sudeste,179.15,113.1,9,Aguardando
1121,2022-09-06,PED-001121,FastDelivery,Sudeste,Centro-Oeste,61.47,90.06,12,Entregue
1122,2025-01-25,PED-001122,GlobalShip,Norte,Norte,216.73,495.41,2,Devolvido
1123,2025-01-05,PED-001123,FastDelivery,Centro-Oeste,Nordeste,378.1,29.31,1,Entregue
1124,2025-10-27,PED-001124,GlobalShip,Nordeste,Sudeste,451.2,193.5,9,Aguardando
1125,2024-08-09,PED-001125,RapidFrete,Centro-Oeste,Sudeste,17.16,213.71,4,Em Trânsito
1126,2023-04-21,PED-001126,RapidFrete,Centro-Oeste,Centro-Oeste,215.3,487.91,15,Aguardando
1127,2025-10-09,PED-001127,RapidFrete,Sul,Sul,437.74,131.21,9,Aguardando
1128,2025-02-14,PED-001128,RapidFrete,Nordeste,Centro-Oeste,422.6,223.42,6,Devolvido
1129,2023-09-22,PED-001129,RapidFrete,Centro-Oeste,Norte,81.29,32.3,1,Devolvido
1130,2023-09-17,PED-001130,TransLog,Centro-Oeste,Sul,250.44,54.19,6,Entregue
1131,2022-04-23,PED-001131,GlobalShip,Nordeste,Sudeste,25.04,333.13,6,Em Trânsito
1132,2023-06-01,PED-001132,TransLog,Norte,Sudeste,139.14,345.47,8,Entregue
1133,2024-02-04,PED-001133,RapidFrete,Centro-Oeste,Nordeste,78.89,415.57,6,Entregue
1134,2024-05-15,PED-001134,RapidFrete,Centro-Oeste,Centro-Oeste,293.88,207.84,7,Em Trânsito
1135,2024-09-12,PED-001135,ExpressCargo,Sul,Centro-Oeste,249.95,130.64,6,Entregue
1136,2025-05-21,PED-001136,TransLog,Nordeste,Sudeste,376.67,472.4,2,Entregue
1137,2022-02-01,PED-001137,FastDelivery,Sudeste,Sul,335.35,495.75,13,Devolvido
1138,2023-03-17,PED-001138,RapidFrete,Sul,Sul,229.53,41.9,4,Devolvido
1139,2023-02-04,PED-001139,TransLog,Sudeste,Norte,281.25,117.43,5,Em Trânsito
1140,2025-07-29,PED-001140,GlobalShip,Sudeste,Sul,406.52,182.28,12,Devolvido
1141,2025-09-30,PED-001141,TransLog,Sul,Nordeste,77.34,26.33,13,Aguardando
1142,2024-07-19,PED-001142,FastDelivery,Centro-Oeste,Sudeste,175.12,257.34,10,Devolvido
1143,2023-12-30,PED-001143,GlobalShip,Sudeste,Nordeste,1.42,438.16,3,Em Trânsito
1144,2023-09-12,PED-001144,FastDelivery,Sudeste,Sul,387.26,309.82,6,Em Trânsito
1145,2022-01-13,PED-001145,TransLog,Norte,Norte,147.02,454.41,6,Entregue
1146,2025-02-18,PED-001146,TransLog,Nordeste,Nordeste,402.7,205.76,12,Entregue
1147,2022-03-27,PED-001147,TransLog,Sudeste,Sudeste,157.3,426.38,13,Entregue
1148,2023-02-05,PED-001148,TransLog,Nordeste,Centro-Oeste,52.02,253.39,15,Devolvido
1149,2025-01-21,PED-001149,RapidFrete,Sudeste,Centro-Oeste,186.6,273.83,15,Devolvido
1150,2024-05-03,PED-001150,TransLog,Nordeste,Nordeste,316.87,372.62,5,Entregue
1151,2024-01-28,PED-001151,FastDelivery,Nordeste,Nordeste,462.91,67.81,3,Aguardando
1152,2025-09-03,PED-001152,ExpressCargo,Centro-Oeste,Centro-Oeste,403.69,208.89,10,Devolvido
1153,2022-07-11,PED-001153,RapidFrete,Norte,Norte,359.9,465.31,4,Em Trânsito
1154,2023-04-26,PED-001154,ExpressCargo,Sul,Sul,338.47,202.52,11,Aguardando
1155,2024-11-11,PED-001155,TransLog,Nordeste,Sudeste,478.34,332.85,2,Devolvido
1156,2022-05-30,PED-001156,TransLog,Sudeste,Centro-Oeste,329.1,191.75,1,Aguardando
1157,2025-11-16,PED-001157,TransLog,Sul,Norte,37.9,325.01,9,Em Trânsito
1158,2025-11-20,PED-001158,GlobalShip,Norte,Centro-Oeste,276.78,381.86,5,Em Trânsito
1159,2022-03-01,PED-001159,FastDelivery,Centro-Oeste,Norte,31.82,260.5,6,Entregue
1160,2024-02-05,PED-001160,RapidFrete,Norte,Norte,201.75,40.52,12,Em Trânsito
1161,2022-07-26,PED-001161,ExpressCargo,Centro-Oeste,Nordeste,382.65,461.88,11,Em Trânsito
1162,2023-08-31,PED-001162,ExpressCargo,Norte,Centro-Oeste,380.66,94.85,12,Aguardando
1163,2024-01-06,PED-001163,RapidFrete,Sul,Sudeste,463.99,189.74,14,Entregue
1164,2023-12-14,PED-001164,GlobalShip,Sudeste,Sudeste,109.21,206.56,7,Devolvido
1165,2022-03-14,PED-001165,ExpressCargo,Sul,Centro-Oeste,12.9,200.15,13,Em Trânsito
1166,2023-09-10,PED-001166,GlobalShip,Sul,Norte,51.51,143.14,5,Devolvido
1167,2023-08-05,PED-001167,TransLog,Sul,Sudeste,370.63,48.77,8,Em Trânsito
1168,2022-03-17,PED-001168,GlobalShip,Centro-Oeste,Norte,191.2,363.73,14,Em Trânsito
1169,2025-07-17,PED-001169,RapidFrete,Centro-Oeste,Sul,2.71,234.6,8,Entregue
1170,2025-09-17,PED-001170,TransLog,Norte,Sul,141.33,351.99,8,Entregue
1171,2025-01-06,PED-001171,RapidFrete,Norte,Norte,244.75,101.28,2,Entregue
1172,2025-11-02,PED-001172,TransLog,Centro-Oeste,Sul,281.36,347.78,6,Em Trânsito
1173,2022-09-12,PED-001173,RapidFrete,Sudeste,Sudeste,45.77,403.13,5,Aguardando
1174,2022-05-07,PED-001174,TransLog,Centro-Oeste,Nordeste,103.12,28.81,10,Em Trânsito
1175,2024-01-06,PED-001175,ExpressCargo,Sul,Norte,73.23,62.62,7,Em Trânsito
1176,2024-10-15,PED-001176,RapidFrete,Nordeste,Norte,40.55,105.15,14,Em Trânsito
1177,2022-09-09,PED-001177,ExpressCargo,Nordeste,Centro-Oeste,213.5,363.14,3,Entregue
1178,2025-08-28,PED-001178,FastDelivery,Sudeste,Nordeste,95.69,487.81,6,Entregue
1179,2025-10-13,PED-001179,ExpressCargo,Norte,Sul,369.23,163.5,5,Em Trânsito
1180,2024-12-17,PED-001180,RapidFrete,Sudeste,Sul,272.33,80.1,13,Em Trânsito
1181,2023-04-07,PED-001181,GlobalShip,Norte,Nordeste,25.53,305.95,4,Aguardando
1182,2023-12-14,PED-001182,ExpressCargo,Centro-Oeste,Norte,44.82,421.05,12,Entregue
1183,2022-12-22,PED-001183,RapidFrete,Sul,Norte,87.15,307.52,9,Entregue
1184,2025-07-02,PED-001184,ExpressCargo,Norte,Nordeste,327.58,53.69,1,Aguardando
1185,2024-12-10,PED-001185,GlobalShip,Centro-Oeste,Sudeste,423.89,406.36,10,Aguardando
1186,2022-10-04,PED-001186,FastDelivery,Centro-Oeste,Nordeste,384.2,240.3,3,Entregue
1187,2024-12-07,PED-001187,FastDelivery,Sudeste,Norte,0.65,460.4,3,Devolvido
1188,2025-02-06,PED-001188,RapidFrete,Centro-Oeste,Norte,271.83,246.35,11,Aguardando
1189,2025-12-20,PED-001189,ExpressCargo,Sul,Sul,25.46,369.91,6,Devolvido
1190,2025-09-24,PED-001190,GlobalShip,Norte,Sudeste,48.06,235.67,1,Devolvido
1191,2024-12-14,PED-001191,TransLog,Sudeste,Nordeste,147.57,14.63,1,Entregue
1192,2025-08-07,PED-001192,TransLog,Norte,Norte,73.32,92.47,1,Em Trânsito
1193,2024-12-17,PED-001193,GlobalShip,Centro-Oeste,Sudeste,267.4,40.02,4,Aguardando
1194,2022-12-06,PED-001194,FastDelivery,Sudeste,Sul,10.35,305.45,11,Devolvido
1195,2025-08-03,PED-001195,FastDelivery,Centro-Oeste,Sul,299.19,305.84,8,Em Trânsito
1196,2023-04-02,PED-001196,FastDelivery,Norte,Sul,134.62,104.52,8,Em Trânsito
1197,2024-04-07,PED-001197,RapidFrete,Sudeste,Nordeste,109.07,56.66,13,Aguardando
1198,2023-04-17,PED-001198,TransLog,Sudeste,Sul,125.68,366.07,7,Devolvido
1199,2022-11-17,PED-001199,ExpressCargo,Sudeste,Centro-Oeste,180.85,58.63,1,Em Trânsito
1200,2022-01-14,PED-001200,RapidFrete,Nordeste,Norte,389.07,320.04,3,Aguardando
1201,2024-12-18,PED-001201,GlobalShip,Sul,Sudeste,391.51,353.15,1,Em Trânsito
1202,2022-12-26,PED-001202,ExpressCargo,Centro-Oeste,Sul,336.08,324.22,14,Devolvido
1203,2024-10-22,PED-001203,GlobalShip,Sudeste,Nordeste,80.43,35.52,12,Devolvido
1204,2024-10-15,PED-001204,ExpressCargo,Centro-Oeste,Centro-Oeste,190.3,188.85,6,Em Trânsito
1205,2024-09-09,PED-001205,GlobalShip,Sul,Centro-Oeste,423.51,82.4,15,Entregue
1206,2025-07-16,PED-001206,FastDelivery,Sul,Centro-Oeste,82.43,245.55,12,Entregue
1207,2022-11-08,PED-001207,RapidFrete,Sul,Centro-Oeste,116.58,311.71,6,Entregue
1208,2023-09-11,PED-001208,RapidFrete,Sudeste,Nordeste,140.61,117.46,8,Devolvido
1209,2023-12-18,PED-001209,RapidFrete,Nordeste,Nordeste,493.04,142.07,8,Entregue
1210,2022-03-25,PED-001210,RapidFrete,Sul,Norte,497.13,41.68,5,Em Trânsito
1211,2024-01-16,PED-001211,RapidFrete,Norte,Norte,200.5,184.15,12,Devolvido
1212,2025-02-02,PED-001212,FastDelivery,Norte,Sul,403.55,222.3,12,Devolvido
1213,2024-06-10,PED-001213,RapidFrete,Sudeste,Nordeste,194.76,174.88,15,Entregue
1214,2025-09-11,PED-001214,GlobalShip,Sudeste,Norte,348.34,349.17,1,Devolvido
1215,2025-10-14,PED-001215,FastDelivery,Nordeste,Sudeste,127.0,117.05,3,Entregue
1216,2025-10-04,PED-001216,GlobalShip,Sul,Centro-Oeste,194.0,96.29,11,Devolvido
1217,2023-12-26,PED-001217,RapidFrete,Sul,Norte,191.77,18.36,1,Entregue
1218,2023-08-16,PED-001218,RapidFrete,Centro-Oeste,Sudeste,283.98,196.7,7,Devolvido
1219,2025-10-18,PED-001219,FastDelivery,Sudeste,Nordeste,90.44,329.55,5,Aguardando
1220,2022-04-02,PED-001220,ExpressCargo,Centro-Oeste,Sul,428.44,114.21,1,Devolvido
1221,2022-12-09,PED-001221,RapidFrete,Sul,Sul,125.14,32.15,2,Aguardando
1222,2024-09-05,PED-001222,ExpressCargo,Nordeste,Nordeste,162.07,290.25,11,Devolvido
1223,2022-05-22,PED-001223,RapidFrete,Norte,Sul,82.87,369.86,1,Em Trânsito
1224,2022-02-14,PED-001224,TransLog,Centro-Oeste,Sudeste,448.86,353.15,12,Aguardando
1225,2023-04-20,PED-001225,RapidFrete,Sul,Centro-Oeste,97.67,465.79,3,Em Trânsito
1226,2022-05-21,PED-001226,GlobalShip,Nordeste,Sul,324.94,60.97,11,Entregue
1227,2022-01-01,PED-001227,RapidFrete,Nordeste,Norte,154.45,118.75,6,Devolvido
1228,2025-12-27,PED-001228,TransLog,Sul,Sudeste,352.57,460.59,4,Entregue
1229,2025-01-29,PED-001229,RapidFrete,Sul,Norte,171.28,130.37,3,Devolvido
1230,2023-06-13,PED-001230,GlobalShip,Nordeste,Sudeste,310.22,469.84,8,Em Trânsito
1231,2025-11-26,PED-001231,RapidFrete,Sudeste,Centro-Oeste,464.36,289.56,4,Entregue
1232,2022-12-10,PED-001232,TransLog,Sul,Norte,437.76,369.87,5,Entregue
1233,2022-02-14,PED-001233,RapidFrete,Norte,Sul,26.48,140.34,6,Aguardando
1234,2024-07-20,PED-001234,RapidFrete,Norte,Centro-Oeste,401.54,253.87,3,Aguardando
1235,2022-02-12,PED-001235,FastDelivery,Nordeste,Sudeste,240.65,198.65,13,Devolvido
1236,2022-07-01,PED-001236,ExpressCargo,Norte,Nordeste,63.83,369.86,14,Entregue
1237,2022-05-31,PED-001237,GlobalShip,Sudeste,Nordeste,396.08,372.19,14,Aguardando
1238,2025-04-21,PED-001238,ExpressCargo,Sudeste,Sul,170.23,216.12,8,Aguardando
1239,2023-08-25,PED-001239,ExpressCargo,Sudeste,Norte,382.58,45.62,3,Devolvido
1240,2025-11-02,PED-001240,FastDelivery,Sudeste,Sudeste,26.12,393.43,3,Entregue
1241,2022-01-15,PED-001241,RapidFrete,Nordeste,Sudeste,254.53,133.78,8,Entregue
1242,2024-09-10,PED-001242,TransLog,Centro-Oeste,Norte,249.49,11.93,3,Entregue
1243,2023-05-24,PED-001243,TransLog,Nordeste,Sul,161.74,319.62,1,Entregue
1244,2025-01-15,PED-001244,RapidFrete,Sul,Centro-Oeste,419.43,496.81,8,Entregue
1245,2022-10-07,PED-001245,TransLog,Sul,Sudeste,383.13,399.66,5,Em Trânsito
1246,2025-11-12,PED-001246,RapidFrete,Norte,Centro-Oeste,155.67,237.83,3,Em Trânsito
1247,2023-10-25,PED-001247,GlobalShip,Nordeste,Norte,244.49,486.72,14,Entregue
1248,2024-11-14,PED-001248,ExpressCargo,Norte,Sul,124.81,119.75,8,Entregue
1249,2024-05-29,PED-001249,ExpressCargo,Centro-Oeste,Norte,384.66,220.77,13,Aguardando
1250,2025-12-29,PED-001250,ExpressCargo,Sudeste,Centro-Oeste,401.16,288.47,12,Entregue
1251,2024-05-07,PED-001251,GlobalShip,Nordeste,Sul,365.72,152.86,3,Devolvido
1252,2023-04-28,PED-001252,RapidFrete,Nordeste,Centro-Oeste,237.02,122.29,3,Entregue
1253,2023-01-12,PED-001253,ExpressCargo,Sul,Sul,94.87,157.48,5,Devolvido
1254,2023-06-19,PED-001254,GlobalShip,Sul,Nordeste,307.9,195.61,5,Em Trânsito
1255,2022-09-16,PED-001255,FastDelivery,Sul,Centro-Oeste,200.1,119.74,12,Em Trânsito
1256,2022-11-08,PED-001256,FastDelivery,Nordeste,Centro-Oeste,29.44,104.73,4,Aguardando
1257,2024-05-22,PED-001257,ExpressCargo,Nordeste,Nordeste,255.15,265.94,5,Em Trânsito
1258,2023-05-25,PED-001258,FastDelivery,Sul,Sudeste,223.9,242.1,3,Aguardando
1259,2024-03-27,PED-001259,TransLog,Norte,Centro-Oeste,420.23,32.08,6,Devolvido
1260,2022-01-21,PED-001260,FastDelivery,Sul,Norte,156.51,422.66,8,Entregue
1261,2023-07-19,PED-001261,FastDelivery,Norte,Norte,118.13,354.71,14,Entregue
1262,2025-11-17,PED-001262,GlobalShip,Nordeste,Norte,393.3,436.93,7,Entregue
1263,2024-01-15,PED-001263,TransLog,Sudeste,Nordeste,36.89,119.73,1,Devolvido
1264,2022-10-21,PED-001264,RapidFrete,Centro-Oeste,Nordeste,109.15,223.11,3,Entregue
1265,2023-02-08,PED-001265,GlobalShip,Nordeste,Sul,394.42,487.65,7,Devolvido
1266,2025-10-17,PED-001266,FastDelivery,Centro-Oeste,Sul,293.25,110.55,4,Entregue
1267,2022-02-14,PED-001267,ExpressCargo,Sul,Norte,459.82,431.78,7,Entregue
1268,2025-09-02,PED-001268,GlobalShip,Sul,Sudeste,157.97,286.85,3,Entregue
1269,2022-10-29,PED-001269,ExpressCargo,Norte,Centro-Oeste,45.55,241.44,5,Em Trânsito
1270,2023-08-13,PED-001270,GlobalShip,Sudeste,Centro-Oeste,161.07,404.47,1,Entregue
1271,2024-06-12,PED-001271,RapidFrete,Norte,Sul,318.82,85.44,11,Em Trânsito
1272,2022-05-16,PED-001272,RapidFrete,Centro-Oeste,Nordeste,127.69,66.16,6,Entregue
1273,2022-08-01,PED-001273,FastDelivery,Norte,Sul,360.87,437.73,13,Aguardando
1274,2022-04-19,PED-001274,GlobalShip,Norte,Nordeste,311.85,131.35,8,Aguardando
1275,2023-06-21,PED-001275,ExpressCargo,Nordeste,Sul,387.87,225.08,6,Em Trânsito
1276,2022-08-12,PED-001276,FastDelivery,Norte,Norte,212.83,123.63,9,Entregue
1277,2022-11-11,PED-001277,TransLog,Sul,Sudeste,24.76,486.74,8,Aguardando
1278,2025-03-01,PED-001278,FastDelivery,Nordeste,Nordeste,389.99,331.04,4,Entregue
1279,2024-12-05,PED-001279,RapidFrete,Centro-Oeste,Nordeste,373.88,470.25,7,Aguardando
1280,2023-06-29,PED-001280,TransLog,Sul,Centro-Oeste,143.82,230.44,8,Em Trânsito
1281,2023-01-07,PED-001281,TransLog,Centro-Oeste,Sul,302.21,122.02,14,Aguardando
1282,2022-04-30,PED-001282,ExpressCargo,Nordeste,Nordeste,347.85,176.52,9,Entregue
1283,2022-04-06,PED-001283,RapidFrete,Norte,Nordeste,384.2,329.38,2,Devolvido
1284,2022-01-13,PED-001284,TransLog,Sudeste,Sul,363.67,198.3,11,Devolvido
1285,2023-11-10,PED-001285,RapidFrete,Centro-Oeste,Centro-Oeste,410.03,495.4,6,Devolvido
1286,2023-11-10,PED-001286,RapidFrete,Norte,Sudeste,54.65,101.09,7,Entregue
1287,2023-12-02,PED-001287,RapidFrete,Sul,Sul,137.58,79.71,1,Em Trânsito
1288,2022-12-15,PED-001288,FastDelivery,Nordeste,Sudeste,304.11,477.94,15,Entregue
1289,2023-07-21,PED-001289,FastDelivery,Norte,Sul,134.48,218.1,4,Em Trânsito
1290,2023-01-21,PED-001290,FastDelivery,Centro-Oeste,Sudeste,10.89,190.87,8,Aguardando
1291,2024-04-12,PED-001291,RapidFrete,Centro-Oeste,Sul,70.5,209.27,11,Entregue
1292,2022-09-22,PED-001292,GlobalShip,Sudeste,Sudeste,112.61,133.44,5,Aguardando
1293,2022-10-27,PED-001293,GlobalShip,Norte,Norte,240.13,336.2,4,Entregue
1294,2024-09-19,PED-001294,FastDelivery,Norte,Centro-Oeste,101.9,405.87,5,Em Trânsito
1295,2022-08-27,PED-001295,ExpressCargo,Sul,Sul,302.8,379.77,9,Devolvido
1296,2022-08-19,PED-001296,TransLog,Sudeste,Norte,147.29,496.41,11,Em Trânsito
1297,2024-02-26,PED-001297,TransLog,Nordeste,Norte,150.88,451.97,2,Em Trânsito
1298,2022-01-11,PED-001298,RapidFrete,Nordeste,Norte,219.65,97.61,12,Aguardando
1299,2024-03-01,PED-001299,ExpressCargo,Sudeste,Centro-Oeste,10.53,334.58,4,Em Trânsito
1300,2023-08-30,PED-001300,FastDelivery,Sul,Centro-Oeste,315.12,334.85,4,Devolvido
1301,2023-02-20,PED-001301,TransLog,Norte,Nordeste,408.34,370.85,2,Aguardando
1302,2023-12-29,PED-001302,TransLog,Sul,Sudeste,314.3,187.39,15,Em Trânsito
1303,2025-12-30,PED-001303,RapidFrete,Norte,Centro-Oeste,383.11,344.54,7,Em Trânsito
1304,2022-03-08,PED-001304,GlobalShip,Centro-Oeste,Nordeste,111.64,79.4,8,Aguardando
1305,2023-09-08,PED-001305,FastDelivery,Centro-Oeste,Nordeste,382.96,240.15,11,Devolvido
1306,2025-11-04,PED-001306,FastDelivery,Sul,Sul,311.97,219.81,12,Em Trânsito
1307,2024-01-14,PED-001307,GlobalShip,Centro-Oeste,Sul,149.22,463.43,2,Devolvido
1308,2024-01-04,PED-001308,GlobalShip,Norte,Nordeste,331.47,297.04,12,Entregue
1309,2025-11-30,PED-001309,GlobalShip,Centro-Oeste,Sul,13.6,13.16,9,Entregue
1310,2025-02-19,PED-001310,RapidFrete,Centro-Oeste,Centro-Oeste,317.74,65.22,9,Em Trânsito
1311,2024-09-20,PED-001311,ExpressCargo,Nordeste,Nordeste,70.96,388.86,3,Aguardando
1312,2025-08-18,PED-001312,ExpressCargo,Sudeste,Nordeste,16.73,421.81,5,Devolvido
1313,2023-03-29,PED-001313,GlobalShip,Sudeste,Norte,158.04,331.86,2,Devolvido
1314,2022-04-30,PED-001314,RapidFrete,Norte,Sudeste,422.77,499.74,7,Entregue
1315,2025-06-02,PED-001315,TransLog,Sul,Sul,475.08,313.04,9,Devolvido
1316,2025-05-04,PED-001316,ExpressCargo,Sul,Centro-Oeste,143.59,56.37,9,Aguardando
1317,2024-08-27,PED-001317,FastDelivery,Norte,Sudeste,133.09,161.88,2,Entregue
1318,2022-09-16,PED-001318,ExpressCargo,Nordeste,Centro-Oeste,193.02,316.93,8,Aguardando
1319,2023-08-15,PED-001319,RapidFrete,Sul,Centro-Oeste,156.65,376.23,2,Aguardando
1320,2025-03-10,PED-001320,TransLog,Sudeste,Sudeste,457.78,407.1,4,Em Trânsito
1321,2023-08-28,PED-001321,RapidFrete,Sul,Centro-Oeste,137.85,437.83,10,Aguardando
1322,2024-04-13,PED-001322,TransLog,Sudeste,Sul,310.44,331.81,9,Aguardando
1323,2022-05-15,PED-001323,RapidFrete,Sul,Centro-Oeste,214.08,140.43,15,Devolvido
1324,2022-01-30,PED-001324,GlobalShip,Norte,Centro-Oeste,363.76,76.91,3,Entregue
1325,2025-05-11,PED-001325,FastDelivery,Centro-Oeste,Norte,452.97,486.37,11,Aguardando
1326,2023-08-10,PED-001326,GlobalShip,Nordeste,Sudeste,217.99,413.59,11,Aguardando
1327,2025-01-03,PED-001327,TransLog,Sudeste,Nordeste,411.97,63.3,3,Em Trânsito
1328,2024-04-30,PED-001328,TransLog,Sul,Nordeste,475.97,56.03,13,Entregue
1329,2022-03-05,PED-001329,TransLog,Nordeste,Norte,406.62,282.99,5,Entregue
1330,2024-12-03,PED-001330,FastDelivery,Sudeste,Nordeste,200.81,360.69,9,Entregue
1331,2025-06-02,PED-001331,FastDelivery,Nordeste,Norte,88.59,41.16,7,Em Trânsito
1332,2025-03-14,PED-001332,GlobalShip,Sudeste,Sul,390.88,14.49,1,Em Trânsito
1333,2025-10-02,PED-001333,GlobalShip,Nordeste,Sudeste,167.93,288.68,1,Aguardando
1334,2024-03-04,PED-001334,FastDelivery,Sudeste,Sudeste,70.79,31.73,8,Em Trânsito
1335,2025-12-10,PED-001335,ExpressCargo,Sudeste,Nordeste,58.98,36.85,2,Devolvido
1336,2023-10-22,PED-001336,GlobalShip,Nordeste,Sudeste,141.52,267.23,15,Em Trânsito
1337,2024-03-20,PED-001337,ExpressCargo,Sudeste,Nordeste,307.59,189.06,15,Aguardando
1338,2025-08-10,PED-001338,GlobalShip,Sul,Norte,492.93,308.52,4,Em Trânsito
1339,2022-06-05,PED-001339,FastDelivery,Norte,Norte,325.39,148.2,4,Devolvido
1340,2024-04-01,PED-001340,ExpressCargo,Centro-Oeste,Centro-Oeste,287.08,18.11,11,Devolvido
1341,2022-02-20,PED-001341,TransLog,Sul,Sudeste,234.49,300.36,7,Aguardando
1342,2023-12-08,PED-001342,RapidFrete,Centro-Oeste,Sudeste,277.8,249.36,4,Entregue
1343,2024-07-22,PED-001343,GlobalShip,Sul,Sul,54.39,385.61,12,Aguardando
1344,2025-03-28,PED-001344,GlobalShip,Sudeste,Nordeste,329.88,353.77,14,Aguardando
1345,2022-11-01,PED-001345,TransLog,Norte,Sul,69.23,123.88,13,Em Trânsito
