id,data_campanha,canal,regiao,investimento,impressoes,conversoes,taxa_conversao,departamento
766,2025-07-06,YouTube,Sudeste,38042.73,8056,451,8.98,Logística
767,2024-09-18,Facebook,Norte,44011.8,86877,35,0.95,Logística
768,2022-07-08,Facebook,Sul,27438.01,63801,288,5.93,TI
769,2022-03-03,Facebook,Nordeste,16120.87,95657,443,12.75,Contabilidade
770,2023-05-25,Email,Centro-Oeste,8028.52,78651,390,6.37,Financeiro
771,2022-06-06,Email,Sul,1488.02,63226,252,3.88,Marketing
772,2024-10-12,TikTok,Centro-Oeste,2995.77,99452,366,14.0,Marketing
773,2024-07-29,Instagram,Nordeste,35403.56,10862,334,5.32,Contabilidade
774,2024-03-18,Google Ads,Nordeste,37344.67,87787,60,0.73,Logística
775,2022-07-10,Google Ads,Centro-Oeste,25241.04,91443,39,0.53,Contabilidade
776,2023-01-20,YouTube,Nordeste,48555.12,8920,488,6.92,Financeiro
777,2022-01-28,SEO,Sul,43495.35,80630,11,0.23,Financeiro
778,2024-03-23,YouTube,Sul,45708.47,33186,441,18.82,Contabilidade
779,2024-08-02,Google Ads,Norte,12466.15,65638,353,18.87,Logística
780,2022-01-19,Google Ads,Sul,34091.24,65943,267,22.7,Marketing
781,2024-05-11,LinkedIn,Nordeste,32832.62,24934,286,7.85,Marketing
782,2024-04-11,SEO,Sul,10853.08,65345,15,0.31,Marketing
783,2025-11-21,LinkedIn,Sul,44096.08,86339,277,9.54,Vendas
784,2022-01-11,TikTok,Nordeste,23459.2,19630,307,3.53,Contabilidade
785,2025-01-14,Instagram,Centro-Oeste,44478.17,73143,467,8.29,Logística
786,2022-08-19,LinkedIn,Sul,13789.95,15985,161,1.69,Financeiro
787,2023-03-16,Email,Sul,39107.98,22639,493,12.47,Financeiro
788,2023-02-27,TikTok,Nordeste,24830.89,52954,287,3.08,Contabilidade
789,2023-05-08,Google Ads,Norte,31781.8,34829,74,1.87,Financeiro
790,2024-11-28,Email,Sudeste,12841.27,56193,186,4.06,RH
791,2025-12-28,Email,Norte,21593.31,52497,245,6.31,Financeiro
792,2022-03-21,YouTube,Nordeste,38359.52,14847,66,0.87,Marketing
793,2025-03-23,TikTok,Sudeste,17325.84,53381,86,12.1,TI
794,2023-09-11,Google Ads,Sul,13081.39,14557,262,13.67,Logística
795,2022-06-12,SEO,Sudeste,38835.02,24365,129,1.43,TI
796,2023-03-15,YouTube,Norte,35366.01,10527,364,5.29,RH
797,2023-09-21,YouTube,Norte,19122.34,26984,52,0.83,TI
798,2022-12-07,YouTube,Norte,4557.37,44626,311,5.46,Marketing
799,2024-02-16,SEO,Centro-Oeste,35492.94,23996,138,2.08,RH
800,2024-11-03,Email,Nordeste,48491.85,66513,194,2.58,TI
801,2022-02-25,LinkedIn,Centro-Oeste,49433.07,89690,413,9.04,Logística
802,2023-11-24,SEO,Sudeste,34330.68,56573,143,25.13,TI
803,2022-06-26,Facebook,Sul,11620.28,55219,3,0.13,Vendas
804,2023-03-28,YouTube,Sul,24877.5,62810,76,1.7,Logística
805,2025-08-27,TikTok,Nordeste,6372.81,52193,50,0.57,Vendas
806,2022-04-24,SEO,Sudeste,26800.46,3814,336,3.47,Vendas
807,2025-05-23,Facebook,Sudeste,13006.02,90518,399,6.64,TI
808,2023-01-23,YouTube,Centro-Oeste,27225.43,99778,35,8.43,Vendas
809,2025-07-10,Email,Sul,13827.22,36652,270,8.46,Contabilidade
810,2024-08-07,Google Ads,Norte,37300.71,91574,242,3.47,Vendas
811,2025-03-14,SEO,Sul,40542.5,44959,475,22.27,Marketing
812,2023-12-29,Email,Centro-Oeste,40583.92,81354,304,4.72,Financeiro
813,2022-10-11,Facebook,Sudeste,28846.28,92136,150,2.54,Contabilidade
814,2023-12-04,Instagram,Sul,21812.65,2016,243,82.09,TI
815,2022-05-17,TikTok,Nordeste,20803.81,36507,476,9.31,Financeiro
816,2023-08-06,SEO,Sul,29039.92,25133,400,10.16,Marketing
817,2024-04-18,LinkedIn,Sul,33740.48,30878,417,15.11,Financeiro
818,2024-11-19,TikTok,Norte,13997.05,91027,374,43.69,TI
819,2024-08-10,Facebook,Nordeste,4615.82,90533,6,0.13,Logística
820,2024-04-09,Facebook,Nordeste,32840.05,6367,229,5.05,Contabilidade
821,2025-03-05,Email,Sul,49953.77,37941,484,30.79,Logística
822,2022-12-22,LinkedIn,Centro-Oeste,46057.98,94537,147,2.52,Contabilidade
823,2025-01-14,LinkedIn,Nordeste,7572.61,64359,454,15.83,Logística
824,2025-12-31,SEO,Sudeste,26790.27,87302,241,2.95,RH
825,2025-09-12,LinkedIn,Norte,49677.97,19156,63,0.91,Marketing
826,2024-07-23,TikTok,Norte,18980.02,11851,326,5.72,RH
827,2022-05-13,TikTok,Norte,28062.34,89491,452,5.23,Contabilidade
828,2022-01-05,TikTok,Sul,29766.43,16836,37,1.85,Financeiro
829,2024-04-01,Email,Centro-Oeste,6051.09,51046,153,10.64,TI
830,2024-10-30,LinkedIn,Norte,49967.99,76571,438,5.77,Marketing
831,2023-09-11,TikTok,Nordeste,40032.2,96901,88,1.03,RH
832,2023-11-21,Instagram,Nordeste,42913.14,66148,391,4.88,Marketing
833,2024-10-11,TikTok,Norte,28022.44,8406,429,5.51,RH
834,2025-07-19,Instagram,Centro-Oeste,28069.43,32752,61,2.08,Marketing
835,2022-06-27,Google Ads,Sul,46577.93,22420,80,2.84,Financeiro
836,2025-04-14,Google Ads,Sul,24205.24,54621,497,7.36,Financeiro
837,2025-01-13,YouTube,Centro-Oeste,36427.84,95230,75,2.19,RH
838,2025-03-15,SEO,Sudeste,49638.27,9280,424,6.22,Marketing
839,2025-10-01,Instagram,Norte,20185.3,95015,422,354.62,Contabilidade
840,2024-08-25,Google Ads,Sul,792.21,3775,349,4.7,TI
841,2024-12-01,Google Ads,Sul,40556.06,83773,249,2.93,Contabilidade
842,2025-12-14,YouTube,Sul,36685.44,30464,470,16.85,TI
843,2025-12-17,Google Ads,Sul,24985.65,68482,430,10.91,Marketing
844,2022-11-13,YouTube,Sudeste,25279.89,95704,304,5.97,RH
845,2025-11-02,Instagram,Sul,22068.88,54719,209,3.61,TI
846,2023-08-10,Email,Centro-Oeste,42635.86,52769,408,7.72,Financeiro
847,2024-03-20,SEO,Centro-Oeste,6748.26,12771,241,2.43,RH
848,2024-07-03,Email,Sudeste,8091.97,63472,52,0.54,Marketing
849,2022-03-24,LinkedIn,Centro-Oeste,274.27,44757,470,20.72,Contabilidade
850,2024-06-14,Instagram,Sudeste,7543.36,81144,95,2.5,TI
851,2024-03-07,Email,Centro-Oeste,10913.66,23522,432,6.99,Financeiro
852,2025-06-06,Google Ads,Sudeste,11211.76,99760,5,0.12,Contabilidade
853,2024-02-20,LinkedIn,Centro-Oeste,38053.83,12343,375,5.22,RH
854,2022-11-01,Email,Sudeste,17207.2,53391,331,4.17,Marketing
855,2025-12-21,LinkedIn,Sudeste,6196.37,83952,175,1.84,RH
856,2024-01-04,LinkedIn,Sudeste,49173.88,95808,31,0.46,RH
857,2022-10-06,TikTok,Sudeste,46542.11,31218,99,2.71,Marketing
858,2023-12-28,YouTube,Nordeste,6562.97,69109,272,7.01,Financeiro
859,2023-03-25,TikTok,Nordeste,7076.66,25410,402,7.15,Contabilidade
860,2022-03-14,LinkedIn,Nordeste,29028.53,95039,52,0.66,Contabilidade
861,2022-04-19,Google Ads,Sul,38364.46,91823,357,3.69,Marketing
862,2023-05-30,Google Ads,Nordeste,7214.49,98394,106,1.43,TI
863,2023-04-23,LinkedIn,Norte,13428.18,83871,97,1.09,Contabilidade
864,2023-07-30,SEO,Sudeste,25780.46,84180,273,18.81,Vendas
865,2025-01-26,Google Ads,Centro-Oeste,18066.36,61914,249,6.75,Financeiro
866,2025-12-26,SEO,Norte,5141.28,63589,268,3.83,RH
867,2022-02-03,YouTube,Centro-Oeste,32970.38,49434,276,4.65,Marketing
868,2025-11-16,Instagram,Norte,15192.34,49188,425,5.23,Logística
869,2023-04-01,TikTok,Sul,34866.74,88650,405,15.13,Financeiro
870,2023-02-27,Instagram,Sudeste,14539.35,26980,165,1.65,Financeiro
871,2025-06-17,LinkedIn,Centro-Oeste,26167.5,96135,185,8.13,RH
872,2025-07-25,Google Ads,Nordeste,49603.03,80066,109,1.44,RH
873,2025-10-18,LinkedIn,Nordeste,45517.9,11525,239,3.86,TI
874,2025-05-01,SEO,Sul,11977.32,89367,48,0.69,Marketing
875,2022-06-15,Google Ads,Nordeste,39913.6,44466,399,137.11,Financeiro
876,2025-08-22,YouTube,Norte,21852.0,53857,448,5.9,Vendas
877,2024-05-05,TikTok,Norte,49524.3,40038,253,2.69,RH
878,2023-05-21,Instagram,Sul,33959.14,77490,219,3.67,Logística
879,2022-01-02,LinkedIn,Sul,30820.33,44902,455,14.52,Marketing
880,2024-02-20,Instagram,Nordeste,7417.16,14521,240,4.42,Marketing
881,2023-05-11,TikTok,Centro-Oeste,28342.38,27987,205,2.16,Logística
882,2025-05-06,Email,Sul,49290.81,45147,116,1.18,Marketing
883,2025-02-26,SEO,Centro-Oeste,460.41,98530,284,5.94,Financeiro
884,2025-09-18,SEO,Nordeste,18178.46,10763,398,5.1,TI
885,2022-03-06,Google Ads,Nordeste,25726.03,97774,111,6.98,TI
886,2024-08-15,LinkedIn,Sudeste,33143.11,89012,376,6.01,Vendas
887,2022-12-10,SEO,Sudeste,34176.53,87089,498,6.5,Vendas
888,2023-01-16,Instagram,Nordeste,36018.84,38366,423,5.05,Financeiro
889,2025-05-10,Facebook,Sudeste,13468.3,88494,109,1.67,TI
890,2022-09-11,Google Ads,Sul,39867.72,2360,297,5.88,RH
891,2022-02-16,TikTok,Nordeste,26017.92,98764,202,7.69,Financeiro
892,2024-07-05,LinkedIn,Sudeste,15546.14,68383,473,7.94,RH
893,2023-07-27,Facebook,Sudeste,18217.06,57458,480,45.54,Contabilidade
894,2022-02-17,LinkedIn,Sudeste,40822.92,13678,343,4.97,Marketing
895,2025-12-19,SEO,Sul,45773.05,15082,394,116.91,Marketing
896,2023-05-21,Email,Sudeste,17568.47,58059,251,2.64,Contabilidade
897,2024-10-08,LinkedIn,Nordeste,15077.34,71721,468,6.4,Contabilidade
898,2025-12-28,SEO,Nordeste,27500.21,66689,29,0.31,TI
899,2024-06-13,SEO,Norte,32993.13,73499,199,6.15,Financeiro
900,2023-09-13,TikTok,Sudeste,27161.78,12871,457,4.65,RH
901,2024-10-26,LinkedIn,Sudeste,46125.92,36840,276,6.7,Contabilidade
902,2025-05-26,YouTube,Sul,13274.75,42800,22,0.61,RH
903,2023-10-25,Google Ads,Nordeste,2124.78,32423,80,9.55,RH
904,2025-04-26,YouTube,Centro-Oeste,43042.63,52548,330,11.75,Marketing
905,2023-04-21,SEO,Centro-Oeste,46523.91,70257,152,2.25,RH
906,2023-01-18,Facebook,Centro-Oeste,16565.83,51970,57,9.09,Contabilidade
907,2022-05-11,Google Ads,Sul,11833.21,72552,231,27.6,Vendas
908,2024-05-09,Email,Sudeste,16572.86,56989,158,142.34,Marketing
909,2023-03-11,TikTok,Sudeste,29411.53,35020,30,0.41,Marketing
910,2025-04-08,Facebook,Norte,23031.84,56840,376,26.33,Vendas
911,2023-11-24,Google Ads,Nordeste,8953.22,96292,415,4.36,Contabilidade
912,2023-10-04,SEO,Sul,34060.92,54578,357,4.28,Logística
913,2025-07-31,Google Ads,Norte,46317.09,40675,35,1.66,Marketing
914,2023-03-17,LinkedIn,Centro-Oeste,26104.58,18173,113,1.25,Financeiro
915,2024-04-01,Google Ads,Norte,35760.97,30284,338,3.95,Marketing
916,2022-02-23,Instagram,Sul,15851.11,45398,0,0.0,Vendas
917,2022-08-05,Google Ads,Norte,39511.94,25164,5,0.1,Contabilidade
918,2022-07-13,Facebook,Centro-Oeste,17755.66,74260,238,23.87,Financeiro
919,2022-07-05,Email,Sul,37408.91,75475,334,3.49,TI
920,2025-07-04,SEO,Norte,9565.67,47693,205,3.66,TI
921,2025-04-29,LinkedIn,Sul,28821.78,54973,343,3.89,Financeiro
922,2025-09-14,TikTok,Norte,4166.05,64311,221,97.36,RH
923,2025-06-03,Instagram,Sul,672.26,27739,159,5.74,Contabilidade
924,2025-02-17,SEO,Norte,41795.32,65277,490,27.83,RH
925,2025-04-25,LinkedIn,Nordeste,21185.97,19415,78,5.93,Contabilidade
926,2023-12-24,Instagram,Nordeste,9816.19,6516,295,3.17,Contabilidade
927,2023-06-28,Google Ads,Norte,47106.42,28944,395,4.98,Contabilidade
928,2024-08-22,TikTok,Centro-Oeste,33843.5,69439,479,5.2,Marketing
929,2024-07-08,Email,Sul,19329.31,1905,366,5.66,Financeiro
930,2023-01-07,YouTube,Nordeste,5400.22,95478,353,55.42,Logística
931,2024-03-06,SEO,Norte,11554.68,57272,30,0.56,Financeiro
932,2022-08-14,Facebook,Sul,33721.33,57573,86,9.7,Contabilidade
933,2022-06-17,Facebook,Nordeste,32196.68,88578,277,7.16,Contabilidade
934,2025-05-31,LinkedIn,Nordeste,34009.41,8770,432,14.01,Marketing
935,2024-11-06,TikTok,Sul,17923.14,95456,447,19.25,TI
936,2023-03-29,Facebook,Centro-Oeste,21516.63,87867,77,1.35,RH
937,2025-11-09,Facebook,Norte,21580.69,77372,336,5.22,Logística
938,2024-04-08,Google Ads,Centro-Oeste,5476.1,48095,390,64.46,Marketing
939,2022-10-16,Google Ads,Nordeste,8247.54,56337,33,16.84,RH
940,2023-07-16,Facebook,Sul,6210.21,2747,402,9.47,Marketing
941,2024-04-13,Google Ads,Sul,37382.85,92942,413,30.96,Logística
942,2022-07-29,Email,Norte,30598.12,73326,464,11.69,Marketing
943,2023-06-24,Email,Sul,21300.12,47189,166,28.23,Contabilidade
944,2025-10-24,SEO,Sul,20256.61,5552,302,4.39,Contabilidade
945,2024-07-24,Email,Centro-Oeste,6671.98,53215,483,6.73,RH
946,2025-06-20,SEO,Sul,27919.34,86702,350,45.75,Financeiro
947,2023-07-16,Facebook,Centro-Oeste,12968.79,19753,311,85.67,Marketing
948,2025-08-25,TikTok,Sudeste,31052.87,24480,232,4.39,Contabilidade
949,2025-07-08,Email,Sudeste,9607.68,54246,389,5.99,RH
950,2023-12-09,LinkedIn,Norte,4370.21,13547,307,4.72,Contabilidade
951,2022-10-12,YouTube,Norte,48362.86,62526,253,5.15,Logística
952,2024-11-28,SEO,Sul,35638.77,2877,455,19.72,Contabilidade
953,2022-09-23,TikTok,Sudeste,48100.31,12115,198,9.51,Contabilidade
954,2025-01-11,YouTube,Sudeste,19572.46,2032,70,2.18,Marketing
955,2023-07-08,YouTube,Sul,29878.53,78921,65,0.95,Financeiro
956,2024-03-21,SEO,Sudeste,32558.3,21630,63,0.76,Logística
957,2023-08-28,Google Ads,Nordeste,24604.46,9245,350,5.77,Contabilidade
958,2022-09-28,LinkedIn,Norte,46744.36,94952,487,19.36,Marketing
959,2023-02-20,SEO,Nordeste,7483.16,45770,91,1.4,Contabilidade
960,2023-10-20,Email,Sul,1788.94,52180,266,23.67,Financeiro
961,2022-04-26,SEO,Nordeste,9069.66,2081,185,3.08,Logística
962,2023-02-12,Facebook,Nordeste,44864.99,95239,169,8.24,RH
963,2024-04-27,Google Ads,Centro-Oeste,13682.54,81297,470,12.15,Marketing
964,2022-11-03,Instagram,Norte,33227.69,1868,124,8.29,Vendas
965,2023-07-09,Email,Nordeste,46075.7,96097,296,15.7,Contabilidade
966,2025-12-01,Facebook,Centro-Oeste,40737.84,5059,465,5.21,Contabilidade
967,2023-06-28,LinkedIn,Sudeste,24325.33,64139,113,1.15,Contabilidade
968,2023-09-15,Google Ads,Nordeste,27245.18,13670,352,17.78,Financeiro
969,2023-04-13,Facebook,Nordeste,46534.95,65498,75,0.8,Contabilidade
970,2024-11-24,Facebook,Sul,34104.64,15293,381,107.93,TI
971,2024-02-24,Instagram,Centro-Oeste,40220.52,22315,290,4.27,Marketing
972,2025-06-16,YouTube,Nordeste,49669.64,90034,265,4.78,Marketing
973,2023-08-02,SEO,Nordeste,25246.35,55658,231,6.43,Contabilidade
974,2024-12-06,Instagram,Nordeste,35143.35,99171,257,3.14,Contabilidade
975,2023-09-29,Email,Nordeste,31360.67,17811,161,3.0,Vendas
976,2024-08-12,Instagram,Sul,16414.09,4308,34,0.62,TI
977,2023-11-20,SEO,Nordeste,49246.75,73616,128,1.46,Vendas
978,2022-11-22,Google Ads,Centro-Oeste,25588.14,58852,241,3.65,Financeiro
979,2024-02-15,Google Ads,Sul,21813.89,17843,468,5.23,RH
980,2023-10-20,TikTok,Norte,48496.46,95759,153,6.89,TI
981,2023-03-02,Facebook,Nordeste,31325.86,94950,160,2.47,RH
982,2022-07-30,SEO,Nordeste,18059.4,52921,97,4.4,TI
983,2024-09-11,Email,Norte,32867.68,34675,17,0.39,Vendas
984,2022-09-07,Google Ads,Sudeste,289.25,11698,419,9.02,Marketing
985,2025-05-08,YouTube,Centro-Oeste,17838.05,47206,302,3.94,Marketing
986,2023-03-14,Facebook,Sul,13633.92,81259,104,1.31,TI
987,2024-01-13,LinkedIn,Nordeste,40557.63,32855,349,7.53,Contabilidade
988,2022-12-04,YouTube,Sul,29073.36,62263,230,40.64,TI
989,2023-02-26,Email,Nordeste,1355.01,39599,23,0.46,RH
990,2025-12-28,SEO,Sul,30022.55,94970,186,2.71,Logística
991,2024-12-08,Facebook,Sudeste,3534.08,68074,271,4.04,TI
992,2022-09-25,Facebook,Centro-Oeste,47406.7,76063,476,4.87,Vendas
993,2023-03-22,TikTok,Sudeste,25007.14,29782,130,1.52,Vendas
994,2025-04-09,Google Ads,Nordeste,24603.11,29100,147,7.26,Vendas
995,2025-05-18,SEO,Centro-Oeste,8452.22,73974,117,15.18,Financeiro
996,2023-02-28,Facebook,Centro-Oeste,787.63,96923,230,2.64,Vendas
997,2024-08-06,Email,Sudeste,39898.03,62813,284,3.45,Marketing
998,2023-03-29,YouTube,Sudeste,418.25,54887,9,0.15,Financeiro
999,2024-07-09,YouTube,Nordeste,724.83,22240,344,3.78,Contabilidade
1000,2023-01-06,Instagram,Norte,7817.29,77156,443,12.37,Contabilidade
1001,2025-01-05,Instagram,Sudeste,42834.28,73823,212,4.83,Contabilidade
1002,2023-06-20,LinkedIn,Sul,22074.16,27999,218,6.53,Contabilidade
1003,2024-01-08,YouTube,Sul,653.56,22771,153,21.83,Financeiro
1004,2024-03-24,Google Ads,Centro-Oeste,20104.25,72182,494,8.41,Vendas
1005,2023-06-01,Email,Nordeste,4815.59,45571,103,1.19,Contabilidade
1006,2025-02-25,Facebook,Norte,36377.51,69269,296,5.73,Contabilidade
1007,2022-07-20,Instagram,Centro-Oeste,39937.04,24765,179,8.78,TI
1008,2023-04-27,TikTok,Sul,43658.62,90418,383,24.76,Financeiro
1009,2023-09-21,LinkedIn,Sudeste,37881.39,34085,9,0.1,TI
1010,2023-11-24,SEO,Centro-Oeste,4249.86,97745,210,2.29,Contabilidade
1011,2025-03-18,Email,Nordeste,31308.65,10601,190,4.59,Financeiro
1012,2022-08-02,LinkedIn,Sudeste,28733.03,26352,101,1.54,Marketing
1013,2024-09-28,YouTube,Sudeste,28852.41,57055,90,1.04,Financeiro
1014,2025-03-09,LinkedIn,Centro-Oeste,23864.42,74269,187,2.65,TI
1015,2023-09-25,Facebook,Sudeste,10510.07,34664,397,4.03,TI
1016,2025-02-11,Google Ads,Sul,29282.73,86505,112,1.24,Contabilidade
1017,2024-10-03,Instagram,Nordeste,14959.23,27277,221,70.83,Logística
1018,2024-04-11,Facebook,Centro-Oeste,40589.42,4613,434,67.5,TI
1019,2025-06-02,Facebook,Centro-Oeste,3842.29,41363,114,1.31,TI
1020,2023-02-12,YouTube,Centro-Oeste,15460.1,66456,93,3.5,Contabilidade
1021,2025-05-21,Google Ads,Norte,3821.83,1332,299,3.44,Financeiro
1022,2024-02-27,Email,Sudeste,4952.72,93279,478,118.61,Marketing
1023,2025-09-10,Facebook,Centro-Oeste,41978.36,64072,409,10.84,RH
1024,2024-02-21,TikTok,Sul,33107.88,76011,13,0.21,Financeiro
1025,2024-07-14,Instagram,Norte,33348.71,77550,198,3.02,TI
1026,2023-02-01,TikTok,Nordeste,2348.22,57668,92,1.8,Vendas
1027,2024-01-16,YouTube,Sul,33763.88,75174,29,0.4,Vendas
1028,2024-01-14,TikTok,Norte,44800.68,88106,466,7.68,Marketing
1029,2025-06-19,LinkedIn,Nordeste,45758.77,65080,227,2.93,TI
1030,2023-11-19,Email,Sul,6015.39,13566,348,4.49,Logística
1031,2023-01-10,YouTube,Norte,25006.96,77839,320,4.54,RH
1032,2025-02-04,YouTube,Norte,17082.55,5578,260,3.0,Marketing
1033,2023-02-15,SEO,Sul,33710.16,50611,242,3.05,Contabilidade
1034,2025-04-25,Email,Nordeste,41514.67,92338,471,14.33,Contabilidade
1035,2024-10-13,Google Ads,Nordeste,20595.03,51158,139,4.1,Vendas
1036,2024-10-06,YouTube,Centro-Oeste,24551.11,78925,429,6.55,Contabilidade
1037,2023-11-17,TikTok,Sudeste,43606.69,51464,135,3.1,Contabilidade
1038,2024-06-25,Facebook,Centro-Oeste,29210.04,47344,135,3.37,Marketing
1039,2023-06-02,SEO,Norte,42698.07,94965,464,20.85,Marketing
1040,2023-05-10,TikTok,Sudeste,1273.54,23236,186,1.87,Logística
1041,2023-07-13,YouTube,Centro-Oeste,377.45,30752,371,8.55,Marketing
1042,2024-06-22,SEO,Centro-Oeste,43888.71,73609,121,19.12,Contabilidade
1043,2022-01-15,SEO,Nordeste,48395.09,70742,268,7.37,Vendas
1044,2024-04-05,LinkedIn,Nordeste,36496.92,95583,190,9.13,Vendas
1045,2023-09-13,Google Ads,Centro-Oeste,20413.38,4824,194,2.46,Vendas
1046,2023-07-17,Facebook,Centro-Oeste,22984.04,1171,28,0.44,Vendas
1047,2023-06-12,Google Ads,Centro-Oeste,8916.23,14547,361,42.42,Contabilidade
1048,2024-04-14,SEO,Sul,36930.92,31206,72,0.82,Financeiro
1049,2023-02-26,LinkedIn,Centro-Oeste,31618.82,52716,221,2.85,Marketing
1050,2025-11-17,YouTube,Sudeste,32421.17,98722,136,19.13,Vendas
1051,2022-10-07,TikTok,Nordeste,10998.68,75760,438,5.56,Marketing
1052,2022-10-28,Google Ads,Sul,5661.82,38182,304,24.46,TI
1053,2023-01-02,TikTok,Sudeste,43868.58,6887,10,0.12,Contabilidade
1054,2025-05-06,SEO,Norte,26712.66,52346,349,6.98,RH
1055,2024-08-03,TikTok,Sul,13192.3,84079,451,5.79,Vendas
1056,2022-02-14,YouTube,Norte,25966.64,35548,120,2.84,Vendas
1057,2025-09-04,SEO,Centro-Oeste,44483.38,93512,228,2.9,RH
1058,2023-12-01,Google Ads,Centro-Oeste,29543.1,88645,437,14.07,Financeiro
1059,2024-08-15,Google Ads,Sudeste,1682.05,70187,389,4.98,Marketing
1060,2022-05-04,TikTok,Norte,21692.39,84428,240,2.67,Logística
1061,2022-11-24,Instagram,Nordeste,47122.41,95211,482,7.26,TI
1062,2022-08-13,Instagram,Nordeste,43148.5,65485,291,3.8,Marketing
1063,2025-04-19,Email,Norte,18259.38,92735,330,9.45,Vendas
1064,2024-10-22,TikTok,Norte,24961.65,44839,478,5.71,Contabilidade
1065,2025-03-31,Facebook,Norte,48962.64,83309,250,3.72,Contabilidade
1066,2022-03-03,YouTube,Centro-Oeste,32094.88,6351,60,0.73,TI
1067,2023-02-24,Email,Sudeste,48284.33,70587,270,5.99,RH
1068,2022-01-22,LinkedIn,Centro-Oeste,48452.36,68835,412,7.04,Financeiro
1069,2023-11-04,Email,Norte,10732.03,39149,476,10.83,RH
1070,2024-11-18,Google Ads,Sul,6551.88,2296,94,2.94,TI
1071,2024-11-02,LinkedIn,Sudeste,43356.88,34597,283,6.86,Logística
1072,2024-10-05,SEO,Sul,47416.33,66873,219,4.89,Marketing
1073,2022-03-27,SEO,Sul,49692.98,29260,455,92.48,Vendas
1074,2025-07-05,Google Ads,Sudeste,49792.82,83094,497,8.03,Financeiro
1075,2023-12-02,Instagram,Sudeste,353.44,82174,365,37.02,TI
1076,2023-02-28,Google Ads,Nordeste,37186.54,80567,81,0.82,Logística
1077,2023-02-06,LinkedIn,Norte,31160.29,79695,195,6.95,Vendas
1078,2024-03-29,SEO,Centro-Oeste,17975.0,1421,493,11.99,TI
1079,2025-04-29,Facebook,Centro-Oeste,22064.33,37068,329,30.32,Contabilidade
1080,2023-03-03,Instagram,Norte,9082.03,16397,237,9.51,Contabilidade
1081,2024-01-02,LinkedIn,Norte,48736.73,74194,311,5.71,TI
1082,2023-02-15,Facebook,Sul,1197.38,19354,65,8.81,Contabilidade
1083,2024-02-27,Instagram,Norte,49835.85,40446,437,4.99,Contabilidade
1084,2022-03-08,LinkedIn,Norte,6309.85,46428,354,7.12,RH
1085,2023-03-22,SEO,Sudeste,14465.46,64624,229,2.31,Financeiro
1086,2024-12-12,Instagram,Centro-Oeste,44260.32,94938,300,5.46,Logística
1087,2024-12-13,Facebook,Centro-Oeste,34027.46,12094,121,1.36,Vendas
1088,2025-10-21,LinkedIn,Sul,24352.37,19098,440,6.07,Marketing
1089,2023-12-29,Facebook,Sul,42612.4,45996,300,9.6,Contabilidade
1090,2024-08-14,YouTube,Sul,18180.59,69937,331,23.68,Marketing
1091,2022-03-26,LinkedIn,Norte,45272.66,68279,302,14.18,RH
1092,2025-06-24,SEO,Centro-Oeste,21218.77,35314,372,4.47,Financeiro
1093,2023-11-25,Google Ads,Centro-Oeste,19445.26,68174,345,3.76,Marketing
1094,2025-12-31,SEO,Norte,29301.66,67901,58,0.61,Vendas
1095,2024-04-13,Email,Norte,32754.91,32106,147,2.65,TI
1096,2024-04-25,SEO,Centro-Oeste,22236.62,47176,435,4.37,Logística
1097,2023-03-07,SEO,Centro-Oeste,40016.18,67624,478,5.64,TI
1098,2025-12-28,Instagram,Nordeste,42954.26,59541,259,3.55,Contabilidade
1099,2024-07-14,TikTok,Sudeste,16553.8,36587,228,3.68,RH
1100,2023-08-05,Facebook,Nordeste,43706.6,29419,189,2.22,Financeiro
1101,2025-04-16,LinkedIn,Sudeste,7504.4,79136,147,1.88,RH
1102,2022-05-08,Email,Centro-Oeste,2023.02,48734,252,2.54,Marketing
1103,2025-03-11,YouTube,Sudeste,27416.22,35753,158,8.64,Financeiro
1104,2025-10-20,SEO,Sudeste,21375.94,87375,101,1.25,TI
1105,2025-04-15,LinkedIn,Centro-Oeste,7786.5,4915,186,6.49,Contabilidade
1106,2023-06-24,Google Ads,Sudeste,22575.12,40469,228,10.7,Contabilidade
1107,2022-11-10,TikTok,Nordeste,7827.75,90068,397,4.96,Financeiro
1108,2022-05-09,Email,Centro-Oeste,18086.3,15834,412,12.09,Marketing
1109,2025-07-28,Google Ads,Norte,5250.63,45431,464,9.8,Marketing
1110,2023-08-17,SEO,Centro-Oeste,16885.86,82590,123,2.19,Contabilidade
1111,2023-01-19,Facebook,Sudeste,18240.17,74170,222,6.14,Vendas
1112,2025-09-09,TikTok,Sudeste,18713.29,55363,496,5.88,TI
1113,2025-06-08,SEO,Norte,28068.49,40521,400,4.16,TI
1114,2022-04-15,Email,Nordeste,1595.47,11414,213,2.71,TI
1115,2025-10-25,TikTok,Sul,18590.78,43081,168,6.22,TI
1116,2024-07-24,LinkedIn,Nordeste,31324.79,52245,296,3.21,Financeiro
1117,2025-06-15,LinkedIn,Norte,44369.63,88586,398,5.7,TI
1118,2024-11-26,SEO,Norte,26223.26,12533,489,75.58,Marketing
1119,2025-02-04,LinkedIn,Sul,18653.1,11260,390,24.06,TI
1120,2022-12-21,Google Ads,Nordeste,18534.26,54201,104,2.18,TI
1121,2023-01-24,LinkedIn,Nordeste,1745.62,75798,362,5.03,Vendas
1122,2023-01-14,Google Ads,Nordeste,25038.73,72217,21,0.23,Logística
