id,data,ticker,empresa,abertura,maxima,minima,fechamento,volume,variacao_percentual
1132,2024-03-25,ABEV3,Ambev,114.57,113.48,114.21,119.56,17780219,4.36
1133,2022-07-04,ABEV3,Ambev,102.92,102.91,102.61,99.59,32910906,-3.24
1134,2023-06-01,BBDC4,Bradesco,78.0,79.34,77.79,81.15,27460115,4.04
1135,2023-03-28,BBAS3,Banco do Brasil,15.54,15.47,15.34,13.46,12367930,-13.38
1136,2023-03-21,SUZB3,Suzano,137.0,136.11,137.91,133.3,8267808,-2.7
1137,2024-01-04,MGLU3,Magazine Luiza,34.3,34.3,35.16,36.98,20429837,7.81
1138,2025-06-08,ABEV3,Ambev,91.02,91.14,89.32,89.95,17759883,-1.18
1139,2025-08-10,SUZB3,Suzano,172.74,173.43,175.58,169.1,638458,-2.11
1140,2024-02-20,WEGE3,WEG,156.44,155.6,154.21,152.12,26456736,-2.76
1141,2022-01-30,WEGE3,WEG,102.1,103.54,103.95,105.24,47779609,3.08
1142,2022-01-10,VALE3,Vale,14.87,14.71,14.87,11.72,46160103,-21.18
1143,2025-04-02,SUZB3,Suzano,17.76,18.04,18.02,12.97,794505,-26.97
1144,2023-01-21,WEGE3,WEG,65.06,64.62,66.2,62.0,47003054,-4.7
1145,2023-10-26,VALE3,Vale,25.92,25.72,26.63,24.32,20852230,-6.17
1146,2024-12-04,MGLU3,Magazine Luiza,94.75,94.51,93.9,92.59,46308507,-2.28
1147,2022-04-08,PETR4,Petrobras,163.96,161.45,166.81,168.56,36966391,2.81
1148,2025-10-03,PETR4,Petrobras,74.01,73.33,73.89,71.56,20343093,-3.31
1149,2022-06-07,BBDC4,Bradesco,90.23,91.93,88.96,95.18,34287834,5.49
1150,2025-09-10,MGLU3,Magazine Luiza,85.31,86.41,85.88,82.55,43199737,-3.24
1151,2023-12-07,ABEV3,Ambev,169.9,168.11,166.73,169.74,1913786,-0.09
1152,2023-09-18,VALE3,Vale,195.96,193.34,196.63,192.22,1249232,-1.91
1153,2022-09-13,ITUB4,Itaú,41.92,42.61,43.1,40.48,5539211,-3.44
1154,2024-02-11,MGLU3,Magazine Luiza,40.2,39.53,40.66,37.12,22913102,-7.66
1155,2024-10-17,ITUB4,Itaú,182.67,180.65,179.28,182.99,35805491,0.18
1156,2025-01-18,ITUB4,Itaú,28.82,29.2,28.86,32.63,16151539,13.22
1157,2025-09-29,PETR4,Petrobras,166.98,169.11,162.71,162.25,43160866,-2.83
1158,2024-04-08,RENT3,Localiza,67.14,68.42,65.29,68.13,5571727,1.47
1159,2022-01-29,WEGE3,WEG,16.51,16.55,16.62,12.81,6102031,-22.41
1160,2022-01-31,WEGE3,WEG,103.28,102.68,101.65,98.52,1553969,-4.61
1161,2024-09-13,WEGE3,WEG,88.77,87.59,89.62,90.57,26628688,2.03
1162,2025-10-01,ITUB4,Itaú,159.42,157.0,163.15,154.49,14225292,-3.09
1163,2025-01-10,ABEV3,Ambev,175.27,174.6,172.59,179.58,1417996,2.46
1164,2024-10-23,ABEV3,Ambev,160.07,157.51,159.5,164.83,43981570,2.97
1165,2025-02-08,BBAS3,Banco do Brasil,52.11,52.76,53.26,56.95,589317,9.29
1166,2022-02-03,SUZB3,Suzano,23.93,24.1,24.6,21.16,8640085,-11.58
1167,2025-10-23,RENT3,Localiza,82.96,83.44,84.4,78.56,35439729,-5.3
1168,2024-09-11,PETR4,Petrobras,61.0,60.04,59.89,60.59,10585039,-0.67
1169,2023-09-09,VALE3,Vale,37.33,37.77,37.03,41.03,17533326,9.91
1170,2023-02-10,RENT3,Localiza,43.51,43.06,44.39,42.57,39264828,-2.16
1171,2023-10-11,BBDC4,Bradesco,171.89,172.86,173.1,168.5,17194011,-1.97
1172,2023-11-14,SUZB3,Suzano,106.0,103.9,103.95,101.55,10711209,-4.2
1173,2022-12-09,SUZB3,Suzano,179.56,182.73,183.26,176.27,33086693,-1.83
1174,2022-03-17,ITUB4,Itaú,170.7,173.07,172.15,166.14,32794462,-2.67
1175,2024-08-01,RENT3,Localiza,13.76,13.61,13.37,17.57,22259757,27.69
1176,2022-02-22,MGLU3,Magazine Luiza,92.9,92.82,90.4,90.46,8958516,-2.63
1177,2025-01-26,VALE3,Vale,96.46,95.98,94.63,98.84,47671431,2.47
1178,2025-10-03,SUZB3,Suzano,36.79,37.41,37.14,35.33,3200849,-3.97
1179,2022-12-04,RENT3,Localiza,17.8,17.62,17.67,19.23,49811816,8.03
1180,2024-07-03,VALE3,Vale,176.13,176.41,177.13,178.81,5807569,1.52
1181,2023-01-18,VALE3,Vale,153.69,152.76,155.4,152.41,40633597,-0.83
1182,2025-04-18,ABEV3,Ambev,23.49,23.89,22.96,28.38,41563830,20.82
1183,2023-12-21,SUZB3,Suzano,27.44,27.41,27.19,27.01,11254997,-1.57
1184,2025-07-31,ABEV3,Ambev,111.56,113.01,113.01,108.76,48975156,-2.51
1185,2023-11-11,RENT3,Localiza,67.39,67.1,66.44,69.09,21830684,2.52
1186,2023-01-04,WEGE3,WEG,36.59,36.82,35.77,36.68,9432079,0.25
1187,2024-02-11,ABEV3,Ambev,29.31,29.08,28.91,32.67,31880206,11.46
1188,2025-07-17,BBDC4,Bradesco,182.78,186.13,182.33,178.13,44157341,-2.54
1189,2022-08-12,BBDC4,Bradesco,129.68,128.25,127.35,130.06,274955,0.29
1190,2024-04-17,ITUB4,Itaú,96.37,94.57,94.66,99.43,12101673,3.18
1191,2024-01-09,WEGE3,WEG,40.78,40.04,41.51,38.99,13063902,-4.39
1192,2024-03-11,VALE3,Vale,81.55,83.13,82.92,77.95,13045015,-4.41
1193,2025-03-05,BBAS3,Banco do Brasil,41.65,42.25,41.41,44.76,604974,7.47
1194,2025-01-20,BBDC4,Bradesco,66.74,66.98,68.27,63.62,7472077,-4.67
1195,2024-10-27,SUZB3,Suzano,94.14,93.31,95.39,91.02,24996874,-3.31
1196,2025-03-31,VALE3,Vale,159.76,161.95,156.29,161.37,23866351,1.01
1197,2024-05-07,RENT3,Localiza,171.19,170.65,167.13,169.67,7161333,-0.89
1198,2022-12-29,ABEV3,Ambev,99.69,98.63,99.39,99.21,46633579,-0.48
1199,2023-08-30,WEGE3,WEG,66.93,68.1,64.93,70.57,24518047,5.44
1200,2025-02-16,ITUB4,Itaú,196.95,197.55,194.63,199.35,26148253,1.22
1201,2022-11-16,ITUB4,Itaú,46.96,47.1,46.59,45.47,16221659,-3.17
1202,2025-09-07,PETR4,Petrobras,123.39,123.89,125.81,126.7,11673494,2.68
1203,2023-11-21,BBDC4,Bradesco,23.63,23.17,24.09,19.74,37693555,-16.46
1204,2024-04-10,ITUB4,Itaú,157.59,155.51,153.53,157.93,13886947,0.22
1205,2025-10-09,MGLU3,Magazine Luiza,175.57,172.11,177.94,171.46,35404515,-2.34
1206,2024-04-04,ITUB4,Itaú,89.54,91.25,90.34,88.76,13479498,-0.87
1207,2025-11-13,RENT3,Localiza,147.75,149.48,146.48,147.45,49874286,-0.2
1208,2022-04-20,MGLU3,Magazine Luiza,127.77,128.35,124.22,125.16,25763526,-2.04
1209,2024-05-28,MGLU3,Magazine Luiza,149.16,146.7,148.46,149.74,15334617,0.39
1210,2022-04-06,WEGE3,WEG,135.71,134.33,139.31,133.66,26822929,-1.51
1211,2025-05-11,SUZB3,Suzano,43.61,43.28,43.26,43.89,41797031,0.64
1212,2023-12-27,PETR4,Petrobras,160.28,161.78,160.32,162.52,25229428,1.4
1213,2025-04-15,PETR4,Petrobras,199.89,200.16,194.42,203.35,40369064,1.73
1214,2024-09-20,ABEV3,Ambev,114.97,113.31,117.95,117.63,7640087,2.31
1215,2023-04-12,ITUB4,Itaú,147.58,147.54,144.31,143.62,2215462,-2.68
1216,2024-11-03,MGLU3,Magazine Luiza,30.14,30.01,29.93,31.25,16573020,3.68
1217,2023-09-04,WEGE3,WEG,190.55,194.32,194.23,189.69,25983526,-0.45
1218,2024-03-21,WEGE3,WEG,178.55,181.67,182.69,176.13,5423249,-1.36
1219,2024-11-04,RENT3,Localiza,148.65,148.83,152.68,152.62,13680923,2.67
1220,2025-12-13,RENT3,Localiza,137.54,136.15,140.02,140.05,8286061,1.82
1221,2022-03-07,VALE3,Vale,48.25,47.81,47.58,47.42,40603859,-1.72
1222,2024-01-29,BBAS3,Banco do Brasil,165.54,165.87,170.49,166.05,2174051,0.31
1223,2023-03-02,BBDC4,Bradesco,128.16,126.96,125.62,129.93,6496352,1.38
1224,2022-03-20,WEGE3,WEG,128.42,127.81,128.34,125.93,7419697,-1.94
1225,2025-11-21,MGLU3,Magazine Luiza,55.65,55.32,56.42,56.29,27943321,1.15
1226,2023-01-16,RENT3,Localiza,19.53,19.49,19.49,17.63,17330390,-9.73
1227,2025-12-20,VALE3,Vale,120.1,117.95,119.52,119.93,23086308,-0.14
1228,2024-08-31,BBAS3,Banco do Brasil,49.96,50.1,51.02,53.18,40092871,6.45
1229,2023-12-05,BBAS3,Banco do Brasil,153.55,152.84,151.48,154.43,29781146,0.57
1230,2022-02-24,WEGE3,WEG,160.97,161.12,156.64,165.75,7214684,2.97
1231,2024-07-15,WEGE3,WEG,51.06,50.73,50.23,54.43,8183901,6.6
1232,2023-12-31,BBDC4,Bradesco,122.65,120.61,119.82,122.43,33678100,-0.18
1233,2025-08-27,ABEV3,Ambev,44.9,44.88,44.99,43.38,43008735,-3.39
1234,2025-06-08,PETR4,Petrobras,22.36,22.52,22.32,26.31,4027349,17.67
1235,2024-07-21,BBDC4,Bradesco,149.58,148.42,148.04,145.41,31384660,-2.79
1236,2023-09-17,WEGE3,WEG,36.03,36.27,36.55,31.52,22199206,-12.52
1237,2024-06-10,MGLU3,Magazine Luiza,191.85,188.58,188.11,193.74,21916321,0.99
1238,2023-09-04,PETR4,Petrobras,111.0,109.07,110.57,108.99,45197642,-1.81
1239,2024-08-12,MGLU3,Magazine Luiza,39.99,40.76,39.88,40.51,5877564,1.3
1240,2023-12-04,ABEV3,Ambev,63.77,63.56,62.76,66.9,18826063,4.91
1241,2023-04-16,RENT3,Localiza,44.29,44.66,43.68,43.87,22304166,-0.95
1242,2022-05-20,BBDC4,Bradesco,48.33,48.5,49.22,50.77,19862244,5.05
1243,2022-06-22,ABEV3,Ambev,62.45,62.8,64.27,62.08,20634044,-0.59
1244,2024-03-07,PETR4,Petrobras,181.53,183.47,182.69,185.05,47936651,1.94
1245,2023-04-05,WEGE3,WEG,122.99,124.68,122.27,121.3,41973375,-1.37
1246,2022-05-09,SUZB3,Suzano,45.6,45.61,45.98,41.34,3449400,-9.34
1247,2024-02-01,ITUB4,Itaú,31.64,31.76,31.69,30.24,25009044,-4.42
1248,2023-12-15,ITUB4,Itaú,188.18,186.98,190.72,186.71,40534820,-0.78
1249,2023-09-17,RENT3,Localiza,94.37,95.68,93.04,89.37,44385796,-5.3
1250,2025-06-28,BBAS3,Banco do Brasil,101.3,99.52,103.4,97.71,2136850,-3.54
1251,2022-11-01,MGLU3,Magazine Luiza,68.96,68.94,70.65,71.74,28360956,4.03
1252,2025-11-24,PETR4,Petrobras,133.13,133.33,136.47,128.54,42888317,-3.45
1253,2022-11-16,MGLU3,Magazine Luiza,104.86,103.27,107.72,103.72,10496378,-1.09
1254,2024-02-10,ITUB4,Itaú,193.83,190.74,192.79,197.82,8396352,2.06
1255,2024-12-12,BBAS3,Banco do Brasil,95.52,96.1,96.22,92.8,10232761,-2.85
1256,2024-08-27,BBDC4,Bradesco,66.58,66.84,67.46,70.04,24507577,5.2
1257,2024-11-02,VALE3,Vale,71.9,72.08,72.53,75.6,11166725,5.15
1258,2025-01-26,WEGE3,WEG,199.39,197.54,194.13,198.38,39432113,-0.51
1259,2024-01-04,VALE3,Vale,194.47,194.29,192.11,196.32,2280117,0.95
1260,2022-11-04,RENT3,Localiza,130.91,133.09,132.36,131.54,1655688,0.48
1261,2022-11-07,PETR4,Petrobras,177.93,180.85,176.05,181.49,2088114,2.0
1262,2025-03-31,MGLU3,Magazine Luiza,151.93,151.39,153.72,154.59,27078862,1.75
1263,2024-01-21,ABEV3,Ambev,119.97,118.75,122.32,124.3,38098570,3.61
1264,2023-06-09,WEGE3,WEG,192.76,193.07,196.16,197.15,1264148,2.28
1265,2024-09-15,MGLU3,Magazine Luiza,135.49,133.87,136.22,130.89,20913130,-3.4
1266,2023-04-10,BBDC4,Bradesco,174.86,176.9,172.42,171.27,8993970,-2.05
1267,2025-02-01,SUZB3,Suzano,191.51,192.82,194.38,196.4,17900003,2.55
1268,2022-12-28,ITUB4,Itaú,73.57,72.2,73.68,77.87,13591008,5.84
1269,2024-10-12,ABEV3,Ambev,186.18,188.89,182.13,190.07,22909808,2.09
1270,2024-01-07,VALE3,Vale,39.66,39.02,39.17,37.42,19653530,-5.65
1271,2024-01-19,SUZB3,Suzano,83.21,81.77,80.9,79.4,15820174,-4.58
1272,2022-03-02,SUZB3,Suzano,169.95,166.88,164.92,170.94,38567175,0.58
1273,2025-04-19,RENT3,Localiza,93.46,94.77,92.99,95.05,36300173,1.7
1274,2024-03-24,BBAS3,Banco do Brasil,180.78,178.24,183.79,180.79,14992609,0.01
1275,2023-07-09,ITUB4,Itaú,67.06,66.44,67.65,70.15,16949552,4.61
1276,2022-09-05,RENT3,Localiza,91.81,93.34,89.31,95.61,43220635,4.14
1277,2023-01-06,WEGE3,WEG,83.23,81.76,83.75,85.42,44320716,2.63
1278,2025-01-26,VALE3,Vale,172.52,171.43,174.06,171.43,893681,-0.63
1279,2023-11-16,ABEV3,Ambev,26.66,26.97,26.67,24.76,11342032,-7.13
1280,2025-02-21,VALE3,Vale,67.81,67.65,67.25,67.95,3256851,0.21
1281,2023-10-28,PETR4,Petrobras,92.9,91.14,95.4,89.76,18101228,-3.38
1282,2024-03-01,MGLU3,Magazine Luiza,90.94,89.93,89.43,95.37,23504330,4.87
1283,2025-06-19,PETR4,Petrobras,122.19,120.66,123.97,123.67,29057684,1.21
1284,2024-03-26,ITUB4,Itaú,46.0,46.26,44.74,45.94,16520000,-0.13
1285,2022-08-08,SUZB3,Suzano,18.55,18.52,18.15,19.5,40185455,5.12
1286,2024-06-01,BBDC4,Bradesco,20.95,20.83,21.17,18.82,12106951,-10.17
1287,2025-08-07,WEGE3,WEG,110.15,112.18,109.95,107.91,44219777,-2.03
1288,2023-01-31,VALE3,Vale,130.89,130.64,133.9,130.34,11138292,-0.42
1289,2024-07-18,PETR4,Petrobras,72.73,73.16,74.73,74.2,47361075,2.02
1290,2024-09-17,PETR4,Petrobras,63.07,63.81,63.59,64.27,3026472,1.9
1291,2023-02-17,BBAS3,Banco do Brasil,19.6,19.47,19.71,24.34,31290285,24.18
1292,2022-10-01,VALE3,Vale,147.14,147.35,145.0,145.28,3494847,-1.26
1293,2022-03-10,MGLU3,Magazine Luiza,48.59,48.48,48.75,47.38,43503694,-2.49
1294,2022-04-14,BBAS3,Banco do Brasil,41.39,40.7,41.35,44.06,36517566,6.45
1295,2025-03-24,WEGE3,WEG,58.0,59.15,57.62,55.83,12326060,-3.74
1296,2022-06-16,ITUB4,Itaú,126.52,127.88,125.86,125.94,40046626,-0.46
1297,2022-02-18,ITUB4,Itaú,52.18,52.62,53.02,51.23,5905424,-1.82
1298,2022-09-13,VALE3,Vale,153.45,156.23,157.13,152.41,1382210,-0.68
1299,2025-03-28,BBDC4,Bradesco,49.03,49.86,48.1,50.68,5152691,3.37
1300,2023-11-04,BBAS3,Banco do Brasil,120.34,121.58,121.52,118.64,28392721,-1.41
1301,2024-09-26,BBAS3,Banco do Brasil,137.35,135.78,140.18,137.51,48569271,0.12
1302,2022-04-03,VALE3,Vale,87.31,88.62,84.73,88.79,22900628,1.7
1303,2023-09-07,RENT3,Localiza,48.39,48.03,49.08,48.24,26419748,-0.31
1304,2022-02-27,MGLU3,Magazine Luiza,170.79,167.46,172.11,175.69,20424032,2.87
1305,2023-12-05,ITUB4,Itaú,161.33,159.87,163.47,161.21,9994369,-0.07
1306,2023-09-13,ABEV3,Ambev,74.7,76.12,72.53,78.8,19244306,5.49
1307,2022-04-02,BBDC4,Bradesco,71.0,71.61,68.95,68.46,45134604,-3.58
1308,2025-08-23,ITUB4,Itaú,166.19,164.34,167.34,166.9,5564424,0.43
1309,2022-01-25,WEGE3,WEG,196.52,196.65,193.39,195.09,3658027,-0.73
1310,2024-12-01,RENT3,Localiza,195.12,197.31,189.72,191.38,39915571,-1.92
1311,2022-09-23,SUZB3,Suzano,122.7,121.68,123.79,126.72,24604580,3.28
1312,2023-08-22,SUZB3,Suzano,51.07,50.3,52.23,50.48,42342140,-1.16
1313,2022-12-22,SUZB3,Suzano,133.59,134.23,131.39,134.05,47821764,0.34
1314,2025-12-09,ABEV3,Ambev,52.03,52.14,51.37,47.04,35358584,-9.59
1315,2025-03-26,RENT3,Localiza,173.15,174.93,169.68,174.73,14416077,0.91
1316,2023-08-09,SUZB3,Suzano,36.02,35.81,36.84,32.33,28945881,-10.24
1317,2024-01-27,MGLU3,Magazine Luiza,17.08,17.31,16.64,15.68,2200429,-8.2
1318,2025-09-05,ITUB4,Itaú,170.36,171.83,169.07,165.57,14085207,-2.81
1319,2022-12-30,VALE3,Vale,75.11,74.47,76.46,78.81,48395652,4.93
1320,2022-11-01,PETR4,Petrobras,114.98,117.13,117.41,116.13,28469308,1.0
1321,2024-07-22,BBDC4,Bradesco,10.72,10.52,10.56,11.35,40180879,5.88
1322,2023-07-27,SUZB3,Suzano,31.02,31.51,30.54,30.43,233678,-1.9
1323,2024-10-06,BBDC4,Bradesco,78.34,77.83,77.53,77.37,44281613,-1.24
1324,2025-05-17,SUZB3,Suzano,108.78,110.36,109.29,104.63,46430002,-3.82
1325,2024-08-18,ITUB4,Itaú,120.52,122.03,121.17,118.44,14841582,-1.73
1326,2025-01-16,PETR4,Petrobras,120.73,123.09,124.13,118.73,21189774,-1.66
1327,2023-05-07,BBAS3,Banco do Brasil,53.32,54.18,51.98,57.19,24594546,7.26
1328,2024-12-29,ITUB4,Itaú,61.82,61.21,62.39,66.41,25630304,7.42
1329,2022-05-13,VALE3,Vale,105.33,104.97,102.79,107.96,45452179,2.5
1330,2024-02-26,BBDC4,Bradesco,10.11,10.16,10.4,13.57,32927162,34.22
1331,2022-06-10,BBDC4,Bradesco,81.81,81.74,83.36,77.51,1772596,-5.26
1332,2024-06-11,ABEV3,Ambev,109.95,111.22,109.62,107.16,41515159,-2.54
1333,2024-01-22,BBDC4,Bradesco,21.61,21.71,21.21,23.45,31104252,8.51
1334,2025-09-22,VALE3,Vale,19.7,19.88,20.03,15.64,24775793,-20.61
1335,2024-10-23,WEGE3,WEG,86.46,87.46,84.08,89.8,32500711,3.86
1336,2025-02-26,ABEV3,Ambev,100.81,99.73,102.56,102.62,10049796,1.8
1337,2022-02-26,WEGE3,WEG,17.16,17.12,16.88,21.22,42236687,23.66
1338,2022-02-16,RENT3,Localiza,192.02,193.83,191.87,188.76,2424333,-1.7
1339,2024-11-18,SUZB3,Suzano,189.88,190.28,188.35,191.52,26563880,0.86
1340,2022-06-02,ITUB4,Itaú,51.47,51.86,50.36,51.52,25068238,0.1
1341,2022-03-30,ABEV3,Ambev,146.29,144.77,150.09,145.98,6955950,-0.21
1342,2025-08-14,VALE3,Vale,12.76,12.6,12.76,8.28,18954981,-35.11
1343,2022-04-24,WEGE3,WEG,173.48,175.08,172.09,170.41,47287936,-1.77
1344,2024-11-17,WEGE3,WEG,131.57,131.66,133.96,126.8,44895487,-3.63
1345,2023-06-02,ITUB4,Itaú,115.69,113.97,116.08,111.8,2153145,-3.36
1346,2023-04-25,ITUB4,Itaú,158.68,158.82,161.39,159.29,37478093,0.38
1347,2023-05-24,RENT3,Localiza,136.02,135.39,138.86,138.66,14992653,1.94
1348,2025-06-26,PETR4,Petrobras,87.77,88.1,86.45,89.28,46483788,1.72
1349,2022-07-02,SUZB3,Suzano,34.76,34.63,34.0,30.24,7165057,-13.0
1350,2025-09-30,BBDC4,Bradesco,70.12,70.71,68.55,72.86,6732623,3.91
1351,2025-09-30,RENT3,Localiza,188.15,185.84,188.7,189.41,35276047,0.67
1352,2023-02-17,MGLU3,Magazine Luiza,171.4,174.36,169.35,175.81,11978837,2.57
1353,2022-09-10,MGLU3,Magazine Luiza,91.67,91.04,91.65,96.33,42630916,5.08
1354,2024-05-29,ITUB4,Itaú,195.94,197.12,199.34,193.3,2103024,-1.35
1355,2023-05-09,ABEV3,Ambev,169.34,171.07,165.41,170.65,28391894,0.77
1356,2025-08-20,WEGE3,WEG,60.79,60.43,60.97,62.28,4539635,2.45
1357,2022-12-30,BBDC4,Bradesco,76.4,76.6,74.79,71.58,2093712,-6.31
1358,2023-02-03,ABEV3,Ambev,15.73,15.86,15.64,15.38,31523869,-2.23
1359,2025-07-03,BBAS3,Banco do Brasil,39.9,39.3,39.31,35.74,30335737,-10.43
1360,2025-07-04,SUZB3,Suzano,14.23,14.23,14.51,17.41,49833200,22.35
1361,2023-10-30,VALE3,Vale,109.08,108.85,106.72,106.36,9439660,-2.49
1362,2022-06-22,BBDC4,Bradesco,47.99,48.2,48.81,47.93,42208532,-0.13
1363,2025-07-19,BBDC4,Bradesco,194.35,190.54,199.4,196.08,5675959,0.89
1364,2025-12-29,BBAS3,Banco do Brasil,91.84,90.2,92.3,93.0,44484999,1.26
1365,2022-05-15,WEGE3,WEG,73.51,74.22,72.91,70.36,29816225,-4.29
1366,2022-07-24,PETR4,Petrobras,19.7,19.47,19.45,16.63,41818361,-15.58
1367,2022-01-16,WEGE3,WEG,159.53,157.67,158.52,158.99,32788328,-0.34
1368,2025-08-26,ITUB4,Itaú,129.6,131.09,131.75,130.54,48660208,0.73
1369,2024-11-05,ITUB4,Itaú,175.54,175.47,171.53,179.07,9599132,2.01
1370,2023-09-24,BBDC4,Bradesco,19.56,19.88,19.06,22.21,6368758,13.55
1371,2025-12-15,BBAS3,Banco do Brasil,182.0,184.99,185.93,179.3,33568700,-1.48
1372,2024-09-23,RENT3,Localiza,175.47,172.51,173.2,171.51,20803408,-2.26
1373,2023-09-19,PETR4,Petrobras,39.91,40.43,39.75,35.54,42438049,-10.95
1374,2025-07-17,ABEV3,Ambev,190.66,187.36,190.39,189.45,32650471,-0.63
1375,2022-09-07,MGLU3,Magazine Luiza,100.81,102.46,102.67,97.95,10522543,-2.84
1376,2022-06-19,RENT3,Localiza,149.33,148.49,151.75,150.85,28455624,1.02
1377,2025-06-25,VALE3,Vale,80.37,80.07,81.33,82.7,44676256,2.9
1378,2024-08-10,PETR4,Petrobras,90.45,89.23,88.36,95.19,24979549,5.24
1379,2025-08-18,VALE3,Vale,100.9,101.0,100.75,104.62,40538448,3.69
1380,2025-08-31,WEGE3,WEG,125.01,122.88,123.01,129.25,28802769,3.39
1381,2023-06-27,VALE3,Vale,43.32,44.01,42.24,47.48,11574876,9.6
1382,2024-01-03,VALE3,Vale,72.47,73.8,73.24,72.19,27677730,-0.39
1383,2022-06-14,ITUB4,Itaú,66.86,67.0,68.52,68.16,24232735,1.94
1384,2022-11-20,VALE3,Vale,37.28,36.72,36.4,41.02,38142647,10.03
1385,2022-08-29,WEGE3,WEG,52.62,52.79,51.12,55.52,18769925,5.51
1386,2025-11-10,SUZB3,Suzano,30.73,30.59,31.61,26.0,29656961,-15.39
1387,2024-12-09,VALE3,Vale,106.29,108.22,105.26,104.84,12301013,-1.36
1388,2025-04-04,RENT3,Localiza,158.83,155.79,157.24,160.95,20390483,1.33
1389,2024-11-18,SUZB3,Suzano,138.34,137.71,137.21,134.31,20084473,-2.91
1390,2024-11-05,BBDC4,Bradesco,19.34,19.29,18.86,21.2,16572209,9.62
1391,2024-03-01,WEGE3,WEG,75.78,76.82,77.73,77.19,46205657,1.86
1392,2025-02-25,ITUB4,Itaú,30.33,29.96,30.27,34.95,22167593,15.23
1393,2023-08-09,BBAS3,Banco do Brasil,74.98,73.77,73.0,76.95,33716417,2.63
1394,2025-06-06,BBDC4,Bradesco,67.01,67.45,65.0,71.11,29773950,6.12
1395,2025-01-08,RENT3,Localiza,167.31,168.94,171.9,170.17,8547969,1.71
1396,2022-03-22,PETR4,Petrobras,119.87,120.35,121.05,116.78,17639222,-2.58
1397,2023-04-18,WEGE3,WEG,158.37,157.1,160.2,153.66,38431096,-2.97
1398,2022-07-29,BBDC4,Bradesco,146.33,147.15,143.15,147.4,33169175,0.73
1399,2022-04-12,WEGE3,WEG,48.77,48.47,49.27,53.65,29261978,10.01
1400,2025-06-13,ITUB4,Itaú,43.65,44.03,44.54,45.84,46705764,5.02
1401,2024-08-23,ITUB4,Itaú,127.37,127.31,126.17,127.31,32028316,-0.05
1402,2023-08-31,RENT3,Localiza,178.51,181.98,182.8,182.67,40348727,2.33
1403,2023-12-07,ITUB4,Itaú,66.85,67.11,68.36,67.87,10031395,1.53
1404,2024-07-05,BBDC4,Bradesco,191.27,192.05,190.67,195.99,8512070,2.47
1405,2024-07-27,ITUB4,Itaú,49.07,48.66,49.37,44.79,34815662,-8.72
1406,2025-02-08,SUZB3,Suzano,34.4,34.56,35.04,36.97,2005341,7.47
1407,2024-01-22,BBAS3,Banco do Brasil,58.13,58.85,59.22,54.15,46045435,-6.85
1408,2022-05-04,SUZB3,Suzano,44.56,45.19,44.3,46.35,39607695,4.02
1409,2024-10-02,RENT3,Localiza,63.82,65.04,65.39,67.26,21661244,5.39
1410,2022-04-17,VALE3,Vale,195.56,196.42,194.18,193.21,41679728,-1.2
1411,2023-05-14,RENT3,Localiza,173.42,176.54,176.87,174.15,7209185,0.42
1412,2025-05-19,PETR4,Petrobras,14.56,14.47,14.41,13.54,3107038,-7.01
1413,2023-11-28,ITUB4,Itaú,183.79,180.19,181.74,179.63,9957728,-2.26
1414,2022-09-17,BBAS3,Banco do Brasil,105.94,107.79,104.3,107.35,48279266,1.33
1415,2024-08-15,WEGE3,WEG,141.33,141.89,140.3,140.01,11642039,-0.93
1416,2024-11-11,SUZB3,Suzano,148.3,145.97,152.52,143.89,7003346,-2.97
1417,2024-01-05,BBAS3,Banco do Brasil,141.23,139.6,138.89,144.78,16234873,2.51
1418,2024-05-25,PETR4,Petrobras,129.93,128.89,126.33,127.79,9678322,-1.65
1419,2024-12-28,BBDC4,Bradesco,17.15,17.25,17.56,17.91,31475274,4.43
1420,2024-09-19,VALE3,Vale,87.24,87.18,86.01,88.08,10701856,0.96
1421,2025-08-31,ITUB4,Itaú,70.12,69.36,71.41,73.43,19121854,4.72
1422,2024-02-12,RENT3,Localiza,109.04,108.27,108.84,111.14,15388639,1.93
1423,2022-12-08,WEGE3,WEG,165.99,163.8,162.9,165.53,15734731,-0.28
1424,2025-09-27,PETR4,Petrobras,38.8,39.35,38.61,40.96,41157475,5.57
1425,2025-11-21,BBDC4,Bradesco,74.91,76.01,76.63,71.07,48921990,-5.13
1426,2024-03-01,SUZB3,Suzano,121.37,120.99,120.29,118.42,46998249,-2.43
1427,2025-12-10,MGLU3,Magazine Luiza,161.59,162.86,165.5,161.93,2770462,0.21
1428,2024-07-04,ABEV3,Ambev,199.47,196.21,197.06,197.01,48780773,-1.23
1429,2022-05-25,PETR4,Petrobras,143.24,141.94,138.98,147.41,37149645,2.91
1430,2025-08-23,BBDC4,Bradesco,118.61,120.8,116.45,123.1,18889602,3.79
1431,2024-08-26,WEGE3,WEG,87.88,87.54,89.24,84.26,25186458,-4.12
1432,2025-03-31,RENT3,Localiza,174.21,174.56,170.61,169.79,3922682,-2.54
1433,2023-06-02,BBDC4,Bradesco,191.86,194.86,192.95,192.39,9952546,0.28
1434,2025-03-22,RENT3,Localiza,138.89,141.02,139.99,137.73,38501377,-0.84
1435,2024-06-21,WEGE3,WEG,109.84,110.18,113.07,105.79,27432452,-3.69
1436,2024-04-02,PETR4,Petrobras,79.45,78.66,77.23,77.8,2191184,-2.08
