id,data_lancamento,regiao,receita,despesa,lucro,margem_percentual,mes,ano
718,2024-01-24,Sul,4686.25,4018.53,667.72,14.25,Fev,2023
719,2025-07-13,Sudeste,486688.57,416772.44,69916.13,14.37,Out,2024
720,2025-10-28,Sudeste,42398.58,32907.76,9490.82,22.38,Nov,2023
721,2023-06-26,Norte,351372.46,184328.52,167043.94,47.54,Jun,2024
722,2023-04-23,Centro-Oeste,253705.96,147032.84,106673.12,42.05,Out,2022
723,2025-09-27,Sul,395255.62,253351.64,141903.98,35.9,Set,2024
724,2022-12-14,Sul,387970.86,199746.19,188224.67,48.52,Mar,2025
725,2024-01-18,Sul,241816.83,77373.96,164442.87,68.0,Set,2024
726,2023-10-06,Centro-Oeste,178212.09,139944.93,38267.16,21.47,Mar,2023
727,2024-10-25,Sudeste,420913.23,207443.32,213469.91,50.72,Mar,2022
728,2025-11-11,Sul,93721.33,56455.96,37265.37,39.76,Jul,2025
729,2025-10-16,Nordeste,119919.47,82884.62,37034.85,30.88,Ago,2022
730,2023-03-18,Nordeste,422073.47,235126.06,186947.41,44.29,Abr,2022
731,2022-06-25,Sul,2759.64,950.88,1808.76,65.54,Dez,2024
732,2024-09-03,Sudeste,483200.51,248190.01,235010.5,48.64,Abr,2023
733,2022-09-02,Sudeste,298111.16,156363.75,141747.41,47.55,Jul,2023
734,2024-05-16,Sudeste,36213.08,18423.77,17789.31,49.12,Mai,2025
735,2024-10-03,Norte,103364.74,48539.96,54824.78,53.04,Abr,2022
736,2024-11-23,Sudeste,107083.99,57386.73,49697.26,46.41,Nov,2022
737,2024-07-20,Norte,64609.45,43667.95,20941.5,32.41,Nov,2025
738,2022-02-10,Centro-Oeste,167452.4,100737.04,66715.36,39.84,Abr,2022
739,2023-11-11,Sul,266182.87,167963.04,98219.83,36.9,Jun,2023
740,2024-08-18,Sudeste,94008.01,57207.9,36800.11,39.15,Dez,2022
741,2024-05-04,Norte,223612.83,129088.21,94524.62,42.27,Jan,2023
742,2024-02-05,Sul,438920.66,155344.98,283575.68,64.61,Set,2023
743,2023-04-28,Centro-Oeste,402311.42,229551.32,172760.1,42.94,Fev,2025
744,2025-10-07,Sul,44120.54,28808.77,15311.77,34.7,Ago,2024
745,2022-02-11,Sul,170009.01,137193.26,32815.75,19.3,Ago,2022
746,2023-06-13,Norte,214193.25,186167.25,28026.0,13.08,Dez,2025
747,2022-12-22,Centro-Oeste,330344.64,113332.77,217011.87,65.69,Abr,2024
748,2023-10-28,Centro-Oeste,484104.08,176129.78,307974.3,63.62,Nov,2024
749,2025-07-13,Norte,92008.8,76174.62,15834.18,17.21,Mar,2025
750,2023-01-13,Norte,280510.2,198528.42,81981.78,29.23,Fev,2024
751,2022-03-03,Sul,276679.01,102015.13,174663.88,63.13,Nov,2023
752,2022-06-02,Sudeste,297662.03,123334.13,174327.9,58.57,Nov,2024
753,2022-09-10,Centro-Oeste,318135.9,255609.98,62525.92,19.65,Mar,2023
754,2023-02-25,Centro-Oeste,442590.87,393017.34,49573.53,11.2,Jun,2022
755,2024-05-15,Norte,415940.22,262169.81,153770.41,36.97,Nov,2025
756,2023-03-21,Sudeste,392577.24,330745.28,61831.96,15.75,Jul,2025
757,2025-02-22,Norte,404086.09,124160.36,279925.73,69.27,Jul,2022
758,2022-05-03,Sudeste,214568.06,184043.44,30524.62,14.23,Mai,2022
759,2023-04-15,Nordeste,178046.3,62826.41,115219.89,64.71,Set,2024
760,2022-07-19,Centro-Oeste,11976.15,8606.61,3369.54,28.14,Dez,2024
761,2023-07-14,Nordeste,21310.72,14324.63,6986.09,32.78,Set,2023
762,2023-01-25,Nordeste,161317.37,58195.88,103121.49,63.92,Mai,2025
763,2024-01-04,Nordeste,55457.9,46659.18,8798.72,15.87,Mar,2024
764,2023-05-24,Centro-Oeste,325881.79,113455.72,212426.07,65.19,Fev,2024
765,2022-08-01,Nordeste,439363.54,348935.37,90428.17,20.58,Jul,2023
766,2025-01-09,Nordeste,436669.3,231785.99,204883.31,46.92,Jun,2023
767,2025-08-24,Sul,236389.12,147051.85,89337.27,37.79,Jul,2024
768,2024-04-18,Sul,204533.47,149211.53,55321.94,27.05,Mai,2024
769,2023-07-15,Sudeste,377948.87,229202.0,148746.87,39.36,Jan,2023
770,2024-10-03,Sul,439201.59,295014.13,144187.46,32.83,Nov,2025
771,2025-07-18,Nordeste,165869.39,60085.9,105783.49,63.78,Out,2024
772,2025-08-20,Sul,435408.22,344507.9,90900.32,20.88,Mai,2023
773,2025-02-06,Centro-Oeste,3469.71,2398.63,1071.08,30.87,Jun,2025
774,2023-05-28,Sul,428927.1,257927.28,170999.82,39.87,Nov,2022
775,2023-04-24,Norte,367841.78,147571.43,220270.35,59.88,Ago,2025
776,2023-09-27,Sudeste,58144.77,52195.44,5949.33,10.23,Jun,2022
777,2022-11-03,Sul,327146.47,230660.48,96485.99,29.49,Jul,2022
778,2024-11-05,Nordeste,419926.34,377564.86,42361.48,10.09,Ago,2025
779,2022-03-06,Sul,417703.34,375862.45,41840.89,10.02,Fev,2022
780,2024-08-26,Sul,347841.48,262073.06,85768.42,24.66,Jan,2022
781,2022-01-07,Sul,56294.89,26511.03,29783.86,52.91,Nov,2024
782,2023-06-07,Centro-Oeste,139301.39,107601.13,31700.26,22.76,Abr,2023
783,2022-07-03,Norte,175207.87,101962.49,73245.38,41.8,Out,2024
784,2022-01-16,Sul,38854.39,32197.45,6656.94,17.13,Mai,2024
785,2022-09-28,Sudeste,363494.93,257173.31,106321.62,29.25,Jun,2023
786,2022-07-01,Centro-Oeste,36356.98,18355.16,18001.82,49.51,Jul,2023
787,2022-01-01,Norte,340536.58,279215.12,61321.46,18.01,Set,2025
788,2022-08-07,Centro-Oeste,321434.33,153975.21,167459.12,52.1,Abr,2025
789,2023-01-02,Sul,448381.32,179055.57,269325.75,60.07,Jun,2024
790,2025-04-01,Nordeste,471108.01,262769.54,208338.47,44.22,Fev,2024
791,2025-01-03,Sul,282281.4,144812.71,137468.69,48.7,Fev,2022
792,2022-10-21,Sudeste,360829.38,214819.93,146009.45,40.46,Jul,2022
793,2022-03-25,Nordeste,295842.04,262870.73,32971.31,11.14,Ago,2025
794,2022-01-20,Nordeste,226202.14,79858.98,146343.16,64.7,Jun,2023
795,2023-10-15,Sul,391491.97,348526.96,42965.01,10.97,Abr,2023
796,2022-08-23,Centro-Oeste,165768.87,103817.5,61951.37,37.37,Nov,2022
797,2022-03-22,Norte,313257.95,201976.66,111281.29,35.52,Ago,2024
798,2024-08-26,Nordeste,461458.26,257931.42,203526.84,44.11,Abr,2025
799,2024-12-04,Sul,386519.81,304390.98,82128.83,21.25,Fev,2022
800,2022-07-17,Norte,262868.04,158489.42,104378.62,39.71,Ago,2025
801,2022-03-07,Centro-Oeste,427774.02,324248.99,103525.03,24.2,Nov,2024
802,2025-07-21,Sudeste,446120.47,277147.7,168972.77,37.88,Jan,2024
803,2024-06-16,Sudeste,72904.44,31639.56,41264.88,56.6,Jul,2025
804,2024-02-04,Centro-Oeste,239777.37,107838.72,131938.65,55.03,Out,2025
805,2024-09-22,Norte,191665.08,160944.87,30720.21,16.03,Mar,2025
806,2024-10-11,Nordeste,108140.29,81270.49,26869.8,24.85,Abr,2022
807,2022-11-16,Norte,181024.69,66990.8,114033.89,62.99,Jul,2025
808,2024-03-01,Sul,90762.19,48164.27,42597.92,46.93,Nov,2023
809,2024-12-08,Sul,239313.95,109861.09,129452.86,54.09,Jan,2024
810,2025-11-06,Centro-Oeste,85896.14,53710.88,32185.26,37.47,Mai,2025
811,2025-07-14,Sudeste,412121.0,279537.7,132583.3,32.17,Set,2024
812,2025-05-31,Nordeste,468772.59,413922.83,54849.76,11.7,Mar,2022
813,2023-04-15,Nordeste,312122.73,219343.17,92779.56,29.73,Dez,2022
814,2022-07-14,Sudeste,460658.77,220381.54,240277.23,52.16,Out,2024
815,2025-11-16,Sul,497810.36,238844.37,258965.99,52.02,Jun,2025
816,2022-01-29,Centro-Oeste,126628.47,64584.48,62043.99,49.0,Mai,2025
817,2023-09-26,Centro-Oeste,85011.7,26768.17,58243.53,68.51,Fev,2025
818,2025-09-13,Sudeste,465938.92,165427.29,300511.63,64.5,Mai,2022
819,2023-03-29,Nordeste,243968.4,80969.39,162999.01,66.81,Ago,2022
820,2024-06-21,Centro-Oeste,129371.14,103712.58,25658.56,19.83,Mar,2022
821,2024-05-21,Sudeste,67208.75,56848.29,10360.46,15.42,Jan,2024
822,2022-02-23,Sul,436192.82,329007.26,107185.56,24.57,Jun,2025
823,2022-09-27,Sul,297152.45,90293.07,206859.38,69.61,Nov,2022
824,2024-11-04,Sul,314035.28,104033.12,210002.16,66.87,Jan,2025
825,2022-05-08,Sudeste,405261.51,188570.16,216691.35,53.47,Jun,2023
826,2025-11-19,Sudeste,9894.8,7451.17,2443.63,24.7,Ago,2023
827,2024-05-17,Sudeste,76609.68,61345.64,15264.04,19.92,Ago,2023
828,2024-12-05,Sudeste,140161.31,68547.68,71613.63,51.09,Jan,2022
829,2022-04-02,Sul,368665.83,268654.81,100011.02,27.13,Jun,2024
830,2025-12-28,Centro-Oeste,379672.94,244962.44,134710.5,35.48,Dez,2025
831,2024-10-13,Sul,175724.35,98758.04,76966.31,43.8,Mar,2022
832,2025-05-19,Centro-Oeste,72348.12,24533.07,47815.05,66.09,Mar,2025
833,2024-05-08,Sudeste,47277.61,17660.71,29616.9,62.64,Jan,2025
834,2025-12-31,Sudeste,253065.86,206211.49,46854.37,18.51,Mar,2022
835,2023-06-07,Sul,499084.04,380834.19,118249.85,23.69,Nov,2024
836,2023-05-20,Nordeste,470486.73,271735.35,198751.38,42.24,Mar,2024
837,2025-12-14,Sudeste,277414.45,199898.32,77516.13,27.94,Abr,2024
838,2022-02-07,Norte,277636.29,98292.99,179343.3,64.6,Mai,2023
839,2024-02-01,Sudeste,442065.96,365651.62,76414.34,17.29,Out,2022
840,2025-08-10,Sul,334433.38,149642.35,184791.03,55.25,Nov,2023
841,2022-06-14,Sul,4815.31,3052.74,1762.57,36.6,Ago,2025
842,2023-07-29,Sudeste,83478.95,39174.71,44304.24,53.07,Jul,2022
843,2024-06-09,Norte,14831.67,5015.15,9816.52,66.19,Out,2024
844,2024-02-09,Norte,371908.17,302834.65,69073.52,18.57,Set,2023
845,2025-01-14,Sudeste,358113.36,230752.72,127360.64,35.56,Jun,2023
846,2022-08-20,Centro-Oeste,498729.85,446130.33,52599.52,10.55,Jun,2022
847,2025-02-23,Sudeste,335375.57,211975.65,123399.92,36.79,Set,2024
848,2024-08-08,Centro-Oeste,437543.91,383472.94,54070.97,12.36,Dez,2023
849,2023-11-27,Norte,193006.02,66564.35,126441.67,65.51,Mai,2023
850,2024-03-03,Norte,379184.91,263909.59,115275.32,30.4,Set,2022
851,2022-11-24,Norte,66085.7,22338.65,43747.05,66.2,Mar,2022
852,2025-07-03,Nordeste,397342.96,307586.55,89756.41,22.59,Abr,2025
853,2024-03-02,Norte,104203.03,34081.59,70121.44,67.29,Abr,2023
854,2025-04-22,Sudeste,408563.35,318481.32,90082.03,22.05,Out,2024
855,2024-08-03,Centro-Oeste,473663.7,206663.84,266999.86,56.37,Jul,2024
856,2025-04-23,Centro-Oeste,322078.02,100804.45,221273.57,68.7,Jun,2023
857,2023-11-23,Sul,16705.85,6278.64,10427.21,62.42,Mai,2022
858,2025-04-11,Centro-Oeste,97325.92,51695.3,45630.62,46.88,Dez,2022
859,2022-02-17,Sul,97469.66,43079.76,54389.9,55.8,Set,2024
860,2022-10-04,Centro-Oeste,366242.12,189204.84,177037.28,48.34,Jun,2024
861,2023-06-08,Nordeste,479299.67,322565.33,156734.34,32.7,Mar,2024
862,2023-06-15,Norte,499045.05,425772.43,73272.62,14.68,Abr,2025
863,2023-10-08,Sul,368469.82,143239.57,225230.25,61.13,Jul,2022
864,2025-08-29,Nordeste,118361.98,87672.51,30689.47,25.93,Jan,2024
865,2025-07-11,Nordeste,214354.96,168113.37,46241.59,21.57,Fev,2022
866,2023-05-15,Sudeste,62799.25,43566.27,19232.98,30.63,Mar,2023
867,2024-05-11,Sudeste,348560.91,286184.96,62375.95,17.9,Dez,2022
868,2022-09-13,Nordeste,256303.64,191068.98,65234.66,25.45,Dez,2024
869,2022-11-07,Norte,363311.74,147341.94,215969.8,59.44,Fev,2022
870,2025-03-18,Sul,52817.24,34409.73,18407.51,34.85,Abr,2022
871,2023-03-13,Nordeste,254178.61,165432.27,88746.34,34.91,Abr,2022
872,2023-01-21,Sul,300939.38,238896.04,62043.34,20.62,Nov,2022
873,2024-05-15,Norte,315507.1,209629.51,105877.59,33.56,Mar,2022
874,2024-11-10,Nordeste,429351.43,340746.06,88605.37,20.64,Set,2025
875,2024-11-03,Norte,328912.18,229690.58,99221.6,30.17,Set,2022
876,2023-10-13,Sul,133717.46,56476.49,77240.97,57.76,Jul,2023
877,2024-01-27,Sul,492152.54,220920.94,271231.6,55.11,Dez,2022
878,2024-07-14,Sudeste,181808.59,113748.6,68059.99,37.43,Nov,2025
879,2025-02-13,Sudeste,250622.43,143949.14,106673.29,42.56,Out,2022
880,2023-06-20,Centro-Oeste,90016.43,42327.92,47688.51,52.98,Mar,2023
881,2024-12-20,Sudeste,328386.26,282744.29,45641.97,13.9,Mai,2024
882,2025-04-10,Nordeste,15099.09,11102.99,3996.1,26.47,Nov,2025
883,2022-03-24,Sudeste,15611.32,6043.78,9567.54,61.29,Jun,2024
884,2022-11-10,Centro-Oeste,491865.22,382494.01,109371.21,22.24,Set,2022
885,2025-01-12,Sul,46228.58,26728.52,19500.06,42.18,Set,2023
886,2025-10-10,Sul,412594.7,170870.46,241724.24,58.59,Fev,2024
887,2024-11-09,Sudeste,447883.98,239611.76,208272.22,46.5,Jul,2022
888,2023-07-10,Sul,137303.61,105467.84,31835.77,23.19,Mai,2024
889,2024-05-12,Sudeste,481631.01,238223.37,243407.64,50.54,Out,2023
890,2024-05-03,Nordeste,326307.13,131637.04,194670.09,59.66,Abr,2024
891,2024-11-03,Norte,172946.96,98054.67,74892.29,43.3,Fev,2025
892,2025-04-29,Sudeste,180322.31,144144.4,36177.91,20.06,Jul,2022
893,2025-09-13,Sudeste,476209.05,226117.62,250091.43,52.52,Jul,2024
894,2025-04-13,Norte,260193.44,119916.41,140277.03,53.91,Set,2024
895,2022-03-30,Sudeste,235826.56,77700.57,158125.99,67.05,Fev,2022
896,2022-12-27,Nordeste,129161.08,39847.24,89313.84,69.15,Nov,2023
897,2025-04-21,Sudeste,413302.56,208154.66,205147.9,49.64,Jan,2025
898,2023-12-22,Nordeste,460922.83,282367.05,178555.78,38.74,Mar,2024
899,2023-08-15,Nordeste,12421.65,8732.67,3688.98,29.7,Jul,2022
900,2024-11-18,Centro-Oeste,401144.25,185649.09,215495.16,53.72,Set,2025
901,2022-08-12,Sudeste,360231.9,122403.95,237827.95,66.02,Mai,2024
902,2024-04-04,Sul,220375.62,107925.02,112450.6,51.03,Mar,2025
903,2025-05-10,Norte,326039.84,253506.87,72532.97,22.25,Nov,2022
904,2024-09-02,Nordeste,455748.92,295583.82,160165.1,35.14,Nov,2022
905,2025-06-15,Norte,111154.99,57034.51,54120.48,48.69,Ago,2025
906,2023-05-29,Nordeste,138209.59,77750.14,60459.45,43.74,Abr,2024
907,2025-10-28,Sudeste,466608.16,298618.6,167989.56,36.0,Jan,2024
908,2022-08-14,Nordeste,169644.2,131248.04,38396.16,22.63,Abr,2023
909,2023-08-19,Nordeste,407910.49,353499.52,54410.97,13.34,Dez,2022
910,2022-10-02,Sudeste,490876.68,285668.62,205208.06,41.8,Dez,2024
911,2023-04-04,Norte,311575.5,172432.75,139142.75,44.66,Set,2024
912,2022-10-25,Sudeste,117960.63,53600.8,64359.83,54.56,Fev,2022
913,2023-10-18,Nordeste,62051.76,46364.45,15687.31,25.28,Jul,2023
914,2022-06-21,Norte,451519.91,191814.19,259705.72,57.52,Ago,2024
915,2025-01-27,Centro-Oeste,235373.87,143249.78,92124.09,39.14,Jul,2023
916,2023-08-18,Nordeste,483192.52,252742.49,230450.03,47.69,Jan,2022
917,2024-11-11,Nordeste,46056.36,25409.64,20646.72,44.83,Ago,2023
918,2022-04-05,Norte,200244.88,149355.45,50889.43,25.41,Set,2022
919,2024-06-19,Centro-Oeste,142121.56,80020.93,62100.63,43.7,Fev,2022
920,2022-09-16,Sudeste,410990.32,293118.22,117872.1,28.68,Fev,2024
921,2022-07-31,Nordeste,477267.88,369782.0,107485.88,22.52,Fev,2024
922,2025-02-21,Nordeste,263330.89,195931.12,67399.77,25.6,Ago,2025
923,2025-05-05,Centro-Oeste,349611.87,161540.72,188071.15,53.79,Jul,2023
924,2024-12-25,Sul,186192.02,137830.94,48361.08,25.97,Jul,2023
925,2023-04-18,Sudeste,159354.0,74585.3,84768.7,53.2,Mai,2024
926,2025-11-18,Sudeste,230964.7,112419.07,118545.63,51.33,Mar,2025
927,2024-07-21,Sul,132798.66,93561.73,39236.93,29.55,Abr,2022
928,2025-05-13,Sul,438064.7,302406.14,135658.56,30.97,Jan,2025
929,2024-05-18,Sudeste,37978.35,17039.45,20938.9,55.13,Set,2022
930,2023-11-11,Centro-Oeste,342165.63,251291.22,90874.41,26.56,Mai,2023
931,2025-04-21,Sul,415544.72,234101.67,181443.05,43.66,Ago,2025
932,2023-07-10,Norte,332278.85,287018.57,45260.28,13.62,Mai,2024
933,2024-04-27,Norte,458740.76,286395.58,172345.18,37.57,Abr,2025
934,2024-01-24,Sul,135739.73,53007.56,82732.17,60.95,Jan,2025
935,2024-07-26,Sudeste,121914.8,101661.44,20253.36,16.61,Jun,2024
936,2024-10-23,Centro-Oeste,471297.77,344898.6,126399.17,26.82,Jan,2022
937,2022-01-08,Sul,142088.24,48409.84,93678.4,65.93,Out,2025
938,2023-11-15,Sudeste,295731.06,180954.17,114776.89,38.81,Jul,2022
939,2024-05-05,Sudeste,35469.99,22799.82,12670.17,35.72,Nov,2025
940,2025-03-05,Nordeste,286579.79,227429.44,59150.35,20.64,Ago,2023
941,2025-12-12,Sudeste,194917.12,142059.46,52857.66,27.12,Out,2022
942,2025-10-24,Sul,357574.05,228920.95,128653.1,35.98,Out,2023
943,2025-03-26,Sul,406767.33,244029.58,162737.75,40.01,Abr,2023
944,2022-08-10,Nordeste,260645.05,215773.02,44872.03,17.22,Jul,2023
945,2023-01-27,Norte,140957.12,85174.77,55782.35,39.57,Out,2024
946,2025-12-18,Sudeste,395329.01,154153.48,241175.53,61.01,Mai,2025
947,2023-10-21,Sudeste,241417.91,199145.55,42272.36,17.51,Dez,2023
948,2022-10-24,Centro-Oeste,363958.4,292548.49,71409.91,19.62,Jan,2024
949,2024-12-05,Sul,153260.57,81101.38,72159.19,47.08,Nov,2024
950,2022-01-24,Centro-Oeste,250924.64,158952.94,91971.7,36.65,Out,2024
951,2022-01-16,Norte,131772.58,62210.41,69562.17,52.79,Mar,2023
952,2023-03-29,Sudeste,113006.29,88009.6,24996.69,22.12,Fev,2024
953,2023-08-06,Nordeste,432393.42,350444.25,81949.17,18.95,Nov,2022
954,2024-08-02,Nordeste,394683.5,176640.35,218043.15,55.25,Nov,2024
955,2023-08-30,Norte,304163.73,188965.97,115197.76,37.87,Dez,2025
956,2024-10-03,Nordeste,303854.96,167595.15,136259.81,44.84,Set,2024
957,2022-08-12,Nordeste,117616.5,68128.96,49487.54,42.08,Mar,2022
958,2023-10-13,Sul,242903.58,85386.46,157517.12,64.85,Nov,2022
959,2023-01-12,Nordeste,165651.46,50242.02,115409.44,69.67,Mai,2025
960,2025-08-05,Norte,326313.48,143105.03,183208.45,56.14,Abr,2023
961,2022-02-04,Norte,232513.68,191995.07,40518.61,17.43,Jul,2024
962,2023-07-23,Nordeste,6127.57,4365.47,1762.1,28.76,Out,2023
963,2023-10-31,Centro-Oeste,280622.29,227471.18,53151.11,18.94,Jan,2025
964,2022-01-16,Norte,314024.31,129790.84,184233.47,58.67,Dez,2023
965,2023-09-06,Centro-Oeste,329378.26,257163.36,72214.9,21.92,Nov,2022
966,2022-07-26,Norte,110748.74,74958.64,35790.1,32.32,Set,2024
967,2022-04-23,Centro-Oeste,159557.11,125349.93,34207.18,21.44,Fev,2023
968,2024-02-22,Centro-Oeste,204367.97,61533.28,142834.69,69.89,Fev,2024
969,2022-09-11,Sul,420178.14,370174.44,50003.7,11.9,Mar,2023
970,2025-10-05,Nordeste,85904.68,31579.8,54324.88,63.24,Dez,2024
971,2023-05-17,Nordeste,31805.05,10028.31,21776.74,68.47,Abr,2023
972,2022-09-05,Nordeste,360892.64,271438.71,89453.93,24.79,Out,2023
973,2024-11-04,Norte,463248.34,289135.16,174113.18,37.59,Mai,2023
974,2022-12-19,Nordeste,247959.95,121541.75,126418.2,50.98,Fev,2024
975,2022-06-23,Sudeste,390998.07,306907.16,84090.91,21.51,Fev,2022
976,2025-04-04,Centro-Oeste,345522.52,121151.82,224370.7,64.94,Abr,2023
977,2025-06-04,Sudeste,481993.0,144616.77,337376.23,70.0,Set,2024
978,2025-09-17,Sul,499987.64,387124.87,112862.77,22.57,Fev,2024
979,2025-07-26,Centro-Oeste,466179.91,381788.24,84391.67,18.1,Fev,2024
980,2025-03-15,Sudeste,344152.93,128471.91,215681.02,62.67,Out,2022
981,2025-09-23,Norte,243270.75,108239.09,135031.66,55.51,Out,2022
982,2023-03-05,Norte,54904.5,25575.33,29329.17,53.42,Jul,2025
983,2023-08-22,Norte,499745.85,173418.19,326327.66,65.3,Jan,2024
984,2025-02-20,Sul,337458.21,283874.44,53583.77,15.88,Mar,2022
985,2024-02-19,Nordeste,203809.54,142404.1,61405.44,30.13,Nov,2022
986,2023-01-21,Nordeste,315254.94,211124.03,104130.91,33.03,Dez,2025
987,2022-10-25,Sul,96042.62,72993.85,23048.77,24.0,Abr,2025
988,2025-12-10,Nordeste,66275.6,59098.3,7177.3,10.83,Jan,2024
989,2024-08-08,Sul,189988.78,103963.96,86024.82,45.28,Dez,2022
990,2022-05-27,Nordeste,440296.03,244532.92,195763.11,44.46,Ago,2024
991,2022-07-18,Nordeste,402147.41,290778.35,111369.06,27.69,Jan,2024
992,2023-10-20,Nordeste,488642.21,278684.45,209957.76,42.97,Abr,2023
993,2024-07-20,Norte,155438.55,105399.14,50039.41,32.19,Ago,2023
994,2025-01-27,Sul,9156.43,5802.32,3354.11,36.63,Ago,2025
995,2022-05-05,Nordeste,413902.17,266808.78,147093.39,35.54,Dez,2023
996,2022-04-03,Centro-Oeste,272014.25,137851.6,134162.65,49.32,Jan,2023
997,2024-03-10,Sul,202276.25,71888.02,130388.23,64.46,Nov,2024
998,2023-10-16,Sudeste,160527.15,54007.9,106519.25,66.36,Dez,2023
999,2023-06-21,Sul,83815.64,65240.62,18575.02,22.16,Fev,2022
1000,2025-08-13,Sul,204328.59,96902.97,107425.62,52.57,Set,2023
1001,2023-08-03,Sudeste,353532.2,222574.43,130957.77,37.04,Jan,2024
1002,2025-06-08,Sudeste,332207.23,186270.67,145936.56,43.93,Nov,2022
1003,2022-09-11,Nordeste,421866.99,163410.17,258456.82,61.27,Jul,2022
1004,2023-07-09,Centro-Oeste,157494.79,70289.26,87205.53,55.37,Abr,2023
1005,2022-02-12,Sul,272671.08,215653.08,57018.0,20.91,Nov,2023
1006,2024-11-10,Nordeste,209330.72,119783.86,89546.86,42.78,Abr,2022
1007,2022-04-13,Sul,26143.75,19014.5,7129.25,27.27,Jun,2023
1008,2023-06-14,Centro-Oeste,22600.24,11705.47,10894.77,48.21,Out,2022
1009,2022-04-17,Centro-Oeste,491105.69,223419.65,267686.04,54.51,Set,2024
1010,2024-01-17,Norte,219120.28,162266.67,56853.61,25.95,Out,2025
1011,2025-05-25,Centro-Oeste,373697.78,268813.71,104884.07,28.07,Jan,2024
1012,2025-12-20,Centro-Oeste,494239.5,236243.76,257995.74,52.2,Dez,2023
1013,2024-02-01,Centro-Oeste,377712.18,117278.26,260433.92,68.95,Jun,2024
1014,2023-01-09,Sul,135917.66,89916.94,46000.72,33.84,Abr,2022
1015,2025-11-28,Sul,417521.36,327219.28,90302.08,21.63,Mai,2024
1016,2023-01-12,Sul,451940.31,382144.48,69795.83,15.44,Abr,2023
1017,2025-09-28,Sul,312395.75,201178.13,111217.62,35.6,Ago,2024
1018,2025-05-13,Sudeste,78486.94,68298.64,10188.3,12.98,Dez,2023
1019,2023-10-19,Centro-Oeste,2752.6,1285.32,1467.28,53.31,Jan,2024
1020,2025-10-12,Sudeste,486247.13,300926.7,185320.43,38.11,Dez,2024
1021,2025-01-23,Sul,34507.49,19343.58,15163.91,43.94,Mar,2022
1022,2023-11-20,Sul,7684.1,5629.85,2054.25,26.73,Mar,2024
1023,2024-10-29,Sul,52043.0,18882.36,33160.64,63.72,Dez,2024
1024,2022-08-04,Norte,191190.2,85419.71,105770.49,55.32,Jul,2025
1025,2024-01-26,Sudeste,185226.82,155358.77,29868.05,16.13,Abr,2025
1026,2025-10-24,Centro-Oeste,434045.46,130332.89,303712.57,69.97,Nov,2023
1027,2022-03-25,Norte,102052.24,66188.72,35863.52,35.14,Jun,2025
1028,2025-09-26,Centro-Oeste,411173.62,126485.28,284688.34,69.24,Jun,2025
1029,2023-06-26,Sudeste,283907.05,229849.87,54057.18,19.04,Dez,2025
1030,2022-10-26,Sul,498771.74,251442.48,247329.26,49.59,Abr,2025
1031,2024-08-29,Sudeste,406179.57,211671.72,194507.85,47.89,Mai,2022
1032,2024-05-17,Centro-Oeste,328705.59,122781.65,205923.94,62.65,Jul,2025
1033,2024-04-03,Centro-Oeste,375875.31,316182.8,59692.51,15.88,Jan,2025
1034,2023-11-28,Sul,107100.76,56731.84,50368.92,47.03,Jul,2022
1035,2024-05-15,Sul,224360.17,78647.2,145712.97,64.95,Jul,2025
1036,2025-06-15,Nordeste,285827.17,188504.3,97322.87,34.05,Mai,2025
1037,2023-08-04,Nordeste,464665.39,202575.06,262090.33,56.4,Jul,2023
1038,2023-12-07,Sudeste,252118.63,123370.5,128748.13,51.07,Mar,2023
1039,2023-08-06,Sudeste,499619.59,329296.64,170322.95,34.09,Ago,2024
1040,2023-04-03,Nordeste,35533.48,26370.06,9163.42,25.79,Jul,2022
1041,2025-01-06,Sudeste,58770.42,51327.06,7443.36,12.67,Ago,2025
1042,2023-03-16,Centro-Oeste,386479.66,126406.77,260072.89,67.29,Dez,2024
1043,2025-01-26,Norte,19235.8,9558.99,9676.81,50.31,Jul,2024
1044,2025-01-11,Norte,460387.31,306884.82,153502.49,33.34,Nov,2025
1045,2024-02-22,Centro-Oeste,55439.81,44775.12,10664.69,19.24,Set,2025
1046,2025-10-01,Centro-Oeste,188822.77,166036.38,22786.39,12.07,Ago,2025
1047,2022-02-22,Nordeste,153633.88,119755.08,33878.8,22.05,Jul,2023
1048,2022-09-24,Sul,330953.22,274308.78,56644.44,17.12,Jul,2025
1049,2025-06-27,Nordeste,90116.06,54033.13,36082.93,40.04,Fev,2025
1050,2023-11-21,Sudeste,112630.96,59961.21,52669.75,46.76,Jul,2025
1051,2024-02-13,Norte,116599.86,77473.23,39126.63,33.56,Ago,2023
1052,2022-12-01,Nordeste,249431.5,148883.28,100548.22,40.31,Jul,2024
1053,2023-06-15,Sudeste,356533.01,195123.37,161409.64,45.27,Dez,2025
1054,2024-08-19,Norte,206209.59,147590.49,58619.1,28.43,Jul,2024
1055,2024-03-19,Norte,14979.73,5899.81,9079.92,60.61,Dez,2023
1056,2025-04-07,Centro-Oeste,409026.05,185386.69,223639.36,54.68,Jun,2025
1057,2025-05-02,Norte,87972.95,62766.69,25206.26,28.65,Ago,2025
1058,2023-01-12,Sudeste,136171.17,99496.92,36674.25,26.93,Fev,2024
1059,2022-02-22,Sul,400140.65,272813.84,127326.81,31.82,Out,2024
