id,data_venda,produto,regiao,quantidade,preco_unitario,valor_total,canal,codigo_pedido
974,2022-01-18,"Monitor 27""",Sudeste,2,2351.56,4703.12,Marketplace,VND-00974
975,2022-02-09,Headset Gamer,Sudeste,12,4328.2,51938.4,Loja Física,VND-00975
976,2025-12-24,"Monitor 27""",Centro-Oeste,13,2567.27,33374.51,Televendas,VND-00976
977,2023-01-17,Mouse Wireless,Sul,20,2681.23,53624.6,Televendas,VND-00977
978,2022-02-14,Notebook Pro,Nordeste,18,4635.43,83437.74,Marketplace,VND-00978
979,2022-11-18,Notebook Pro,Centro-Oeste,11,2475.17,27226.87,Marketplace,VND-00979
980,2023-04-29,Impressora Laser,Centro-Oeste,12,3144.89,37738.68,Online,VND-00980
981,2022-03-02,Impressora Laser,Centro-Oeste,9,4399.45,39595.05,Loja Física,VND-00981
982,2024-03-15,Smartphone,Nordeste,5,1741.84,8709.2,Online,VND-00982
983,2025-10-20,"Tablet 10""",Nordeste,13,2627.55,34158.15,Televendas,VND-00983
984,2024-05-23,Headset Gamer,Sul,8,2885.85,23086.8,Marketplace,VND-00984
985,2023-02-28,Smartphone,Nordeste,15,2734.06,41010.9,Loja Física,VND-00985
986,2025-12-15,Hub USB-C,Sul,5,1579.54,7897.7,Loja Física,VND-00986
987,2022-10-25,Smartphone,Sul,14,4978.64,69700.96,Loja Física,VND-00987
988,2024-12-27,Roteador WiFi 6,Norte,11,385.68,4242.48,Loja Física,VND-00988
989,2022-10-26,Roteador WiFi 6,Norte,11,4205.64,46262.04,Marketplace,VND-00989
990,2023-09-14,Memória RAM 16GB,Centro-Oeste,14,4807.92,67310.88,Loja Física,VND-00990
991,2023-01-14,Notebook Pro,Sul,7,578.52,4049.64,Marketplace,VND-00991
992,2023-04-18,"Tablet 10""",Nordeste,20,2856.86,57137.2,Loja Física,VND-00992
993,2025-11-10,Cadeira Ergonômica,Sudeste,1,1828.34,1828.34,Loja Física,VND-00993
994,2024-08-18,Roteador WiFi 6,Centro-Oeste,17,4238.38,72052.46,Loja Física,VND-00994
995,2022-10-09,Teclado Mecânico,Nordeste,13,2482.66,32274.58,Loja Física,VND-00995
996,2022-01-31,Hub USB-C,Centro-Oeste,2,2072.52,4145.04,Televendas,VND-00996
997,2023-02-20,Cadeira Ergonômica,Nordeste,8,3724.71,29797.68,Online,VND-00997
998,2024-06-18,Mesa Digitalizadora,Sul,6,4639.16,27834.96,Televendas,VND-00998
999,2023-05-21,SSD 1TB,Sudeste,11,4340.54,47745.94,Online,VND-00999
1000,2024-02-19,Roteador WiFi 6,Centro-Oeste,20,3689.89,73797.8,Televendas,VND-01000
1001,2025-03-17,"Tablet 10""",Sul,20,4698.74,93974.8,Online,VND-01001
1002,2024-07-24,Mesa Digitalizadora,Norte,17,591.12,10049.04,Loja Física,VND-01002
1003,2022-03-22,Impressora Laser,Sudeste,17,2712.45,46111.65,Online,VND-01003
1004,2024-03-26,Hub USB-C,Centro-Oeste,7,1491.34,10439.38,Marketplace,VND-01004
1005,2023-08-26,"Tablet 10""",Norte,15,874.11,13111.65,Loja Física,VND-01005
1006,2024-07-14,"Monitor 27""",Sul,15,4157.97,62369.55,Online,VND-01006
1007,2025-11-26,Impressora Laser,Nordeste,6,3904.72,23428.32,Televendas,VND-01007
1008,2022-02-21,Teclado Mecânico,Sudeste,14,1651.13,23115.82,Loja Física,VND-01008
1009,2023-10-26,Roteador WiFi 6,Nordeste,15,496.39,7445.85,Online,VND-01009
1010,2024-07-09,Smartphone,Centro-Oeste,3,615.12,1845.36,Online,VND-01010
1011,2024-11-13,"Tablet 10""",Nordeste,17,3551.03,60367.51,Televendas,VND-01011
1012,2022-12-16,Hub USB-C,Centro-Oeste,18,1934.0,34812.0,Loja Física,VND-01012
1013,2023-01-02,Cadeira Ergonômica,Norte,6,4350.65,26103.9,Televendas,VND-01013
1014,2024-07-02,Headset Gamer,Nordeste,10,1582.12,15821.2,Online,VND-01014
1015,2022-01-08,"Tablet 10""",Centro-Oeste,5,4804.15,24020.75,Online,VND-01015
1016,2024-10-18,Impressora Laser,Norte,15,2513.26,37698.9,Televendas,VND-01016
1017,2025-09-12,Memória RAM 16GB,Sudeste,8,1123.53,8988.24,Televendas,VND-01017
1018,2025-05-14,Notebook Pro,Nordeste,15,443.05,6645.75,Marketplace,VND-01018
1019,2023-03-02,Notebook Pro,Nordeste,20,3161.75,63235.0,Loja Física,VND-01019
1020,2022-03-17,Teclado Mecânico,Norte,2,3283.72,6567.44,Marketplace,VND-01020
1021,2022-04-11,"Monitor 27""",Sudeste,11,4605.9,50664.9,Loja Física,VND-01021
1022,2025-06-05,Smartphone,Sul,6,3376.85,20261.1,Loja Física,VND-01022
1023,2024-01-08,Hub USB-C,Norte,15,3759.21,56388.15,Online,VND-01023
1024,2024-02-16,Mesa Digitalizadora,Norte,10,1647.97,16479.7,Televendas,VND-01024
1025,2024-08-22,Teclado Mecânico,Norte,18,371.38,6684.84,Marketplace,VND-01025
1026,2024-12-10,Mouse Wireless,Nordeste,11,2658.91,29248.01,Online,VND-01026
1027,2025-07-12,Impressora Laser,Norte,4,2878.27,11513.08,Televendas,VND-01027
1028,2025-12-18,Headset Gamer,Sudeste,20,4672.76,93455.2,Marketplace,VND-01028
1029,2025-06-30,Webcam HD,Nordeste,9,2650.69,23856.21,Televendas,VND-01029
1030,2024-10-16,Memória RAM 16GB,Nordeste,17,3659.46,62210.82,Loja Física,VND-01030
1031,2022-01-04,"Monitor 27""",Norte,10,4897.33,48973.3,Televendas,VND-01031
1032,2023-03-01,Cadeira Ergonômica,Sul,4,3700.47,14801.88,Televendas,VND-01032
1033,2023-12-18,Impressora Laser,Nordeste,14,275.19,3852.66,Online,VND-01033
1034,2023-06-06,Cadeira Ergonômica,Norte,7,3465.58,24259.06,Marketplace,VND-01034
1035,2023-10-26,Cadeira Ergonômica,Norte,10,2558.11,25581.1,Online,VND-01035
1036,2025-03-11,"Tablet 10""",Norte,11,1739.74,19137.14,Loja Física,VND-01036
1037,2023-11-24,Hub USB-C,Sudeste,7,1686.05,11802.35,Televendas,VND-01037
1038,2024-09-13,Teclado Mecânico,Sudeste,2,3245.98,6491.96,Marketplace,VND-01038
1039,2024-04-27,Hub USB-C,Norte,15,3930.75,58961.25,Marketplace,VND-01039
1040,2023-10-09,Impressora Laser,Sul,19,3638.57,69132.83,Online,VND-01040
1041,2023-11-11,Cadeira Ergonômica,Centro-Oeste,7,2908.12,20356.84,Online,VND-01041
1042,2022-03-05,Webcam HD,Sudeste,5,1438.28,7191.4,Loja Física,VND-01042
1043,2023-01-19,"Tablet 10""",Norte,19,3048.16,57915.04,Marketplace,VND-01043
1044,2023-07-11,SSD 1TB,Norte,11,3563.71,39200.81,Televendas,VND-01044
1045,2023-09-12,Mouse Wireless,Sul,8,1889.34,15114.72,Marketplace,VND-01045
1046,2022-03-18,Cadeira Ergonômica,Nordeste,6,605.54,3633.24,Online,VND-01046
1047,2024-09-15,Hub USB-C,Sul,15,2554.67,38320.05,Loja Física,VND-01047
1048,2024-09-17,Roteador WiFi 6,Sul,7,1733.57,12134.99,Marketplace,VND-01048
1049,2022-07-21,Mesa Digitalizadora,Sul,11,759.31,8352.41,Loja Física,VND-01049
1050,2024-07-29,SSD 1TB,Sul,7,3636.62,25456.34,Online,VND-01050
1051,2022-04-01,Smartphone,Sul,1,1589.36,1589.36,Online,VND-01051
1052,2022-04-05,"Monitor 27""",Sul,11,2361.04,25971.44,Marketplace,VND-01052
1053,2023-10-02,Smartphone,Nordeste,1,2908.92,2908.92,Marketplace,VND-01053
1054,2023-07-21,Impressora Laser,Centro-Oeste,7,1003.1,7021.7,Televendas,VND-01054
1055,2022-11-19,Headset Gamer,Norte,4,1399.64,5598.56,Online,VND-01055
1056,2022-07-29,Mouse Wireless,Sul,20,2820.15,56403.0,Marketplace,VND-01056
1057,2022-10-17,Roteador WiFi 6,Centro-Oeste,18,1626.5,29277.0,Loja Física,VND-01057
1058,2025-06-09,Hub USB-C,Centro-Oeste,6,402.65,2415.9,Televendas,VND-01058
1059,2024-08-22,Hub USB-C,Norte,2,693.87,1387.74,Online,VND-01059
1060,2024-05-23,SSD 1TB,Nordeste,13,316.31,4112.03,Televendas,VND-01060
1061,2023-11-12,Mesa Digitalizadora,Nordeste,20,1810.34,36206.8,Online,VND-01061
1062,2022-07-10,Mesa Digitalizadora,Sudeste,15,2860.56,42908.4,Online,VND-01062
1063,2025-08-12,Roteador WiFi 6,Sudeste,15,1586.44,23796.6,Televendas,VND-01063
1064,2022-10-22,Mesa Digitalizadora,Sul,8,4739.87,37918.96,Marketplace,VND-01064
1065,2025-12-03,Hub USB-C,Centro-Oeste,12,1990.78,23889.36,Marketplace,VND-01065
1066,2022-05-14,Memória RAM 16GB,Norte,15,2463.16,36947.4,Marketplace,VND-01066
1067,2022-12-16,Headset Gamer,Centro-Oeste,16,2333.15,37330.4,Loja Física,VND-01067
1068,2022-08-08,Webcam HD,Sul,17,559.51,9511.67,Online,VND-01068
1069,2024-03-31,"Tablet 10""",Sudeste,10,2687.09,26870.9,Loja Física,VND-01069
1070,2022-11-22,Memória RAM 16GB,Sudeste,20,1256.27,25125.4,Online,VND-01070
1071,2025-11-22,"Tablet 10""",Sudeste,11,1080.78,11888.58,Televendas,VND-01071
1072,2025-01-20,Roteador WiFi 6,Nordeste,19,3947.27,74998.13,Loja Física,VND-01072
1073,2025-12-28,"Tablet 10""",Sudeste,3,3709.87,11129.61,Online,VND-01073
1074,2023-10-29,Impressora Laser,Norte,19,3000.57,57010.83,Televendas,VND-01074
1075,2024-04-11,"Monitor 27""",Sul,6,1574.78,9448.68,Online,VND-01075
1076,2024-02-16,Webcam HD,Sudeste,20,3868.15,77363.0,Online,VND-01076
1077,2022-10-12,Hub USB-C,Sul,3,1127.18,3381.54,Online,VND-01077
1078,2024-07-16,Impressora Laser,Centro-Oeste,5,3321.36,16606.8,Televendas,VND-01078
1079,2023-02-05,Mouse Wireless,Centro-Oeste,20,2910.76,58215.2,Marketplace,VND-01079
1080,2025-10-23,Headset Gamer,Sudeste,19,3982.02,75658.38,Marketplace,VND-01080
1081,2025-06-06,Impressora Laser,Sudeste,3,2934.5,8803.5,Loja Física,VND-01081
1082,2025-01-29,Notebook Pro,Norte,10,358.93,3589.3,Marketplace,VND-01082
1083,2022-03-05,Mouse Wireless,Sudeste,4,4313.18,17252.72,Televendas,VND-01083
1084,2024-04-11,SSD 1TB,Sudeste,11,3573.28,39306.08,Loja Física,VND-01084
1085,2023-01-21,Impressora Laser,Sudeste,6,2400.61,14403.66,Marketplace,VND-01085
1086,2025-10-04,Teclado Mecânico,Nordeste,14,813.62,11390.68,Online,VND-01086
1087,2022-10-22,Roteador WiFi 6,Sudeste,3,3259.53,9778.59,Televendas,VND-01087
1088,2025-08-08,Cadeira Ergonômica,Sudeste,5,469.08,2345.4,Televendas,VND-01088
1089,2025-06-30,Teclado Mecânico,Sudeste,20,4655.04,93100.8,Televendas,VND-01089
1090,2024-02-27,Webcam HD,Nordeste,18,4109.35,73968.3,Loja Física,VND-01090
1091,2025-03-29,Memória RAM 16GB,Nordeste,14,3042.64,42596.96,Marketplace,VND-01091
1092,2025-03-26,Webcam HD,Norte,14,4636.49,64910.86,Online,VND-01092
1093,2024-01-25,"Monitor 27""",Sul,19,2442.18,46401.42,Televendas,VND-01093
1094,2024-12-14,Mesa Digitalizadora,Centro-Oeste,3,753.33,2259.99,Televendas,VND-01094
1095,2025-06-03,"Monitor 27""",Nordeste,17,437.26,7433.42,Televendas,VND-01095
1096,2025-01-09,Cadeira Ergonômica,Sul,3,3436.17,10308.51,Marketplace,VND-01096
1097,2023-12-05,Impressora Laser,Norte,20,311.23,6224.6,Televendas,VND-01097
1098,2024-08-18,"Tablet 10""",Centro-Oeste,15,2587.68,38815.2,Televendas,VND-01098
1099,2023-08-27,Headset Gamer,Nordeste,12,4804.88,57658.56,Online,VND-01099
1100,2025-02-28,Headset Gamer,Norte,20,3759.66,75193.2,Televendas,VND-01100
1101,2022-04-16,Smartphone,Centro-Oeste,19,886.94,16851.86,Online,VND-01101
1102,2022-09-17,Impressora Laser,Norte,10,2449.56,24495.6,Marketplace,VND-01102
1103,2023-07-30,Headset Gamer,Centro-Oeste,9,706.07,6354.63,Online,VND-01103
1104,2025-04-26,Roteador WiFi 6,Nordeste,4,3038.92,12155.68,Televendas,VND-01104
1105,2023-06-20,Cadeira Ergonômica,Nordeste,12,4048.81,48585.72,Televendas,VND-01105
1106,2022-03-09,Webcam HD,Norte,6,4006.89,24041.34,Loja Física,VND-01106
1107,2022-11-12,Mesa Digitalizadora,Sudeste,20,4673.01,93460.2,Televendas,VND-01107
1108,2024-06-20,Roteador WiFi 6,Nordeste,13,1227.84,15961.92,Loja Física,VND-01108
1109,2023-12-08,Notebook Pro,Centro-Oeste,19,3685.09,70016.71,Online,VND-01109
1110,2024-03-27,Memória RAM 16GB,Centro-Oeste,2,879.62,1759.24,Televendas,VND-01110
1111,2025-10-31,Roteador WiFi 6,Sudeste,18,1206.62,21719.16,Televendas,VND-01111
1112,2024-06-09,Notebook Pro,Centro-Oeste,9,768.49,6916.41,Televendas,VND-01112
1113,2024-12-21,Smartphone,Norte,13,3408.54,44311.02,Online,VND-01113
1114,2024-06-03,"Tablet 10""",Centro-Oeste,18,3205.25,57694.5,Marketplace,VND-01114
1115,2022-07-21,Headset Gamer,Sul,9,1372.08,12348.72,Televendas,VND-01115
1116,2023-05-11,Roteador WiFi 6,Sul,15,3877.1,58156.5,Loja Física,VND-01116
1117,2025-11-14,Teclado Mecânico,Centro-Oeste,17,1720.16,29242.72,Online,VND-01117
1118,2022-01-25,SSD 1TB,Norte,1,4166.86,4166.86,Online,VND-01118
1119,2023-08-04,Headset Gamer,Nordeste,15,1790.01,26850.15,Online,VND-01119
1120,2022-04-27,"Tablet 10""",Nordeste,1,3116.02,3116.02,Online,VND-01120
1121,2025-05-23,Teclado Mecânico,Sudeste,4,477.61,1910.44,Loja Física,VND-01121
1122,2023-06-03,Headset Gamer,Sudeste,4,3493.49,13973.96,Online,VND-01122
1123,2023-07-21,Cadeira Ergonômica,Sudeste,15,4617.34,69260.1,Marketplace,VND-01123
1124,2022-06-01,Headset Gamer,Norte,9,851.73,7665.57,Televendas,VND-01124
1125,2022-05-04,Headset Gamer,Centro-Oeste,13,1696.64,22056.32,Loja Física,VND-01125
1126,2023-02-15,"Tablet 10""",Sudeste,15,393.52,5902.8,Loja Física,VND-01126
1127,2025-01-12,Cadeira Ergonômica,Sudeste,16,586.73,9387.68,Loja Física,VND-01127
1128,2024-06-23,Roteador WiFi 6,Centro-Oeste,20,3234.52,64690.4,Online,VND-01128
1129,2025-03-16,Roteador WiFi 6,Centro-Oeste,2,410.95,821.9,Televendas,VND-01129
1130,2022-11-01,Smartphone,Norte,1,4487.74,4487.74,Online,VND-01130
1131,2025-12-04,Webcam HD,Sudeste,13,1368.86,17795.18,Online,VND-01131
1132,2024-10-01,Memória RAM 16GB,Sudeste,17,3552.65,60395.05,Televendas,VND-01132
1133,2022-01-07,SSD 1TB,Sudeste,3,2723.64,8170.92,Online,VND-01133
1134,2024-01-06,Webcam HD,Centro-Oeste,19,2699.76,51295.44,Televendas,VND-01134
1135,2025-08-18,"Monitor 27""",Centro-Oeste,2,3179.75,6359.5,Marketplace,VND-01135
1136,2023-08-17,Smartphone,Nordeste,3,4213.85,12641.55,Loja Física,VND-01136
1137,2024-02-26,Smartphone,Nordeste,18,244.69,4404.42,Marketplace,VND-01137
1138,2025-07-15,Roteador WiFi 6,Centro-Oeste,13,4487.48,58337.24,Televendas,VND-01138
1139,2024-06-15,Roteador WiFi 6,Nordeste,3,4431.81,13295.43,Loja Física,VND-01139
1140,2025-04-29,Mouse Wireless,Sudeste,2,1005.81,2011.62,Televendas,VND-01140
1141,2025-08-10,Headset Gamer,Sudeste,3,3974.06,11922.18,Televendas,VND-01141
1142,2022-04-25,Webcam HD,Norte,1,233.36,233.36,Televendas,VND-01142
1143,2025-09-01,Smartphone,Sul,4,1097.81,4391.24,Televendas,VND-01143
1144,2025-04-01,Mouse Wireless,Norte,18,787.32,14171.76,Online,VND-01144
1145,2022-02-09,Memória RAM 16GB,Sul,5,2470.03,12350.15,Online,VND-01145
1146,2022-09-25,Notebook Pro,Nordeste,8,3521.42,28171.36,Online,VND-01146
1147,2022-07-19,Memória RAM 16GB,Sul,10,4112.66,41126.6,Loja Física,VND-01147
1148,2022-08-06,"Monitor 27""",Sudeste,19,366.59,6965.21,Loja Física,VND-01148
1149,2024-05-22,Webcam HD,Sudeste,3,4032.04,12096.12,Marketplace,VND-01149
1150,2025-03-25,Impressora Laser,Nordeste,4,4880.47,19521.88,Marketplace,VND-01150
1151,2025-04-29,Teclado Mecânico,Centro-Oeste,7,3832.93,26830.51,Online,VND-01151
1152,2024-04-30,Teclado Mecânico,Centro-Oeste,4,1405.77,5623.08,Loja Física,VND-01152
1153,2025-04-06,Notebook Pro,Nordeste,15,1256.04,18840.6,Online,VND-01153
1154,2022-11-20,Notebook Pro,Sudeste,20,1911.85,38237.0,Online,VND-01154
1155,2022-07-02,Roteador WiFi 6,Sul,1,85.76,85.76,Marketplace,VND-01155
1156,2024-09-01,Roteador WiFi 6,Nordeste,14,3482.84,48759.76,Loja Física,VND-01156
1157,2024-12-07,Memória RAM 16GB,Sudeste,5,3217.14,16085.7,Loja Física,VND-01157
1158,2022-03-19,"Tablet 10""",Nordeste,6,3072.16,18432.96,Televendas,VND-01158
1159,2025-07-08,Mesa Digitalizadora,Centro-Oeste,20,4753.98,95079.6,Marketplace,VND-01159
1160,2023-04-28,Mouse Wireless,Norte,14,72.62,1016.68,Online,VND-01160
1161,2025-01-10,Impressora Laser,Nordeste,20,1841.41,36828.2,Televendas,VND-01161
1162,2023-02-01,"Monitor 27""",Nordeste,7,1418.31,9928.17,Televendas,VND-01162
1163,2025-10-04,Hub USB-C,Norte,16,922.8,14764.8,Online,VND-01163
1164,2024-06-09,Headset Gamer,Centro-Oeste,12,1461.07,17532.84,Televendas,VND-01164
1165,2022-04-18,Hub USB-C,Sul,2,566.88,1133.76,Loja Física,VND-01165
1166,2024-09-20,Impressora Laser,Norte,6,3938.19,23629.14,Online,VND-01166
1167,2025-04-28,"Tablet 10""",Centro-Oeste,8,3620.95,28967.6,Televendas,VND-01167
1168,2023-10-30,Mouse Wireless,Norte,7,3748.08,26236.56,Marketplace,VND-01168
1169,2024-04-24,Mesa Digitalizadora,Nordeste,8,535.42,4283.36,Televendas,VND-01169
1170,2025-04-13,Memória RAM 16GB,Norte,8,413.97,3311.76,Televendas,VND-01170
1171,2025-06-02,Memória RAM 16GB,Nordeste,5,1120.02,5600.1,Televendas,VND-01171
1172,2023-02-02,Smartphone,Centro-Oeste,12,725.2,8702.4,Marketplace,VND-01172
1173,2022-03-07,Roteador WiFi 6,Sul,7,1712.66,11988.62,Online,VND-01173
1174,2024-08-11,Memória RAM 16GB,Sudeste,9,725.68,6531.12,Loja Física,VND-01174
1175,2023-08-28,"Tablet 10""",Nordeste,11,1138.28,12521.08,Loja Física,VND-01175
1176,2023-04-16,"Monitor 27""",Sudeste,19,4852.17,92191.23,Televendas,VND-01176
1177,2024-08-05,Headset Gamer,Norte,7,2978.33,20848.31,Televendas,VND-01177
1178,2024-06-08,"Tablet 10""",Nordeste,8,1276.77,10214.16,Loja Física,VND-01178
1179,2024-05-05,Notebook Pro,Norte,19,4496.35,85430.65,Televendas,VND-01179
1180,2024-12-23,SSD 1TB,Sudeste,17,216.42,3679.14,Online,VND-01180
1181,2022-06-20,Impressora Laser,Norte,15,2501.66,37524.9,Televendas,VND-01181
1182,2023-08-29,Mouse Wireless,Norte,7,706.92,4948.44,Online,VND-01182
1183,2022-11-28,Roteador WiFi 6,Sudeste,16,3361.73,53787.68,Online,VND-01183
1184,2022-10-11,Mesa Digitalizadora,Sudeste,15,2345.62,35184.3,Loja Física,VND-01184
1185,2025-12-12,Smartphone,Norte,12,3152.71,37832.52,Online,VND-01185
1186,2023-11-13,Impressora Laser,Norte,13,4472.5,58142.5,Marketplace,VND-01186
1187,2025-11-30,"Tablet 10""",Sul,14,3776.8,52875.2,Loja Física,VND-01187
1188,2023-11-19,Roteador WiFi 6,Norte,3,3121.25,9363.75,Marketplace,VND-01188
1189,2024-01-19,Memória RAM 16GB,Sul,2,599.28,1198.56,Online,VND-01189
1190,2025-08-20,Impressora Laser,Norte,12,1863.84,22366.08,Loja Física,VND-01190
1191,2023-05-04,Impressora Laser,Norte,5,4907.2,24536.0,Televendas,VND-01191
1192,2025-12-10,Mouse Wireless,Nordeste,19,4362.1,82879.9,Marketplace,VND-01192
1193,2024-10-28,Smartphone,Sudeste,12,4494.77,53937.24,Marketplace,VND-01193
1194,2023-12-09,Memória RAM 16GB,Sudeste,2,363.68,727.36,Online,VND-01194
1195,2025-10-21,Mesa Digitalizadora,Sul,16,3563.64,57018.24,Marketplace,VND-01195
1196,2025-10-10,Roteador WiFi 6,Norte,15,3123.71,46855.65,Loja Física,VND-01196
1197,2024-03-11,Hub USB-C,Nordeste,15,482.18,7232.7,Marketplace,VND-01197
1198,2023-07-20,"Monitor 27""",Nordeste,3,591.36,1774.08,Televendas,VND-01198
1199,2024-12-02,Smartphone,Norte,5,4381.22,21906.1,Marketplace,VND-01199
1200,2025-01-13,Hub USB-C,Nordeste,14,4849.39,67891.46,Televendas,VND-01200
1201,2025-08-13,Notebook Pro,Centro-Oeste,12,2129.64,25555.68,Loja Física,VND-01201
1202,2023-04-21,Mesa Digitalizadora,Sul,3,159.08,477.24,Marketplace,VND-01202
1203,2025-09-04,Smartphone,Centro-Oeste,14,2914.59,40804.26,Televendas,VND-01203
1204,2024-12-21,Mesa Digitalizadora,Sul,19,3345.98,63573.62,Televendas,VND-01204
1205,2022-09-28,Hub USB-C,Centro-Oeste,15,1555.21,23328.15,Loja Física,VND-01205
1206,2024-02-01,Headset Gamer,Norte,9,1172.57,10553.13,Loja Física,VND-01206
1207,2022-12-07,"Tablet 10""",Nordeste,12,1457.69,17492.28,Marketplace,VND-01207
1208,2025-12-21,Roteador WiFi 6,Nordeste,6,4867.37,29204.22,Loja Física,VND-01208
1209,2023-10-11,"Tablet 10""",Nordeste,8,628.74,5029.92,Televendas,VND-01209
1210,2023-02-25,Impressora Laser,Norte,9,1879.88,16918.92,Marketplace,VND-01210
1211,2024-07-07,Impressora Laser,Nordeste,12,782.32,9387.84,Marketplace,VND-01211
1212,2024-04-08,Hub USB-C,Sudeste,4,4606.15,18424.6,Loja Física,VND-01212
1213,2022-11-16,Notebook Pro,Sul,15,4642.67,69640.05,Marketplace,VND-01213
1214,2023-08-17,Cadeira Ergonômica,Sul,10,2395.86,23958.6,Loja Física,VND-01214
1215,2024-06-24,Webcam HD,Norte,19,3656.29,69469.51,Televendas,VND-01215
1216,2025-02-02,"Monitor 27""",Centro-Oeste,2,740.15,1480.3,Online,VND-01216
1217,2023-03-28,Memória RAM 16GB,Centro-Oeste,13,3106.73,40387.49,Online,VND-01217
1218,2025-08-06,Mouse Wireless,Sul,11,322.42,3546.62,Loja Física,VND-01218
1219,2022-06-21,Impressora Laser,Sudeste,9,1018.79,9169.11,Online,VND-01219
1220,2024-10-01,Webcam HD,Sul,17,2002.4,34040.8,Online,VND-01220
1221,2024-05-25,Webcam HD,Sudeste,12,2017.91,24214.92,Marketplace,VND-01221
1222,2023-12-21,Headset Gamer,Sudeste,1,1459.02,1459.02,Online,VND-01222
1223,2024-06-28,Roteador WiFi 6,Sudeste,7,3652.87,25570.09,Televendas,VND-01223
1224,2024-05-18,Roteador WiFi 6,Sudeste,10,860.76,8607.6,Loja Física,VND-01224
1225,2022-10-22,Mouse Wireless,Centro-Oeste,19,3009.78,57185.82,Televendas,VND-01225
1226,2022-05-16,Hub USB-C,Sul,17,4933.86,83875.62,Televendas,VND-01226
1227,2025-08-01,Hub USB-C,Centro-Oeste,3,82.76,248.28,Televendas,VND-01227
1228,2025-12-25,"Tablet 10""",Nordeste,6,2801.28,16807.68,Loja Física,VND-01228
1229,2023-08-16,Impressora Laser,Sudeste,6,4169.8,25018.8,Online,VND-01229
1230,2023-09-15,Memória RAM 16GB,Sul,10,4181.2,41812.0,Televendas,VND-01230
1231,2022-01-06,Teclado Mecânico,Centro-Oeste,8,182.86,1462.88,Marketplace,VND-01231
1232,2025-09-25,Hub USB-C,Centro-Oeste,16,664.68,10634.88,Televendas,VND-01232
1233,2025-11-09,Smartphone,Nordeste,6,2484.84,14909.04,Online,VND-01233
1234,2024-10-06,"Monitor 27""",Sul,4,3835.36,15341.44,Marketplace,VND-01234
1235,2024-06-12,Mesa Digitalizadora,Centro-Oeste,19,2428.41,46139.79,Televendas,VND-01235
1236,2025-03-24,Notebook Pro,Centro-Oeste,4,1897.35,7589.4,Loja Física,VND-01236
1237,2023-10-17,Memória RAM 16GB,Nordeste,19,339.63,6452.97,Marketplace,VND-01237
1238,2024-01-10,SSD 1TB,Centro-Oeste,6,311.8,1870.8,Online,VND-01238
1239,2025-08-01,Hub USB-C,Norte,10,1493.74,14937.4,Loja Física,VND-01239
1240,2025-05-11,Cadeira Ergonômica,Nordeste,6,3835.21,23011.26,Marketplace,VND-01240
1241,2025-11-03,Cadeira Ergonômica,Centro-Oeste,11,4142.77,45570.47,Marketplace,VND-01241
1242,2025-04-02,Webcam HD,Nordeste,12,524.38,6292.56,Online,VND-01242
1243,2024-02-03,Cadeira Ergonômica,Sudeste,5,2614.95,13074.75,Televendas,VND-01243
1244,2022-11-30,"Monitor 27""",Nordeste,11,4608.49,50693.39,Loja Física,VND-01244
1245,2023-01-21,Cadeira Ergonômica,Sul,17,1144.51,19456.67,Online,VND-01245
1246,2022-06-06,"Monitor 27""",Nordeste,14,2329.43,32612.02,Online,VND-01246
1247,2025-11-16,Webcam HD,Nordeste,16,1773.64,28378.24,Televendas,VND-01247
1248,2023-12-02,Teclado Mecânico,Centro-Oeste,20,2639.45,52789.0,Online,VND-01248
1249,2025-11-22,Teclado Mecânico,Nordeste,4,1150.67,4602.68,Marketplace,VND-01249
1250,2022-06-10,SSD 1TB,Norte,5,1088.71,5443.55,Online,VND-01250
1251,2024-06-02,Notebook Pro,Nordeste,1,3884.73,3884.73,Online,VND-01251
1252,2024-11-17,"Tablet 10""",Norte,2,3975.62,7951.24,Televendas,VND-01252
1253,2022-03-30,"Monitor 27""",Centro-Oeste,4,4547.22,18188.88,Online,VND-01253
1254,2025-05-17,Mouse Wireless,Sul,4,3922.74,15690.96,Loja Física,VND-01254
1255,2022-03-01,"Monitor 27""",Nordeste,6,3369.47,20216.82,Marketplace,VND-01255
1256,2022-11-25,Mesa Digitalizadora,Sul,19,1771.79,33664.01,Loja Física,VND-01256
1257,2022-07-22,Mesa Digitalizadora,Sul,17,2872.67,48835.39,Online,VND-01257
1258,2023-01-28,Headset Gamer,Nordeste,17,1124.14,19110.38,Online,VND-01258
1259,2024-10-29,Mesa Digitalizadora,Sudeste,4,4624.95,18499.8,Marketplace,VND-01259
1260,2025-10-11,"Monitor 27""",Nordeste,19,966.37,18361.03,Marketplace,VND-01260
1261,2024-11-19,Mouse Wireless,Sudeste,13,2149.25,27940.25,Online,VND-01261
1262,2022-08-14,Impressora Laser,Nordeste,11,661.9,7280.9,Televendas,VND-01262
1263,2025-02-15,Roteador WiFi 6,Norte,12,3538.42,42461.04,Online,VND-01263
1264,2024-02-28,Headset Gamer,Sudeste,11,2493.88,27432.68,Marketplace,VND-01264
1265,2024-04-14,Headset Gamer,Sudeste,15,1168.07,17521.05,Loja Física,VND-01265
1266,2024-09-01,Smartphone,Centro-Oeste,3,4479.04,13437.12,Loja Física,VND-01266
