id,nome,cargo,departamento,regiao,salario,data_admissao,status,idade
1311,Funcionário 1311,Estagiário,Vendas,Norte,11318.68,2022-06-21,Ativo,54
1312,Funcionário 1312,Analista,Marketing,Sudeste,6749.46,2016-11-06,Ativo,22
1313,Funcionário 1313,Gerente,Logística,Sudeste,12788.45,2024-01-04,Ativo,27
1314,Funcionário 1314,Diretor,Contabilidade,Norte,18975.56,2018-06-25,Ativo,43
1315,Funcionário 1315,Estagiário,Contabilidade,Sul,5440.13,2019-04-27,Ativo,22
1316,Funcionário 1316,Estagiário,RH,Sudeste,23535.12,2017-11-04,Desligado,56
1317,Funcionário 1317,Analista,Contabilidade,Centro-Oeste,21854.4,2017-10-20,Desligado,45
1318,Funcionário 1318,Estagiário,Logística,Norte,11480.97,2023-04-25,Ativo,54
1319,Funcionário 1319,Diretor,Financeiro,Sul,21320.2,2015-01-02,Ativo,19
1320,Funcionário 1320,Coordenador,Vendas,Norte,24548.23,2017-02-22,Ativo,57
1321,Funcionário 1321,Gerente,Financeiro,Centro-Oeste,2325.38,2015-12-25,Ativo,63
1322,Funcionário 1322,Estagiário,TI,Sul,14863.35,2024-02-07,Ativo,56
1323,Funcionário 1323,Analista,TI,Centro-Oeste,24710.83,2018-06-09,Ativo,38
1324,Funcionário 1324,Diretor,Vendas,Sudeste,23723.28,2021-05-01,Ativo,55
1325,Funcionário 1325,Assistente,Financeiro,Centro-Oeste,10595.13,2017-04-20,Desligado,52
1326,Funcionário 1326,Gerente,Marketing,Sudeste,23987.17,2019-09-10,Desligado,59
1327,Funcionário 1327,Assistente,Marketing,Norte,23765.62,2018-10-12,Desligado,42
1328,Funcionário 1328,Analista,RH,Centro-Oeste,24817.19,2024-05-15,Desligado,21
1329,Funcionário 1329,Diretor,Contabilidade,Sul,7645.01,2015-08-31,Férias,29
1330,Funcionário 1330,Gerente,RH,Norte,17245.43,2017-09-02,Desligado,61
1331,Funcionário 1331,Estagiário,Marketing,Nordeste,5063.27,2023-09-26,Desligado,48
1332,Funcionário 1332,Diretor,Financeiro,Centro-Oeste,4935.93,2015-10-11,Ativo,65
1333,Funcionário 1333,Coordenador,Contabilidade,Norte,8909.18,2023-12-14,Ativo,65
1334,Funcionário 1334,Estagiário,Vendas,Norte,13458.25,2022-01-29,Ativo,42
1335,Funcionário 1335,Coordenador,Financeiro,Sudeste,17377.43,2020-06-25,Férias,47
1336,Funcionário 1336,Coordenador,RH,Norte,11843.88,2020-03-12,Ativo,19
1337,Funcionário 1337,Coordenador,Marketing,Norte,8653.32,2015-05-18,Férias,26
1338,Funcionário 1338,Estagiário,Marketing,Sudeste,13616.15,2022-01-19,Desligado,29
1339,Funcionário 1339,Diretor,Logística,Sudeste,6610.95,2015-11-28,Ativo,34
1340,Funcionário 1340,Estagiário,RH,Sul,12132.0,2016-06-12,Ativo,34
1341,Funcionário 1341,Gerente,Contabilidade,Sudeste,14444.07,2018-02-15,Ativo,43
1342,Funcionário 1342,Coordenador,RH,Sudeste,8795.63,2021-11-14,Ativo,40
1343,Funcionário 1343,Gerente,TI,Norte,15786.84,2019-04-08,Ativo,33
1344,Funcionário 1344,Gerente,Logística,Sul,4338.96,2023-08-31,Desligado,46
1345,Funcionário 1345,Estagiário,RH,Centro-Oeste,17976.79,2018-09-28,Ativo,34
1346,Funcionário 1346,Coordenador,TI,Norte,10773.17,2023-09-06,Ativo,49
1347,Funcionário 1347,Analista,Contabilidade,Sul,23282.17,2024-08-03,Desligado,30
1348,Funcionário 1348,Diretor,Financeiro,Sudeste,5405.15,2019-02-23,Ativo,64
1349,Funcionário 1349,Gerente,Vendas,Norte,11466.11,2019-12-28,Ativo,64
1350,Funcionário 1350,Analista,TI,Centro-Oeste,18952.11,2022-12-16,Ativo,43
1351,Funcionário 1351,Gerente,Contabilidade,Centro-Oeste,11727.59,2023-03-13,Férias,54
1352,Funcionário 1352,Gerente,Logística,Sudeste,2278.2,2019-06-28,Férias,65
1353,Funcionário 1353,Gerente,TI,Nordeste,8418.84,2021-06-11,Desligado,47
1354,Funcionário 1354,Assistente,RH,Nordeste,3739.26,2017-10-19,Ativo,56
1355,Funcionário 1355,Estagiário,Contabilidade,Nordeste,7986.63,2017-09-13,Ativo,28
1356,Funcionário 1356,Gerente,RH,Sul,23094.28,2023-01-14,Ativo,48
1357,Funcionário 1357,Assistente,Logística,Sudeste,16805.07,2017-07-20,Ativo,37
1358,Funcionário 1358,Analista,RH,Centro-Oeste,5295.67,2015-11-04,Férias,50
1359,Funcionário 1359,Analista,Contabilidade,Nordeste,10855.96,2018-05-21,Ativo,54
1360,Funcionário 1360,Assistente,TI,Centro-Oeste,3214.49,2021-10-19,Férias,59
1361,Funcionário 1361,Gerente,RH,Nordeste,6313.44,2022-09-08,Ativo,57
1362,Funcionário 1362,Assistente,Contabilidade,Centro-Oeste,3927.47,2017-02-01,Desligado,43
1363,Funcionário 1363,Gerente,Marketing,Sudeste,14559.45,2016-06-06,Desligado,57
1364,Funcionário 1364,Diretor,Vendas,Sudeste,13784.81,2015-03-10,Férias,24
1365,Funcionário 1365,Estagiário,TI,Sul,13910.52,2024-01-14,Férias,39
1366,Funcionário 1366,Assistente,Marketing,Norte,5113.23,2022-10-08,Ativo,26
1367,Funcionário 1367,Assistente,TI,Sul,24566.64,2023-01-13,Férias,25
1368,Funcionário 1368,Estagiário,Logística,Nordeste,7485.6,2021-03-10,Desligado,35
1369,Funcionário 1369,Gerente,RH,Nordeste,15892.08,2022-08-29,Ativo,33
1370,Funcionário 1370,Assistente,Marketing,Sul,9388.1,2020-07-12,Ativo,64
1371,Funcionário 1371,Diretor,Financeiro,Sul,18638.33,2016-01-10,Ativo,37
1372,Funcionário 1372,Analista,RH,Centro-Oeste,10196.47,2024-04-10,Desligado,33
1373,Funcionário 1373,Analista,Financeiro,Sudeste,5308.23,2019-04-02,Ativo,39
1374,Funcionário 1374,Diretor,Contabilidade,Sul,11403.54,2024-08-27,Ativo,43
1375,Funcionário 1375,Diretor,Financeiro,Sudeste,14642.52,2024-03-08,Desligado,63
1376,Funcionário 1376,Estagiário,Vendas,Centro-Oeste,11095.64,2015-05-23,Ativo,52
1377,Funcionário 1377,Estagiário,RH,Norte,5307.65,2021-11-04,Férias,21
1378,Funcionário 1378,Gerente,Logística,Sudeste,19000.41,2023-12-01,Desligado,31
1379,Funcionário 1379,Diretor,Vendas,Centro-Oeste,6158.81,2021-07-16,Ativo,49
1380,Funcionário 1380,Estagiário,Marketing,Centro-Oeste,3948.29,2024-10-27,Ativo,58
1381,Funcionário 1381,Estagiário,TI,Norte,24471.14,2015-07-14,Desligado,54
1382,Funcionário 1382,Diretor,Logística,Sudeste,14821.9,2022-04-29,Ativo,46
1383,Funcionário 1383,Estagiário,Logística,Norte,15142.07,2024-03-08,Férias,63
1384,Funcionário 1384,Analista,Logística,Sudeste,6407.5,2023-05-30,Ativo,30
1385,Funcionário 1385,Diretor,Marketing,Norte,8284.93,2015-03-28,Ativo,54
1386,Funcionário 1386,Analista,Contabilidade,Sul,22702.84,2019-08-14,Ativo,39
1387,Funcionário 1387,Gerente,Vendas,Norte,15074.95,2022-08-26,Férias,50
1388,Funcionário 1388,Diretor,Vendas,Centro-Oeste,9508.2,2020-07-07,Férias,27
1389,Funcionário 1389,Assistente,Financeiro,Sul,2156.65,2016-03-05,Desligado,52
1390,Funcionário 1390,Analista,Financeiro,Centro-Oeste,7583.1,2019-03-15,Férias,56
1391,Funcionário 1391,Assistente,RH,Nordeste,17434.82,2015-10-19,Férias,23
1392,Funcionário 1392,Assistente,RH,Centro-Oeste,4809.19,2020-10-29,Desligado,28
1393,Funcionário 1393,Estagiário,Logística,Sudeste,8371.92,2022-04-17,Desligado,65
1394,Funcionário 1394,Estagiário,TI,Sul,3540.88,2017-10-05,Ativo,21
1395,Funcionário 1395,Diretor,Contabilidade,Centro-Oeste,19315.69,2017-09-14,Férias,23
1396,Funcionário 1396,Gerente,Vendas,Nordeste,24065.27,2020-04-17,Férias,56
1397,Funcionário 1397,Estagiário,Vendas,Sudeste,21135.9,2016-11-16,Férias,35
1398,Funcionário 1398,Coordenador,Contabilidade,Nordeste,8307.96,2024-02-21,Férias,52
1399,Funcionário 1399,Assistente,Marketing,Centro-Oeste,20221.34,2020-06-05,Ativo,61
1400,Funcionário 1400,Coordenador,Contabilidade,Sudeste,19486.36,2023-09-09,Ativo,49
1401,Funcionário 1401,Estagiário,Financeiro,Nordeste,23590.5,2015-03-15,Ativo,30
1402,Funcionário 1402,Analista,Vendas,Norte,23163.15,2019-09-30,Ativo,20
1403,Funcionário 1403,Diretor,Marketing,Centro-Oeste,13817.07,2015-11-12,Férias,32
1404,Funcionário 1404,Assistente,Logística,Nordeste,20931.74,2022-03-15,Ativo,38
1405,Funcionário 1405,Analista,Logística,Sudeste,21320.25,2022-05-07,Férias,23
1406,Funcionário 1406,Assistente,Financeiro,Centro-Oeste,13726.97,2021-09-01,Ativo,34
1407,Funcionário 1407,Coordenador,Vendas,Norte,22463.33,2020-10-14,Ativo,22
1408,Funcionário 1408,Estagiário,Logística,Sudeste,8430.47,2017-09-19,Ativo,57
1409,Funcionário 1409,Estagiário,Logística,Sul,4298.75,2023-03-06,Férias,40
1410,Funcionário 1410,Diretor,Logística,Sul,19320.62,2017-06-21,Ativo,43
1411,Funcionário 1411,Diretor,TI,Centro-Oeste,20836.66,2018-11-12,Férias,55
1412,Funcionário 1412,Diretor,Contabilidade,Sudeste,22930.44,2017-05-18,Ativo,51
1413,Funcionário 1413,Diretor,Marketing,Centro-Oeste,22746.09,2020-03-10,Ativo,26
1414,Funcionário 1414,Analista,Vendas,Norte,6785.47,2023-06-18,Desligado,39
1415,Funcionário 1415,Coordenador,RH,Sul,23566.9,2020-08-02,Ativo,40
1416,Funcionário 1416,Diretor,Financeiro,Sul,23647.88,2015-08-25,Ativo,19
1417,Funcionário 1417,Diretor,Logística,Nordeste,6650.81,2024-01-01,Ativo,33
1418,Funcionário 1418,Coordenador,Financeiro,Sul,4036.68,2015-08-23,Desligado,23
1419,Funcionário 1419,Assistente,RH,Sudeste,2238.77,2022-12-10,Ativo,30
1420,Funcionário 1420,Gerente,RH,Norte,9068.42,2023-02-22,Férias,48
1421,Funcionário 1421,Assistente,Logística,Nordeste,6478.66,2024-04-29,Ativo,40
1422,Funcionário 1422,Gerente,Vendas,Centro-Oeste,6345.76,2021-08-21,Férias,53
1423,Funcionário 1423,Estagiário,Financeiro,Sul,18753.39,2022-08-11,Ativo,52
1424,Funcionário 1424,Analista,Marketing,Norte,21280.34,2018-08-01,Ativo,43
1425,Funcionário 1425,Diretor,Financeiro,Sudeste,19371.22,2019-04-10,Ativo,44
1426,Funcionário 1426,Diretor,TI,Norte,8196.16,2024-11-08,Desligado,31
1427,Funcionário 1427,Diretor,Marketing,Norte,2639.98,2023-04-06,Ativo,58
1428,Funcionário 1428,Diretor,Logística,Nordeste,18817.85,2021-11-18,Ativo,35
1429,Funcionário 1429,Assistente,Logística,Centro-Oeste,15792.95,2015-08-15,Ativo,24
1430,Funcionário 1430,Coordenador,RH,Nordeste,7276.58,2020-04-24,Férias,35
1431,Funcionário 1431,Gerente,Vendas,Sul,5837.44,2024-03-30,Ativo,23
1432,Funcionário 1432,Diretor,Marketing,Sudeste,12096.66,2018-09-08,Férias,39
1433,Funcionário 1433,Estagiário,Marketing,Sudeste,14370.16,2021-08-04,Ativo,52
1434,Funcionário 1434,Gerente,Marketing,Sudeste,3903.12,2017-08-21,Férias,50
1435,Funcionário 1435,Gerente,Vendas,Centro-Oeste,18735.44,2018-09-02,Férias,56
1436,Funcionário 1436,Analista,Financeiro,Norte,22237.57,2019-03-19,Ativo,54
1437,Funcionário 1437,Estagiário,Financeiro,Sudeste,10335.79,2015-12-15,Férias,40
1438,Funcionário 1438,Coordenador,Logística,Nordeste,10054.61,2022-02-05,Férias,45
1439,Funcionário 1439,Diretor,Logística,Centro-Oeste,7836.84,2015-10-16,Desligado,61
1440,Funcionário 1440,Diretor,Vendas,Norte,22909.59,2024-08-04,Ativo,43
1441,Funcionário 1441,Coordenador,Marketing,Norte,11548.64,2018-08-01,Férias,18
1442,Funcionário 1442,Analista,Logística,Sudeste,9616.09,2020-08-25,Férias,44
1443,Funcionário 1443,Coordenador,Marketing,Nordeste,11371.81,2021-02-20,Ativo,30
1444,Funcionário 1444,Estagiário,Logística,Sul,5212.76,2017-09-08,Ativo,45
1445,Funcionário 1445,Estagiário,Logística,Nordeste,5723.06,2020-04-06,Ativo,23
1446,Funcionário 1446,Assistente,Logística,Nordeste,15083.59,2024-08-24,Ativo,65
1447,Funcionário 1447,Gerente,Marketing,Centro-Oeste,11230.79,2024-02-21,Ativo,56
1448,Funcionário 1448,Estagiário,Contabilidade,Sul,11968.48,2016-12-21,Ativo,59
1449,Funcionário 1449,Analista,TI,Norte,18498.86,2017-04-30,Ativo,52
1450,Funcionário 1450,Diretor,Marketing,Centro-Oeste,23118.5,2015-12-12,Ativo,52
1451,Funcionário 1451,Estagiário,Financeiro,Sul,23367.2,2023-08-21,Ativo,35
1452,Funcionário 1452,Analista,Logística,Sul,13694.05,2018-10-17,Férias,24
1453,Funcionário 1453,Estagiário,Financeiro,Nordeste,9170.55,2021-10-27,Férias,19
1454,Funcionário 1454,Coordenador,Marketing,Centro-Oeste,15987.69,2023-12-20,Ativo,58
1455,Funcionário 1455,Analista,RH,Sudeste,15078.86,2018-09-15,Ativo,23
1456,Funcionário 1456,Coordenador,Financeiro,Nordeste,12671.18,2017-05-20,Desligado,63
1457,Funcionário 1457,Assistente,Logística,Sudeste,6702.24,2022-04-10,Férias,57
1458,Funcionário 1458,Analista,Vendas,Norte,19503.18,2020-11-17,Desligado,33
1459,Funcionário 1459,Gerente,Logística,Sul,7233.53,2021-10-13,Ativo,27
1460,Funcionário 1460,Assistente,Vendas,Sul,21756.84,2015-11-17,Férias,37
1461,Funcionário 1461,Diretor,Financeiro,Sudeste,10183.94,2016-03-24,Ativo,24
1462,Funcionário 1462,Estagiário,TI,Norte,14833.23,2017-09-04,Férias,37
1463,Funcionário 1463,Gerente,RH,Sudeste,24775.16,2015-11-22,Ativo,44
1464,Funcionário 1464,Analista,Marketing,Nordeste,22194.99,2016-11-26,Férias,41
1465,Funcionário 1465,Analista,RH,Centro-Oeste,8886.67,2024-03-02,Desligado,46
1466,Funcionário 1466,Assistente,Marketing,Centro-Oeste,9206.72,2016-08-22,Ativo,44
1467,Funcionário 1467,Analista,Vendas,Centro-Oeste,10648.83,2021-11-21,Ativo,35
1468,Funcionário 1468,Assistente,Contabilidade,Centro-Oeste,7389.92,2024-08-22,Ativo,27
1469,Funcionário 1469,Estagiário,RH,Sul,2629.51,2022-01-20,Férias,19
1470,Funcionário 1470,Diretor,RH,Centro-Oeste,20680.35,2022-11-01,Desligado,30
1471,Funcionário 1471,Coordenador,RH,Nordeste,14068.76,2022-09-28,Ativo,28
1472,Funcionário 1472,Assistente,TI,Norte,17184.17,2016-07-09,Ativo,58
1473,Funcionário 1473,Assistente,Logística,Nordeste,11580.23,2021-02-12,Ativo,50
1474,Funcionário 1474,Diretor,Financeiro,Sul,14207.01,2023-03-08,Férias,30
1475,Funcionário 1475,Coordenador,Marketing,Norte,4851.51,2017-08-02,Ativo,48
1476,Funcionário 1476,Coordenador,RH,Centro-Oeste,7933.15,2024-11-26,Ativo,59
1477,Funcionário 1477,Coordenador,Contabilidade,Sul,23637.04,2019-12-13,Desligado,50
1478,Funcionário 1478,Coordenador,TI,Centro-Oeste,24059.25,2024-10-26,Ativo,47
1479,Funcionário 1479,Assistente,RH,Sul,8677.1,2020-08-30,Desligado,43
1480,Funcionário 1480,Analista,Contabilidade,Sul,11299.56,2017-04-16,Férias,48
1481,Funcionário 1481,Estagiário,Vendas,Nordeste,8720.59,2022-07-10,Ativo,33
1482,Funcionário 1482,Assistente,Marketing,Sudeste,8737.27,2020-03-10,Ativo,26
1483,Funcionário 1483,Estagiário,Financeiro,Sudeste,20429.21,2021-03-27,Ativo,58
1484,Funcionário 1484,Analista,Marketing,Sul,11553.3,2015-07-17,Ativo,52
1485,Funcionário 1485,Estagiário,Vendas,Norte,6774.01,2019-11-13,Desligado,19
1486,Funcionário 1486,Gerente,Logística,Centro-Oeste,20013.95,2019-03-29,Ativo,64
1487,Funcionário 1487,Diretor,Vendas,Norte,3769.82,2021-12-22,Ativo,45
1488,Funcionário 1488,Coordenador,Vendas,Norte,14957.14,2021-04-13,Desligado,51
1489,Funcionário 1489,Estagiário,Vendas,Sudeste,2443.15,2017-06-10,Ativo,18
1490,Funcionário 1490,Coordenador,Contabilidade,Sul,3939.9,2021-04-06,Ativo,53
1491,Funcionário 1491,Coordenador,RH,Sudeste,17699.92,2022-02-15,Férias,28
1492,Funcionário 1492,Coordenador,TI,Sul,15948.26,2016-03-04,Ativo,29
1493,Funcionário 1493,Diretor,Marketing,Centro-Oeste,11237.01,2018-11-10,Ativo,52
1494,Funcionário 1494,Estagiário,Vendas,Centro-Oeste,6486.98,2020-05-06,Desligado,64
1495,Funcionário 1495,Assistente,Financeiro,Nordeste,18245.23,2018-05-10,Férias,52
1496,Funcionário 1496,Coordenador,RH,Norte,18296.59,2021-03-10,Ativo,26
1497,Funcionário 1497,Estagiário,Marketing,Sudeste,4616.44,2021-05-07,Ativo,56
1498,Funcionário 1498,Assistente,Financeiro,Sul,15291.3,2017-05-18,Desligado,31
1499,Funcionário 1499,Analista,Contabilidade,Nordeste,21317.88,2024-01-04,Desligado,41
1500,Funcionário 1500,Gerente,Financeiro,Nordeste,18995.46,2020-10-19,Desligado,41
1501,Funcionário 1501,Gerente,Contabilidade,Nordeste,16143.74,2016-04-27,Ativo,35
1502,Funcionário 1502,Assistente,Marketing,Sudeste,18906.68,2016-05-06,Desligado,49
1503,Funcionário 1503,Assistente,TI,Centro-Oeste,22198.45,2024-11-18,Desligado,65
1504,Funcionário 1504,Assistente,RH,Norte,4269.13,2016-09-29,Desligado,20
1505,Funcionário 1505,Analista,RH,Norte,4224.06,2024-07-30,Ativo,20
1506,Funcionário 1506,Coordenador,RH,Centro-Oeste,12549.22,2021-03-15,Desligado,31
1507,Funcionário 1507,Analista,TI,Norte,3520.5,2024-12-06,Férias,60
1508,Funcionário 1508,Gerente,Logística,Sudeste,2579.32,2017-10-11,Férias,48
1509,Funcionário 1509,Coordenador,RH,Sul,7738.02,2024-04-13,Férias,24
1510,Funcionário 1510,Analista,RH,Sudeste,8436.0,2015-10-22,Desligado,51
1511,Funcionário 1511,Estagiário,Contabilidade,Nordeste,8605.22,2016-12-18,Ativo,30
1512,Funcionário 1512,Gerente,Marketing,Centro-Oeste,5690.88,2015-06-06,Desligado,25
1513,Funcionário 1513,Coordenador,Logística,Sudeste,7747.31,2022-12-08,Férias,45
1514,Funcionário 1514,Analista,Contabilidade,Norte,19022.67,2022-08-31,Ativo,22
1515,Funcionário 1515,Coordenador,Financeiro,Sudeste,21268.88,2019-02-02,Ativo,62
1516,Funcionário 1516,Analista,Financeiro,Sudeste,18959.63,2021-09-18,Ativo,31
1517,Funcionário 1517,Gerente,Vendas,Centro-Oeste,7231.7,2023-02-25,Férias,32
1518,Funcionário 1518,Assistente,Logística,Centro-Oeste,17220.46,2019-12-20,Férias,25
1519,Funcionário 1519,Gerente,TI,Sudeste,23228.62,2022-09-02,Ativo,56
1520,Funcionário 1520,Diretor,RH,Sul,17438.22,2018-09-10,Ativo,21
1521,Funcionário 1521,Diretor,Logística,Sudeste,21317.78,2020-05-25,Desligado,33
1522,Funcionário 1522,Analista,RH,Nordeste,22317.0,2021-02-02,Ativo,24
1523,Funcionário 1523,Assistente,RH,Centro-Oeste,13958.44,2024-11-05,Férias,55
1524,Funcionário 1524,Estagiário,Marketing,Sudeste,9447.93,2016-05-17,Ativo,43
1525,Funcionário 1525,Diretor,Marketing,Nordeste,17042.7,2019-08-16,Desligado,25
1526,Funcionário 1526,Analista,Logística,Norte,5386.56,2020-06-02,Ativo,60
1527,Funcionário 1527,Analista,Marketing,Nordeste,3750.34,2022-08-23,Ativo,39
1528,Funcionário 1528,Diretor,RH,Nordeste,11511.19,2015-10-17,Ativo,32
1529,Funcionário 1529,Coordenador,RH,Sul,20682.54,2016-11-06,Férias,34
1530,Funcionário 1530,Diretor,Logística,Sul,22030.75,2019-08-25,Ativo,21
1531,Funcionário 1531,Analista,TI,Sul,24098.3,2018-10-13,Ativo,46
1532,Funcionário 1532,Coordenador,TI,Sul,16657.89,2019-03-09,Ativo,60
1533,Funcionário 1533,Diretor,Financeiro,Norte,16033.64,2017-12-19,Ativo,58
1534,Funcionário 1534,Estagiário,Logística,Sudeste,23390.29,2021-05-01,Ativo,46
1535,Funcionário 1535,Assistente,Logística,Norte,3542.18,2023-12-12,Ativo,21
1536,Funcionário 1536,Diretor,Marketing,Centro-Oeste,8489.73,2018-04-20,Férias,26
1537,Funcionário 1537,Analista,Vendas,Sul,12806.02,2020-06-12,Ativo,44
1538,Funcionário 1538,Assistente,RH,Nordeste,23813.83,2018-05-29,Férias,37
1539,Funcionário 1539,Gerente,Logística,Sudeste,15706.02,2018-07-11,Ativo,18
1540,Funcionário 1540,Coordenador,Contabilidade,Centro-Oeste,12434.61,2021-03-23,Férias,30
1541,Funcionário 1541,Analista,Vendas,Centro-Oeste,4456.74,2017-04-07,Ativo,58
1542,Funcionário 1542,Coordenador,Vendas,Norte,14902.6,2022-04-12,Ativo,45
1543,Funcionário 1543,Diretor,Vendas,Sudeste,2523.02,2018-10-22,Ativo,45
1544,Funcionário 1544,Estagiário,TI,Nordeste,9186.0,2024-12-29,Férias,52
1545,Funcionário 1545,Estagiário,Financeiro,Sul,8850.45,2020-01-18,Ativo,28
1546,Funcionário 1546,Diretor,Vendas,Nordeste,10192.1,2022-03-09,Ativo,26
1547,Funcionário 1547,Diretor,Vendas,Sudeste,4491.39,2023-08-17,Ativo,27
1548,Funcionário 1548,Diretor,Vendas,Centro-Oeste,23715.72,2015-09-18,Férias,20
1549,Funcionário 1549,Assistente,Contabilidade,Sudeste,19728.28,2017-12-06,Férias,49
1550,Funcionário 1550,Diretor,Marketing,Nordeste,23797.16,2018-11-30,Ativo,33
1551,Funcionário 1551,Diretor,RH,Sul,20393.61,2022-07-21,Ativo,63
1552,Funcionário 1552,Gerente,Financeiro,Norte,14020.67,2024-12-02,Desligado,23
1553,Funcionário 1553,Diretor,RH,Norte,23347.64,2024-05-19,Férias,47
1554,Funcionário 1554,Assistente,Financeiro,Sudeste,23860.35,2017-02-27,Ativo,57
1555,Funcionário 1555,Coordenador,Vendas,Sudeste,23673.56,2017-02-24,Ativo,31
1556,Funcionário 1556,Gerente,Contabilidade,Nordeste,10037.05,2023-04-12,Ativo,65
1557,Funcionário 1557,Gerente,Contabilidade,Centro-Oeste,18271.03,2018-04-22,Ativo,29
1558,Funcionário 1558,Assistente,Logística,Sudeste,8604.95,2017-09-25,Ativo,51
1559,Funcionário 1559,Diretor,RH,Nordeste,6609.11,2022-08-05,Férias,53
1560,Funcionário 1560,Estagiário,Vendas,Sudeste,14199.33,2023-08-28,Ativo,50
1561,Funcionário 1561,Estagiário,Contabilidade,Centro-Oeste,11402.4,2015-06-20,Ativo,22
1562,Funcionário 1562,Coordenador,Financeiro,Norte,18836.09,2020-08-16,Ativo,42
1563,Funcionário 1563,Coordenador,Contabilidade,Norte,3039.37,2023-03-20,Férias,35
1564,Funcionário 1564,Coordenador,Contabilidade,Sudeste,16641.12,2017-11-27,Ativo,51
1565,Funcionário 1565,Assistente,RH,Sul,21919.16,2021-01-21,Ativo,42
1566,Funcionário 1566,Assistente,Logística,Sul,19102.45,2017-08-23,Ativo,50
1567,Funcionário 1567,Gerente,Vendas,Sudeste,21647.04,2017-01-15,Ativo,64
1568,Funcionário 1568,Analista,TI,Sul,2467.24,2018-08-20,Ativo,43
1569,Funcionário 1569,Diretor,TI,Norte,10006.59,2021-03-14,Ativo,51
1570,Funcionário 1570,Coordenador,Marketing,Sudeste,20794.09,2021-05-20,Ativo,56
1571,Funcionário 1571,Assistente,Marketing,Centro-Oeste,2014.34,2017-10-25,Ativo,60
1572,Funcionário 1572,Coordenador,Contabilidade,Nordeste,10848.5,2018-08-03,Ativo,38
1573,Funcionário 1573,Diretor,TI,Centro-Oeste,23020.71,2021-06-22,Desligado,65
1574,Funcionário 1574,Assistente,TI,Norte,6288.49,2018-07-23,Férias,26
1575,Funcionário 1575,Diretor,Financeiro,Sul,9838.78,2015-06-18,Ativo,58
1576,Funcionário 1576,Analista,Vendas,Sudeste,10889.83,2018-07-21,Ativo,65
1577,Funcionário 1577,Coordenador,Marketing,Nordeste,22827.19,2020-05-16,Ativo,60
1578,Funcionário 1578,Coordenador,Contabilidade,Centro-Oeste,22952.94,2017-01-14,Desligado,21
1579,Funcionário 1579,Analista,Logística,Centro-Oeste,23677.18,2020-07-12,Férias,43
1580,Funcionário 1580,Estagiário,Marketing,Centro-Oeste,24135.88,2021-10-02,Ativo,45
1581,Funcionário 1581,Assistente,Contabilidade,Sudeste,13582.74,2024-06-04,Ativo,20
1582,Funcionário 1582,Assistente,TI,Sul,23496.2,2022-01-13,Ativo,28
1583,Funcionário 1583,Coordenador,Financeiro,Nordeste,6956.78,2023-11-21,Ativo,34
1584,Funcionário 1584,Estagiário,Financeiro,Norte,9720.4,2019-01-24,Ativo,29
1585,Funcionário 1585,Gerente,Contabilidade,Centro-Oeste,18278.87,2016-02-23,Desligado,59
1586,Funcionário 1586,Gerente,Financeiro,Sudeste,11013.52,2019-10-26,Ativo,45
1587,Funcionário 1587,Assistente,TI,Centro-Oeste,8137.12,2016-10-29,Ativo,18
1588,Funcionário 1588,Analista,Financeiro,Nordeste,2427.53,2016-05-21,Desligado,29
1589,Funcionário 1589,Gerente,RH,Sudeste,6842.16,2017-04-15,Férias,33
1590,Funcionário 1590,Assistente,Financeiro,Sul,18857.92,2021-06-08,Ativo,23
1591,Funcionário 1591,Estagiário,RH,Sul,16804.88,2015-09-05,Ativo,35
1592,Funcionário 1592,Gerente,Vendas,Sudeste,15028.6,2019-04-01,Férias,35
1593,Funcionário 1593,Analista,Logística,Nordeste,10438.7,2024-12-20,Férias,60
1594,Funcionário 1594,Analista,Marketing,Sul,21513.77,2022-08-23,Ativo,34
1595,Funcionário 1595,Gerente,TI,Nordeste,3003.52,2020-06-08,Ativo,31
1596,Funcionário 1596,Gerente,TI,Centro-Oeste,8598.83,2019-04-17,Ativo,41
1597,Funcionário 1597,Estagiário,RH,Centro-Oeste,6995.3,2024-06-26,Férias,44
1598,Funcionário 1598,Diretor,Vendas,Nordeste,5964.99,2020-11-04,Desligado,27
1599,Funcionário 1599,Assistente,Financeiro,Norte,22891.71,2020-03-16,Ativo,32
1600,Funcionário 1600,Diretor,RH,Sudeste,9318.54,2019-08-02,Desligado,65
1601,Funcionário 1601,Coordenador,Marketing,Sudeste,16066.01,2021-10-12,Ativo,62
1602,Funcionário 1602,Analista,Contabilidade,Nordeste,22842.32,2021-07-24,Ativo,47
1603,Funcionário 1603,Assistente,Marketing,Nordeste,23244.17,2018-01-18,Desligado,42
1604,Funcionário 1604,Diretor,Contabilidade,Sul,24899.9,2020-04-19,Ativo,47
1605,Funcionário 1605,Gerente,Vendas,Sudeste,3545.66,2017-03-18,Ativo,21
1606,Funcionário 1606,Analista,Contabilidade,Sudeste,16989.66,2016-07-21,Férias,46
1607,Funcionário 1607,Estagiário,Financeiro,Norte,5278.09,2015-09-18,Ativo,38
1608,Funcionário 1608,Assistente,Contabilidade,Centro-Oeste,16641.34,2024-04-27,Férias,62
1609,Funcionário 1609,Coordenador,Financeiro,Sudeste,18778.15,2017-07-05,Férias,39
